Region-County-District-Type-School (RCDTS) ,District/Parent Entity,Facility,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %,year,state
190220580022014,Downers Grove GSD 58,Henry Puffer School,329.0,0.0,0.0,0.0,1.0,320.0,8.0,0.0,0.0,1.0,0.0,320.0,9.0,0.9726443768996961,2018,IL
190220600021001,Maercker SD 60,Westview Hills Middle School,484.0,6.0,0.0,6.0,0.987603305785124,483.0,0.0,1.0,0.0,0.0,0.0,483.0,1.0,0.9979338842975206,2018,IL
190220600022001,Maercker SD 60,Holmes Elem School,456.0,0.0,0.0,0.0,1.0,444.0,7.0,5.0,0.0,0.0,0.0,444.0,12.0,0.9736842105263158,2018,IL
190220600022002,Maercker SD 60,Maercker Elem School,464.0,0.0,0.0,0.0,1.0,458.0,6.0,0.0,0.0,0.0,0.0,458.0,6.0,0.9870689655172413,2018,IL
19022060X100000,DuPage ROE,St Isaac Jogues,491.0,6.0,0.0,0.0,0.9877800407331976,483.0,7.0,0.0,1.0,0.0,0.0,483.0,8.0,0.9837067209775967,2018,IL
190220610021004,Darien SD 61,Eisenhower Jr High School,473.0,0.0,0.0,0.0,1.0,463.0,9.0,1.0,0.0,0.0,0.0,463.0,10.0,0.9788583509513742,2018,IL
190220610022001,Darien SD 61,Mark DeLay School,496.0,1.0,0.0,1.0,0.9979838709677419,472.0,17.0,1.0,5.0,0.0,1.0,472.0,24.0,0.9516129032258065,2018,IL
190220610022002,Darien SD 61,Lace Elem School,464.0,0.0,0.0,0.0,1.0,454.0,10.0,0.0,0.0,0.0,0.0,454.0,10.0,0.978448275862069,2018,IL
19022061X060000,DuPage ROE,Trinity Lutheran School,65.0,0.0,0.0,0.0,1.0,59.0,4.0,0.0,2.0,0.0,0.0,59.0,6.0,0.9076923076923077,2018,IL
190220620021001,Gower SD 62,Gower Middle School,375.0,3.0,0.0,0.0,0.992,371.0,3.0,0.0,0.0,0.0,1.0,371.0,4.0,0.9893333333333333,2018,IL
190220620022002,Gower SD 62,Gower West Elem School,500.0,14.0,0.0,0.0,0.972,485.0,5.0,0.0,0.0,5.0,5.0,485.0,15.0,0.97,2018,IL
190220630021001,Cass SD 63,Cass Jr High School,301.0,0.0,0.0,0.0,1.0,300.0,1.0,0.0,0.0,0.0,0.0,300.0,1.0,0.9966777408637874,2018,IL
190220630022002,Cass SD 63,Concord Elem School,496.0,2.0,0.0,1.0,0.9959677419354839,474.0,17.0,0.0,3.0,0.0,2.0,474.0,22.0,0.9556451612903226,2018,IL
19022065X030000,DuPage ROE,Timothy Christian Elem  Midd Sch,723.0,10.0,0.0,0.0,0.9861687413554634,689.0,21.0,1.0,5.0,0.0,7.0,689.0,34.0,0.9529737206085753,2018,IL
190220660021001,Center Cass SD 66,Lakeview Jr High School,364.0,0.0,1.0,0.0,0.9972527472527473,359.0,3.0,0.0,2.0,0.0,0.0,359.0,5.0,0.9862637362637363,2018,IL
190220660022002,Center Cass SD 66,Elizabeth Ide Elem School,359.0,0.0,0.0,0.0,1.0,349.0,4.0,5.0,1.0,0.0,0.0,349.0,10.0,0.9721448467966574,2018,IL
190220660022004,Center Cass SD 66,Prairieview Elementary School,387.0,0.0,1.0,0.0,0.9974160206718347,383.0,3.0,1.0,0.0,0.0,0.0,383.0,4.0,0.9896640826873385,2018,IL
19022066Z200000,DuPage ROE,Marquette Manor Baptist Academy,127.0,33.0,0.0,0.0,0.7401574803149606,103.0,8.0,0.0,0.0,0.0,16.0,103.0,24.0,0.8110236220472441,2018,IL
190220680021001,Woodridge SD 68,Thomas Jefferson Jr High School,682.0,8.0,0.0,8.0,0.9882697947214076,674.0,3.0,0.0,0.0,0.0,5.0,674.0,8.0,0.9882697947214076,2018,IL
190220680022001,Woodridge SD 68,Edgewood Elem School,430.0,19.0,0.0,19.0,0.9558139534883721,417.0,1.0,4.0,0.0,1.0,7.0,417.0,13.0,0.9697674418604652,2018,IL
190220680022002,Woodridge SD 68,Goodrich Elem School,402.0,13.0,0.0,9.0,0.9676616915422885,385.0,8.0,0.0,0.0,1.0,8.0,385.0,17.0,0.9577114427860697,2018,IL
190220680022003,Woodridge SD 68,Meadowview Elem School,377.0,13.0,0.0,13.0,0.9655172413793104,366.0,2.0,0.0,0.0,4.0,5.0,366.0,11.0,0.9708222811671088,2018,IL
190220680022004,Woodridge SD 68,Willow Creek Elem School,349.0,6.0,0.0,6.0,0.9828080229226361,344.0,4.0,0.0,0.0,0.0,1.0,344.0,5.0,0.9856733524355301,2018,IL
190220680022005,Woodridge SD 68,William F Murphy Elem School,381.0,6.0,0.0,6.0,0.984251968503937,378.0,0.0,0.0,0.0,2.0,1.0,378.0,3.0,0.9921259842519685,2018,IL
190220680022006,Woodridge SD 68,John L Sipley Elem School,392.0,21.0,0.0,21.0,0.9464285714285714,380.0,4.0,0.0,0.0,0.0,8.0,380.0,12.0,0.9693877551020408,2018,IL
19022070X060000,DuPage ROE,Concord Lutheran School,93.0,7.0,2.0,0.0,0.9032258064516129,86.0,3.0,1.0,0.0,0.0,3.0,86.0,7.0,0.9247311827956989,2018,IL
19022071X100000,DuPage ROE,All Saints Catholic Academy,451.0,0.0,0.0,0.0,1.0,441.0,10.0,0.0,0.0,0.0,0.0,441.0,10.0,0.9778270509977827,2018,IL
19022072X160000,DuPage ROE,Wilson Montessori Academy,81.0,0.0,0.0,0.0,1.0,78.0,0.0,0.0,3.0,0.0,0.0,78.0,3.0,0.9629629629629629,2018,IL
19022075X260000,DuPage ROE,Downers Grove Christian School,145.0,0.0,0.0,0.0,1.0,132.0,12.0,1.0,0.0,0.0,0.0,132.0,13.0,0.9103448275862069,2018,IL
19022078X060000,DuPage ROE,Good Shepherd Lutheran Sch,81.0,6.0,0.0,0.0,0.9259259259259259,77.0,1.0,0.0,0.0,0.0,3.0,77.0,4.0,0.9506172839506173,2018,IL
19022081X140000,DuPage ROE,Clapham School,117.0,1.0,0.0,0.0,0.9914529914529915,107.0,10.0,0.0,0.0,0.0,0.0,107.0,10.0,0.9145299145299145,2018,IL
19022083X160000,DuPage ROE,Meher Montessori Academy,22.0,0.0,0.0,0.0,1.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,1.0,2018,IL
19022085X010000,DuPage ROE,Prairie School of DuPage,60.0,7.0,0.0,0.0,0.8833333333333333,45.0,9.0,0.0,4.0,0.0,2.0,45.0,15.0,0.75,2018,IL
190220860170001,Hinsdale Twp HSD 86,Hinsdale Central High School,2744.0,6.0,6.0,12.0,0.9956268221574344,2714.0,26.0,4.0,0.0,0.0,0.0,2714.0,30.0,0.989067055393586,2018,IL
190220860170002,Hinsdale Twp HSD 86,Hinsdale South High School,1502.0,1.0,0.0,1.0,0.9993342210386151,1493.0,9.0,0.0,0.0,0.0,0.0,1493.0,9.0,0.9940079893475366,2018,IL
190220870170001,Glenbard Twp HSD 87,Glenbard East High School,2301.0,48.0,0.0,9.0,0.9791395045632334,2269.0,10.0,6.0,6.0,0.0,10.0,2269.0,32.0,0.9860930030421556,2018,IL
190220870170002,Glenbard Twp HSD 87,Glenbard North High School,2241.0,0.0,3.0,3.0,0.998661311914324,2228.0,10.0,0.0,0.0,3.0,0.0,2228.0,13.0,0.9941990182954038,2018,IL
190220870170003,Glenbard Twp HSD 87,Glenbard West High School,2410.0,65.0,21.0,36.0,0.9643153526970955,2373.0,23.0,1.0,0.0,0.0,13.0,2373.0,37.0,0.9846473029045644,2018,IL
190220870170004,Glenbard Twp HSD 87,Glenbard South High School,1183.0,2.0,3.0,5.0,0.9957734573119188,1171.0,12.0,0.0,0.0,0.0,0.0,1171.0,12.0,0.9898562975486053,2018,IL
190220880160001,DuPage HSD 88,Addison Trail High School,2046.0,34.0,1.0,35.0,0.9828934506353861,2034.0,7.0,0.0,5.0,0.0,0.0,2034.0,12.0,0.9941348973607038,2018,IL
190220880160002,DuPage HSD 88,Willowbrook High School,1979.0,55.0,1.0,56.0,0.9717028802425467,1966.0,8.0,1.0,3.0,0.0,1.0,1966.0,13.0,0.9934310257705912,2018,IL
190220890041003,CCSD 89,Glen Crest Middle School,683.0,3.0,0.0,3.0,0.9956076134699854,676.0,6.0,1.0,0.0,0.0,0.0,676.0,7.0,0.9897510980966325,2018,IL
190220890042001,CCSD 89,Arbor View Elem School,297.0,1.0,0.0,1.0,0.9966329966329966,289.0,4.0,2.0,1.0,0.0,1.0,289.0,8.0,0.9730639730639731,2018,IL
190220890042002,CCSD 89,Briar Glen Elem School,485.0,0.0,0.0,0.0,1.0,470.0,14.0,0.0,0.0,1.0,0.0,470.0,15.0,0.9690721649484536,2018,IL
190220890042004,CCSD 89,Park View Elem School,461.0,4.0,0.0,4.0,0.9913232104121475,449.0,8.0,0.0,0.0,0.0,4.0,449.0,12.0,0.9739696312364425,2018,IL
190220890042006,CCSD 89,Westfield Elem School,326.0,0.0,0.0,0.0,1.0,320.0,5.0,0.0,1.0,0.0,0.0,320.0,6.0,0.9815950920245399,2018,IL
19022089X230000,DuPage ROE,Islamic Center of Naperville,63.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,2018,IL
19022090X160000,DuPage ROE,Diamante Montessori,73.0,0.0,0.0,0.0,1.0,71.0,1.0,1.0,0.0,0.0,0.0,71.0,2.0,0.9726027397260274,2018,IL
19022091Y140000,DuPage ROE,Chesterton Acad of Holy Family,82.0,0.0,0.0,0.0,1.0,55.0,26.0,1.0,0.0,0.0,0.0,55.0,27.0,0.6707317073170732,2018,IL
19022092X230000,DuPage ROE,Masroor Academy,14.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,1.0,2018,IL
190220930041004,CCSD 93,Stratford Middle School,579.0,4.0,0.0,4.0,0.9930915371329879,575.0,2.0,1.0,0.0,0.0,1.0,575.0,4.0,0.9930915371329879,2018,IL
190220930042001,CCSD 93,Carol Stream Elem School,310.0,11.0,0.0,11.0,0.964516129032258,288.0,5.0,2.0,4.0,0.0,11.0,288.0,22.0,0.9290322580645162,2018,IL
190220930042004,CCSD 93,Roy De Shane Elementary School,267.0,0.0,0.0,0.0,1.0,259.0,7.0,1.0,0.0,0.0,0.0,259.0,8.0,0.9700374531835206,2018,IL
190220930042006,CCSD 93,Western Trails Elem School,331.0,1.0,0.0,0.0,0.9969788519637462,323.0,6.0,0.0,1.0,0.0,1.0,323.0,8.0,0.9758308157099698,2018,IL
190220930042007,CCSD 93,Elsie C Johnson Elem Sch,309.0,2.0,0.0,0.0,0.9935275080906149,309.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,1.0,2018,IL
190220930042009,CCSD 93,Jay Stream Middle School,649.0,0.0,0.0,0.0,1.0,640.0,7.0,2.0,0.0,0.0,0.0,640.0,9.0,0.9861325115562404,2018,IL
190220930042010,CCSD 93,Heritage Lakes Elem School,355.0,0.0,0.0,0.0,1.0,347.0,8.0,0.0,0.0,0.0,0.0,347.0,8.0,0.9774647887323944,2018,IL
190220930042011,CCSD 93,Cloverdale  Elem School,566.0,0.0,0.0,0.0,1.0,551.0,6.0,1.0,8.0,0.0,0.0,551.0,15.0,0.9734982332155477,2018,IL
190220930043001,CCSD 93,CCSD 93 Early Childhood Cntr,229.0,2.0,0.0,0.0,0.9912663755458515,218.0,0.0,0.0,11.0,0.0,0.0,218.0,11.0,0.9519650655021834,2018,IL
190220940160001,CHSD 94,Community High School,2087.0,230.0,0.0,0.0,0.8897939626257786,1902.0,4.0,1.0,0.0,11.0,169.0,1902.0,185.0,0.9113560134163872,2018,IL
19022094X230000,DuPage ROE,Carriers of Light,70.0,0.0,0.0,0.0,1.0,63.0,5.0,0.0,2.0,0.0,0.0,63.0,7.0,0.9,2018,IL
190220990160001,CHSD 99,Comm H S Dist 99 - North H S,2149.0,0.0,0.0,0.0,1.0,2138.0,11.0,0.0,0.0,0.0,0.0,2138.0,11.0,0.9948813401582132,2018,IL
190220990160002,CHSD 99,Comm H S Dist 99 - South High Sch,2811.0,6.0,7.0,4.0,0.9953753112771255,2780.0,4.0,2.0,18.0,1.0,6.0,2780.0,31.0,0.9889718961223763,2018,IL
190221000160001,Fenton CHSD 100,Fenton High School,1475.0,22.0,15.0,37.0,0.9749152542372881,1471.0,0.0,0.0,2.0,0.0,2.0,1471.0,4.0,0.9972881355932204,2018,IL
19022107X160000,DuPage ROE,Creative Montessori Learning Ctr,63.0,0.0,0.0,0.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,1.0,2018,IL
190221080160001,Lake Park CHSD 108,Lake Park High School,2568.0,12.0,33.0,41.0,0.9824766355140186,2558.0,10.0,0.0,0.0,0.0,0.0,2558.0,10.0,0.9961059190031153,2018,IL
19022109X260000,DuPage ROE,Calvary Christian School,167.0,2.0,0.0,0.0,0.9880239520958084,152.0,14.0,0.0,0.0,0.0,1.0,152.0,15.0,0.9101796407185628,2018,IL
19022111X160000,DuPage ROE,Wheaton Montessori School,181.0,6.0,1.0,0.0,0.9613259668508287,168.0,7.0,0.0,0.0,0.0,6.0,168.0,13.0,0.9281767955801105,2018,IL
19022112X110000,DuPage ROE,Downers Grove Adventist,36.0,1.0,0.0,0.0,0.9722222222222222,34.0,1.0,0.0,0.0,0.0,1.0,34.0,2.0,0.9444444444444444,2018,IL
19022127Z230000,DuPage ROE,Islamic Foundation School,620.0,0.0,0.0,0.0,1.0,609.0,11.0,0.0,0.0,0.0,0.0,609.0,11.0,0.9822580645161291,2018,IL
19022131X160000,DuPage ROE,Seton Academy,37.0,0.0,0.0,0.0,1.0,25.0,8.0,1.0,3.0,0.0,0.0,25.0,12.0,0.6756756756756757,2018,IL
19022135X160000,DuPage ROE,DuPage Montessori School,215.0,9.0,4.0,3.0,0.9395348837209302,192.0,13.0,0.0,2.0,0.0,8.0,192.0,23.0,0.8930232558139535,2018,IL
19022136Z230000,DuPage ROE,College Preparatry Sch of America,432.0,5.0,1.0,1.0,0.9861111111111112,424.0,6.0,0.0,1.0,0.0,1.0,424.0,8.0,0.9814814814814815,2018,IL
19022137X160000,DuPage ROE,DuPage Montessori in Wheaton,56.0,0.0,0.0,0.0,1.0,55.0,1.0,0.0,0.0,0.0,0.0,55.0,1.0,0.9821428571428571,2018,IL
19022143X010000,DuPage ROE,The Waldorf School of DuPage,91.0,0.0,0.0,0.0,1.0,58.0,33.0,0.0,0.0,0.0,0.0,58.0,33.0,0.6373626373626373,2018,IL
19022151X010000,DuPage ROE,Kingswood Academy,90.0,2.0,0.0,0.0,0.9777777777777777,71.0,18.0,0.0,0.0,0.0,1.0,71.0,19.0,0.7888888888888889,2018,IL
19022153X170000,DuPage ROE,Pythagoras Childrens Academy,87.0,0.0,0.0,0.0,1.0,78.0,8.0,0.0,1.0,0.0,0.0,78.0,9.0,0.896551724137931,2018,IL
19022160X160000,DuPage ROE,Naperville Montessori School,96.0,0.0,0.0,0.0,1.0,93.0,3.0,0.0,0.0,0.0,0.0,93.0,3.0,0.96875,2018,IL
19022166X010000,DuPage ROE,Elmhurst Acad Early Learning,89.0,0.0,0.0,0.0,1.0,89.0,0.0,0.0,0.0,0.0,0.0,89.0,0.0,1.0,2018,IL
19022178X070000,DuPage ROE,Wheatland Salem Christian Acad,167.0,19.0,13.0,0.0,0.8083832335329342,149.0,2.0,0.0,0.0,0.0,16.0,149.0,18.0,0.8922155688622755,2018,IL
190221800041001,CCSD 180,Burr Ridge Middle School,276.0,13.0,1.0,0.0,0.9492753623188406,273.0,1.0,0.0,1.0,0.0,1.0,273.0,3.0,0.9891304347826086,2018,IL
190221800042002,CCSD 180,Anne M Jeans Elem School,360.0,16.0,2.0,0.0,0.95,332.0,11.0,1.0,1.0,0.0,15.0,332.0,28.0,0.9222222222222223,2018,IL
19022180X160000,DuPage ROE,Sunrise Montessori Academy,18.0,1.0,0.0,0.0,0.9444444444444444,17.0,0.0,0.0,0.0,0.0,1.0,17.0,1.0,0.9444444444444444,2018,IL
190221810041002,Hinsdale CCSD 181,Hinsdale Middle School,723.0,0.0,0.0,0.0,1.0,717.0,6.0,0.0,0.0,0.0,0.0,717.0,6.0,0.991701244813278,2018,IL
190221810041003,Hinsdale CCSD 181,Clarendon Hills Middle School,588.0,0.0,0.0,0.0,1.0,583.0,5.0,0.0,0.0,0.0,0.0,583.0,5.0,0.9914965986394558,2018,IL
190221810042001,Hinsdale CCSD 181,Elm Elem School,286.0,0.0,0.0,0.0,1.0,283.0,3.0,0.0,0.0,0.0,0.0,283.0,3.0,0.9895104895104895,2018,IL
190221810042003,Hinsdale CCSD 181,Madison Elem School,465.0,0.0,0.0,0.0,1.0,461.0,4.0,0.0,0.0,0.0,0.0,461.0,4.0,0.9913978494623656,2018,IL
190221810042004,Hinsdale CCSD 181,Monroe Elem School,347.0,1.0,2.0,3.0,0.9913544668587896,335.0,7.0,1.0,3.0,0.0,1.0,335.0,12.0,0.9654178674351584,2018,IL
190221810042006,Hinsdale CCSD 181,Oak Elem School,351.0,0.0,0.0,0.0,1.0,349.0,2.0,0.0,0.0,0.0,0.0,349.0,2.0,0.9943019943019943,2018,IL
190221810042007,Hinsdale CCSD 181,Prospect Elem School,407.0,0.0,0.0,0.0,1.0,402.0,4.0,0.0,1.0,0.0,0.0,402.0,5.0,0.9877149877149877,2018,IL
190221810042008,Hinsdale CCSD 181,The Lane Elem School,318.0,0.0,0.0,0.0,1.0,312.0,2.0,3.0,1.0,0.0,0.0,312.0,6.0,0.9811320754716981,2018,IL
190221810042009,Hinsdale CCSD 181,Walker School,285.0,0.0,0.0,0.0,1.0,278.0,6.0,1.0,0.0,0.0,0.0,278.0,7.0,0.9754385964912281,2018,IL
19022184X010000,DuPage ROE,Vine Academy,70.0,0.0,0.0,0.0,1.0,61.0,9.0,0.0,0.0,0.0,0.0,61.0,9.0,0.8714285714285714,2018,IL
190222000260020,CUSD 200,Wheaton Warrenville South H S,1966.0,16.0,12.0,15.0,0.9857578840284842,1945.0,19.0,1.0,0.0,0.0,1.0,1945.0,21.0,0.9893184130213631,2018,IL
190222000260021,CUSD 200,Wheaton North High School,2085.0,39.0,0.0,36.0,0.981294964028777,2033.0,44.0,3.0,0.0,0.0,5.0,2033.0,52.0,0.9750599520383693,2018,IL
190222000261001,CUSD 200,Monroe Middle School,789.0,25.0,3.0,25.0,0.9645120405576679,785.0,0.0,1.0,0.0,0.0,3.0,785.0,4.0,0.9949302915082383,2018,IL
190222000261017,CUSD 200,Edison Middle School,632.0,2.0,1.0,2.0,0.995253164556962,614.0,16.0,2.0,0.0,0.0,0.0,614.0,18.0,0.9715189873417721,2018,IL
190222000261018,CUSD 200,Franklin Middle School,697.0,11.0,0.0,11.0,0.9842180774748924,679.0,16.0,0.0,0.0,0.0,2.0,679.0,18.0,0.9741750358680057,2018,IL
190222000261020,CUSD 200,Hubble Middle School,724.0,13.0,10.0,16.0,0.9682320441988951,716.0,6.0,0.0,1.0,0.0,1.0,716.0,8.0,0.988950276243094,2018,IL
190222000262001,CUSD 200,Emerson Elem School,321.0,1.0,0.0,1.0,0.9968847352024922,316.0,5.0,0.0,0.0,0.0,0.0,316.0,5.0,0.9844236760124611,2018,IL
190222000262002,CUSD 200,Hawthorne Elem School,228.0,0.0,0.0,0.0,1.0,222.0,6.0,0.0,0.0,0.0,0.0,222.0,6.0,0.9736842105263158,2018,IL
190222000262006,CUSD 200,Lincoln Elem School,490.0,2.0,1.0,3.0,0.9938775510204082,474.0,12.0,1.0,0.0,1.0,2.0,474.0,16.0,0.9673469387755103,2018,IL
190222000262007,CUSD 200,Longfellow Elem School,370.0,1.0,0.0,1.0,0.9972972972972973,359.0,8.0,1.0,1.0,0.0,1.0,359.0,11.0,0.9702702702702702,2018,IL
190222000262008,CUSD 200,Lowell Elem School,357.0,2.0,0.0,2.0,0.9943977591036415,341.0,0.0,14.0,0.0,0.0,2.0,341.0,16.0,0.9551820728291317,2018,IL
190222000262009,CUSD 200,Madison Elem School,451.0,4.0,0.0,2.0,0.991130820399113,431.0,14.0,2.0,0.0,0.0,4.0,431.0,20.0,0.9556541019955654,2018,IL
190222000262010,CUSD 200,Pleasant Hill Elem School,611.0,1.0,0.0,1.0,0.9983633387888707,598.0,13.0,0.0,0.0,0.0,0.0,598.0,13.0,0.9787234042553191,2018,IL
190222000262011,CUSD 200,Carl Sandburg Elem School,381.0,2.0,2.0,2.0,0.989501312335958,361.0,13.0,3.0,2.0,0.0,2.0,361.0,20.0,0.94750656167979,2018,IL
190222000262012,CUSD 200,Washington Elementary School,402.0,1.0,3.0,4.0,0.9900497512437811,389.0,13.0,0.0,0.0,0.0,0.0,389.0,13.0,0.9676616915422885,2018,IL
190222000262013,CUSD 200,Whittier Elem School,452.0,0.0,0.0,0.0,1.0,433.0,16.0,0.0,3.0,0.0,0.0,433.0,19.0,0.9579646017699115,2018,IL
190222000262014,CUSD 200,Wiesbrook Elem School,488.0,2.0,0.0,2.0,0.9959016393442623,475.0,13.0,0.0,0.0,0.0,0.0,475.0,13.0,0.9733606557377049,2018,IL
190222000262016,CUSD 200,Bower Elem School,439.0,0.0,0.0,0.0,1.0,431.0,7.0,1.0,0.0,0.0,0.0,431.0,8.0,0.9817767653758542,2018,IL
190222000262018,CUSD 200,Clifford Johnson School,452.0,2.0,2.0,1.0,0.9911504424778761,448.0,3.0,0.0,0.0,0.0,1.0,448.0,4.0,0.9911504424778761,2018,IL
190222000263001,CUSD 200,Jefferson Early Childhood Center,201.0,0.0,3.0,1.0,0.9850746268656716,194.0,7.0,0.0,0.0,0.0,0.0,194.0,7.0,0.9651741293532339,2018,IL
190222010260001,CUSD 201,Westmont High School,406.0,12.0,3.0,0.0,0.9630541871921182,401.0,1.0,1.0,3.0,0.0,0.0,401.0,5.0,0.9876847290640394,2018,IL
190222010261004,CUSD 201,Westmont Jr High School,288.0,5.0,0.0,5.0,0.9826388888888888,284.0,4.0,0.0,0.0,0.0,0.0,284.0,4.0,0.9861111111111112,2018,IL
190222010262001,CUSD 201,J T Manning Elem School,355.0,4.0,0.0,0.0,0.9887323943661972,342.0,7.0,1.0,1.0,0.0,4.0,342.0,13.0,0.9633802816901409,2018,IL
190222010262002,CUSD 201,C E Miller Elem School,254.0,1.0,0.0,0.0,0.9960629921259843,236.0,13.0,0.0,2.0,2.0,1.0,236.0,18.0,0.9291338582677166,2018,IL
190222010263001,CUSD 201,South School,47.0,3.0,0.0,0.0,0.9361702127659575,43.0,1.0,0.0,0.0,0.0,3.0,43.0,4.0,0.9148936170212766,2018,IL
190222020260001,Lisle CUSD 202,Lisle High School,493.0,5.0,4.0,9.0,0.9817444219066938,487.0,6.0,0.0,0.0,0.0,0.0,487.0,6.0,0.9878296146044625,2018,IL
190222020261002,Lisle CUSD 202,Lisle Jr High School,306.0,8.0,2.0,10.0,0.9673202614379085,296.0,10.0,0.0,0.0,0.0,0.0,296.0,10.0,0.9673202614379085,2018,IL
190222020262004,Lisle CUSD 202,Schiesher Elem School,426.0,2.0,0.0,2.0,0.9953051643192489,415.0,9.0,0.0,0.0,0.0,2.0,415.0,11.0,0.9741784037558685,2018,IL
190222020262005,Lisle CUSD 202,Tate Woods Elem School,249.0,1.0,0.0,1.0,0.9959839357429718,242.0,6.0,0.0,0.0,0.0,1.0,242.0,7.0,0.9718875502008032,2018,IL
190222030260001,Naperville CUSD 203,Naperville Central High School,2728.0,1.0,0.0,1.0,0.999633431085044,2695.0,29.0,3.0,1.0,0.0,0.0,2695.0,33.0,0.9879032258064516,2018,IL
190222030260013,Naperville CUSD 203,Naperville North High School,2720.0,17.0,1.0,18.0,0.9933823529411765,2680.0,25.0,4.0,8.0,0.0,3.0,2680.0,40.0,0.9852941176470589,2018,IL
190222030261009,Naperville CUSD 203,Lincoln Jr High School,800.0,2.0,0.0,2.0,0.9975,787.0,11.0,0.0,2.0,0.0,0.0,787.0,13.0,0.98375,2018,IL
190222030261010,Naperville CUSD 203,Jefferson Jr High School,854.0,12.0,0.0,9.0,0.9859484777517564,840.0,12.0,0.0,0.0,0.0,2.0,840.0,14.0,0.9836065573770492,2018,IL
190222030261011,Naperville CUSD 203,Washington Jr High School,598.0,0.0,0.0,0.0,1.0,596.0,2.0,0.0,0.0,0.0,0.0,596.0,2.0,0.9966555183946488,2018,IL
190222030261012,Naperville CUSD 203,Madison Jr High School,591.0,2.0,0.0,2.0,0.9966159052453468,583.0,8.0,0.0,0.0,0.0,0.0,583.0,8.0,0.9864636209813875,2018,IL
190222030261013,Naperville CUSD 203,Kennedy Junior High School,964.0,1.0,0.0,1.0,0.9989626556016598,956.0,6.0,0.0,2.0,0.0,0.0,956.0,8.0,0.991701244813278,2018,IL
190222030262002,Naperville CUSD 203,Ellsworth Elem School,252.0,0.0,0.0,0.0,1.0,240.0,12.0,0.0,0.0,0.0,0.0,240.0,12.0,0.9523809523809523,2018,IL
190222030262003,Naperville CUSD 203,Elmwood Elem School,669.0,0.0,0.0,0.0,1.0,657.0,12.0,0.0,0.0,0.0,0.0,657.0,12.0,0.9820627802690582,2018,IL
190222030262004,Naperville CUSD 203,Highlands Elem School,510.0,2.0,0.0,2.0,0.996078431372549,484.0,20.0,3.0,1.0,0.0,2.0,484.0,26.0,0.9490196078431372,2018,IL
190222030262005,Naperville CUSD 203,Mill Street Elem School,648.0,1.0,0.0,1.0,0.9984567901234568,620.0,27.0,1.0,0.0,0.0,0.0,620.0,28.0,0.9567901234567902,2018,IL
190222030262006,Naperville CUSD 203,Naper Elem School,223.0,0.0,0.0,0.0,1.0,223.0,0.0,0.0,0.0,0.0,0.0,223.0,0.0,1.0,2018,IL
190222030262007,Naperville CUSD 203,Prairie Elem School,531.0,0.0,0.0,0.0,1.0,519.0,10.0,2.0,0.0,0.0,0.0,519.0,12.0,0.9774011299435028,2018,IL
190222030262008,Naperville CUSD 203,Maplebrook Elem School,513.0,1.0,0.0,1.0,0.9980506822612085,504.0,8.0,0.0,0.0,0.0,1.0,504.0,9.0,0.9824561403508771,2018,IL
190222030262012,Naperville CUSD 203,Beebe Elem School,562.0,1.0,0.0,1.0,0.998220640569395,546.0,14.0,1.0,0.0,0.0,1.0,546.0,16.0,0.9715302491103203,2018,IL
190222030262013,Naperville CUSD 203,Steeple Run Elem School,599.0,0.0,0.0,0.0,1.0,574.0,24.0,1.0,0.0,0.0,0.0,574.0,25.0,0.9582637729549248,2018,IL
190222030262014,Naperville CUSD 203,Scott Elementary School,449.0,1.0,0.0,1.0,0.9977728285077951,432.0,16.0,0.0,1.0,0.0,0.0,432.0,17.0,0.9621380846325167,2018,IL
190222030262015,Naperville CUSD 203,Ranch View Elementary School,542.0,1.0,0.0,0.0,0.9981549815498155,532.0,9.0,0.0,0.0,0.0,1.0,532.0,10.0,0.981549815498155,2018,IL
190222030262016,Naperville CUSD 203,River Woods Elementary School,508.0,3.0,0.0,0.0,0.9940944881889764,501.0,3.0,3.0,0.0,0.0,1.0,501.0,7.0,0.9862204724409449,2018,IL
190222030262017,Naperville CUSD 203,Meadow Glens Elementary School,479.0,0.0,0.0,0.0,1.0,468.0,11.0,0.0,0.0,0.0,0.0,468.0,11.0,0.9770354906054279,2018,IL
190222030262018,Naperville CUSD 203,Kingsley Elementary School,432.0,0.0,0.0,0.0,1.0,416.0,11.0,3.0,2.0,0.0,0.0,416.0,16.0,0.9629629629629629,2018,IL
190222030263001,Naperville CUSD 203,Ann Reid Early Childhood Center,349.0,2.0,0.0,2.0,0.994269340974212,337.0,10.0,0.0,0.0,0.0,2.0,337.0,12.0,0.9656160458452722,2018,IL
