Region-County-District-Type-School (RCDTS) ,District/Parent Entity,Facility,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %,year,state
070161090022006,Indian Springs SD 109,George T Wilkins Elem School,523.0,12.0,4.0,16.0,0.9694072657743786,516.0,4.0,1.0,0.0,0.0,2.0,516.0,7.0,0.9866156787762906,2018,IL
070161090023001,Indian Springs SD 109,Gladness V Player ECC,188.0,1.0,4.0,5.0,0.973404255319149,178.0,8.0,1.0,0.0,0.0,1.0,178.0,10.0,0.9468085106382979,2018,IL
070161100022002,Central Stickney SD 110,Charles J Sahs Elem School,387.0,0.0,0.0,0.0,1.0,387.0,0.0,0.0,0.0,0.0,0.0,387.0,0.0,1.0,2018,IL
070161110021001,Burbank SD 111,Liberty Junior High School,853.0,0.0,0.0,0.0,1.0,850.0,1.0,2.0,0.0,0.0,0.0,850.0,3.0,0.9964830011723329,2018,IL
070161110022001,Burbank SD 111,Luther Burbank Elem School,507.0,0.0,0.0,0.0,1.0,502.0,5.0,0.0,0.0,0.0,0.0,502.0,5.0,0.9901380670611439,2018,IL
070161110022002,Burbank SD 111,Richard Byrd Elementary School,296.0,0.0,0.0,0.0,1.0,296.0,0.0,0.0,0.0,0.0,0.0,296.0,0.0,1.0,2018,IL
070161110022005,Burbank SD 111,J B Kennedy Elem School,366.0,0.0,0.0,0.0,1.0,366.0,0.0,0.0,0.0,0.0,0.0,366.0,0.0,1.0,2018,IL
070161110022006,Burbank SD 111,Maddock Elementary School,433.0,0.0,0.0,0.0,1.0,427.0,6.0,0.0,0.0,0.0,0.0,427.0,6.0,0.9861431870669746,2018,IL
070161110022007,Burbank SD 111,F B Mccord Elem School,284.0,0.0,0.0,0.0,1.0,274.0,9.0,1.0,0.0,0.0,0.0,274.0,10.0,0.9647887323943662,2018,IL
070161110022010,Burbank SD 111,Edward J Tobin Elem School,339.0,0.0,0.0,0.0,1.0,338.0,1.0,0.0,0.0,0.0,0.0,338.0,1.0,0.9970501474926253,2018,IL
070161110022011,Burbank SD 111,Harry E Fry School,415.0,0.0,1.0,0.0,0.9975903614457832,410.0,5.0,0.0,0.0,0.0,0.0,410.0,5.0,0.9879518072289156,2018,IL
07016113A021002,Lemont-Bromberek CSD 113A,Old Quarry Middle Sch,825.0,9.0,0.0,9.0,0.9890909090909091,800.0,15.0,1.0,0.0,0.0,9.0,800.0,25.0,0.9696969696969697,2018,IL
07016113A022002,Lemont-Bromberek CSD 113A,Oakwood School,729.0,1.0,0.0,1.0,0.9986282578875172,702.0,23.0,3.0,0.0,0.0,1.0,702.0,27.0,0.9629629629629629,2018,IL
07016113A022004,Lemont-Bromberek CSD 113A,River Valley School,715.0,0.0,0.0,0.0,1.0,699.0,16.0,0.0,0.0,0.0,0.0,699.0,16.0,0.9776223776223776,2018,IL
070161170021001,North Palos SD 117,H H Conrady Jr High School,1109.0,10.0,1.0,8.0,0.9900811541929666,1100.0,6.0,1.0,1.0,0.0,1.0,1100.0,9.0,0.9918845807033363,2018,IL
070161170022002,North Palos SD 117,Dorn Primary Center,460.0,0.0,0.0,0.0,1.0,450.0,10.0,0.0,0.0,0.0,0.0,450.0,10.0,0.9782608695652174,2018,IL
070161170022003,North Palos SD 117,Glen Oaks Elem School,710.0,0.0,0.0,0.0,1.0,704.0,5.0,0.0,1.0,0.0,0.0,704.0,6.0,0.9915492957746479,2018,IL
070161170022004,North Palos SD 117,Oak Ridge Elem School,744.0,0.0,0.0,0.0,1.0,721.0,21.0,2.0,0.0,0.0,0.0,721.0,23.0,0.9690860215053764,2018,IL
070161170022005,North Palos SD 117,Dr Kenneth M Sorrick School,400.0,0.0,0.0,0.0,1.0,385.0,12.0,0.0,3.0,0.0,0.0,385.0,15.0,0.9625,2018,IL
070161180041004,Palos CCSD 118,Palos South Middle School,707.0,1.0,0.0,0.0,0.9985855728429985,694.0,12.0,0.0,0.0,0.0,1.0,694.0,13.0,0.9816124469589816,2018,IL
070161180042002,Palos CCSD 118,Palos East Elementary School,643.0,2.0,0.0,2.0,0.9968895800933126,607.0,29.0,3.0,2.0,0.0,2.0,607.0,36.0,0.9440124416796267,2018,IL
070161180042003,Palos CCSD 118,Palos West Elementary School,626.0,1.0,0.0,1.0,0.9984025559105432,599.0,23.0,1.0,2.0,0.0,1.0,599.0,27.0,0.9568690095846646,2018,IL
070161220021005,Ridgeland SD 122,Simmons Middle School,791.0,16.0,0.0,16.0,0.9797724399494311,778.0,4.0,0.0,3.0,2.0,4.0,778.0,13.0,0.9835651074589128,2018,IL
070161220022001,Ridgeland SD 122,Columbus Manor Elem School,391.0,9.0,0.0,9.0,0.9769820971867008,377.0,4.0,1.0,0.0,0.0,9.0,377.0,14.0,0.9641943734015346,2018,IL
070161220022002,Ridgeland SD 122,Ernest F Kolb Elem School,314.0,4.0,0.0,4.0,0.9872611464968153,306.0,5.0,0.0,2.0,1.0,0.0,306.0,8.0,0.9745222929936306,2018,IL
070161220022003,Ridgeland SD 122,Harnew Elem School,590.0,6.0,1.0,7.0,0.988135593220339,570.0,11.0,0.0,3.0,0.0,6.0,570.0,20.0,0.9661016949152542,2018,IL
070161220022004,Ridgeland SD 122,George W Lieb Elem School,363.0,3.0,0.0,3.0,0.9917355371900827,356.0,1.0,3.0,0.0,0.0,3.0,356.0,7.0,0.9807162534435262,2018,IL
070161230021001,Oak Lawn-Hometown SD 123,Oak Lawn-Hometown Middle Sch,1093.0,0.0,2.0,2.0,0.9981701738334858,1090.0,2.0,1.0,0.0,0.0,0.0,1090.0,3.0,0.9972552607502287,2018,IL
070161230022003,Oak Lawn-Hometown SD 123,J Covington Elem School,472.0,2.0,0.0,2.0,0.9957627118644068,470.0,0.0,0.0,0.0,0.0,2.0,470.0,2.0,0.9957627118644068,2018,IL
070161230022006,Oak Lawn-Hometown SD 123,J M Hannum Elem School,410.0,2.0,3.0,1.0,0.9878048780487805,405.0,3.0,0.0,0.0,0.0,2.0,405.0,5.0,0.9878048780487805,2018,IL
070161230022007,Oak Lawn-Hometown SD 123,Hometown Elem School,386.0,0.0,0.0,0.0,1.0,382.0,4.0,0.0,0.0,0.0,0.0,382.0,4.0,0.9896373056994818,2018,IL
070161230022008,Oak Lawn-Hometown SD 123,Kolmar Avenue Elem School,440.0,0.0,0.0,0.0,1.0,433.0,6.0,1.0,0.0,0.0,0.0,433.0,7.0,0.9840909090909091,2018,IL
070161230022010,Oak Lawn-Hometown SD 123,Sward Elem School,520.0,2.0,1.0,3.0,0.9942307692307693,506.0,12.0,0.0,0.0,0.0,2.0,506.0,14.0,0.9730769230769231,2018,IL
070161240021001,Evergreen Park ESD 124,Central Middle School,631.0,6.0,0.0,6.0,0.9904912836767037,630.0,1.0,0.0,0.0,0.0,0.0,630.0,1.0,0.9984152139461173,2018,IL
070161240022002,Evergreen Park ESD 124,Northeast Elem School,314.0,1.0,0.0,0.0,0.9968152866242038,311.0,2.0,0.0,0.0,0.0,1.0,311.0,3.0,0.9904458598726115,2018,IL
070161240022003,Evergreen Park ESD 124,Northwest School,290.0,0.0,0.0,0.0,1.0,287.0,3.0,0.0,0.0,0.0,0.0,287.0,3.0,0.9896551724137931,2018,IL
070161240022004,Evergreen Park ESD 124,Southeast Elem School,310.0,0.0,1.0,1.0,0.9967741935483871,310.0,0.0,0.0,0.0,0.0,0.0,310.0,0.0,1.0,2018,IL
070161240022005,Evergreen Park ESD 124,Southwest Elem School,314.0,4.0,0.0,4.0,0.9872611464968153,304.0,6.0,0.0,0.0,0.0,4.0,304.0,10.0,0.9681528662420382,2018,IL
070161250021001,Atwood Heights SD 125,Hamlin Upper Grade Center,216.0,0.0,0.0,0.0,1.0,214.0,2.0,0.0,0.0,0.0,0.0,214.0,2.0,0.9907407407407407,2018,IL
070161250022003,Atwood Heights SD 125,Lawn Manor School,234.0,0.0,0.0,0.0,1.0,229.0,4.0,0.0,1.0,0.0,0.0,229.0,5.0,0.9786324786324786,2018,IL
070161250022004,Atwood Heights SD 125,Meadow Lane School,180.0,0.0,0.0,0.0,1.0,179.0,0.0,1.0,0.0,0.0,0.0,179.0,1.0,0.9944444444444445,2018,IL
070161260021005,Alsip-Hazlgrn-Oaklwn SD 126,Prairie Jr High School,375.0,0.0,1.0,0.0,0.9973333333333333,374.0,0.0,0.0,1.0,0.0,0.0,374.0,1.0,0.9973333333333333,2018,IL
070161260022001,Alsip-Hazlgrn-Oaklwn SD 126,Hazelgreen Elem School,300.0,1.0,1.0,0.0,0.9933333333333333,298.0,2.0,0.0,0.0,0.0,0.0,298.0,2.0,0.9933333333333333,2018,IL
070161260022002,Alsip-Hazlgrn-Oaklwn SD 126,Lane Elem School,222.0,1.0,5.0,0.0,0.972972972972973,215.0,0.0,0.0,5.0,1.0,1.0,215.0,7.0,0.9684684684684685,2018,IL
070161260022004,Alsip-Hazlgrn-Oaklwn SD 126,Stony Creek Elem School,668.0,2.0,14.0,0.0,0.9760479041916168,650.0,3.0,0.0,14.0,0.0,1.0,650.0,18.0,0.9730538922155688,2018,IL
070161270021005,Worth SD 127,Worth Jr High School,363.0,23.0,2.0,1.0,0.931129476584022,361.0,1.0,0.0,1.0,0.0,0.0,361.0,2.0,0.9944903581267218,2018,IL
070161270022001,Worth SD 127,Worth Elem School,410.0,8.0,0.0,0.0,0.9804878048780488,403.0,0.0,0.0,0.0,0.0,7.0,403.0,7.0,0.9829268292682927,2018,IL
070161270022004,Worth SD 127,Worthwoods Elem School,290.0,5.0,0.0,4.0,0.9827586206896551,286.0,0.0,0.0,0.0,0.0,4.0,286.0,4.0,0.9862068965517241,2018,IL
070161270023001,Worth SD 127,Worthridge School,47.0,0.0,0.0,0.0,1.0,47.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,1.0,2018,IL
070161275021001,Chicago Ridge SD 127-5,Elden D Finley Jr High School,446.0,0.0,1.0,1.0,0.9977578475336323,442.0,1.0,0.0,3.0,0.0,0.0,442.0,4.0,0.9910313901345291,2018,IL
070161275022003,Chicago Ridge SD 127-5,Ridge Central Elem School,516.0,1.0,0.0,1.0,0.998062015503876,501.0,2.0,1.0,10.0,1.0,1.0,501.0,15.0,0.9709302325581395,2018,IL
070161275022004,Chicago Ridge SD 127-5,Ridge Lawn Elementary School,560.0,3.0,0.0,3.0,0.9946428571428572,548.0,1.0,0.0,8.0,0.0,3.0,548.0,12.0,0.9785714285714285,2018,IL
070161280021003,Palos Heights SD 128,Independence Jr High School,236.0,0.0,1.0,0.0,0.9957627118644068,235.0,1.0,0.0,0.0,0.0,0.0,235.0,1.0,0.9957627118644068,2018,IL
070161280022002,Palos Heights SD 128,Chippewa Elem School,189.0,0.0,0.0,0.0,1.0,184.0,5.0,0.0,0.0,0.0,0.0,184.0,5.0,0.9735449735449735,2018,IL
070161280022005,Palos Heights SD 128,Navajo Heights Elem School,147.0,0.0,0.0,0.0,1.0,143.0,4.0,0.0,0.0,0.0,0.0,143.0,4.0,0.9727891156462585,2018,IL
070161280022006,Palos Heights SD 128,Indian Hill,138.0,1.0,0.0,1.0,0.9927536231884058,135.0,1.0,1.0,0.0,0.0,1.0,135.0,3.0,0.9782608695652174,2018,IL
070161300021001,Cook County SD 130,Everett F Kerr Middle School,311.0,16.0,0.0,14.0,0.9485530546623794,309.0,0.0,0.0,0.0,0.0,2.0,309.0,2.0,0.9935691318327974,2018,IL
070161300021002,Cook County SD 130,Nathan Hale Middle School,442.0,27.0,7.0,34.0,0.9230769230769231,438.0,1.0,0.0,0.0,0.0,3.0,438.0,4.0,0.9909502262443439,2018,IL
070161300021003,Cook County SD 130,Veterans Memorial Middle Sch,378.0,12.0,0.0,9.0,0.9682539682539683,375.0,0.0,1.0,0.0,0.0,2.0,375.0,3.0,0.9920634920634921,2018,IL
070161300022004,Cook County SD 130,Nathan Hale Intermediate,217.0,1.0,0.0,1.0,0.9953917050691244,216.0,1.0,0.0,0.0,0.0,0.0,216.0,1.0,0.9953917050691244,2018,IL
070161300022008,Cook County SD 130,Paul Revere Intermediate School,224.0,4.0,0.0,0.0,0.9821428571428571,222.0,0.0,0.0,0.0,0.0,2.0,222.0,2.0,0.9910714285714286,2018,IL
070161300022010,Cook County SD 130,Whittier Elementary School,188.0,1.0,0.0,1.0,0.9946808510638298,187.0,0.0,0.0,0.0,0.0,1.0,187.0,1.0,0.9946808510638298,2018,IL
070161300022011,Cook County SD 130,Lincoln Elem School,371.0,10.0,3.0,12.0,0.9649595687331537,361.0,0.0,0.0,2.0,0.0,8.0,361.0,10.0,0.9730458221024259,2018,IL
070161300022012,Cook County SD 130,Nathan Hale Primary School,498.0,5.0,5.0,8.0,0.9799196787148594,488.0,7.0,0.0,0.0,0.0,3.0,488.0,10.0,0.9799196787148594,2018,IL
070161300022018,Cook County SD 130,Paul Revere Primary School,384.0,13.0,1.0,7.0,0.9635416666666666,373.0,5.0,0.0,0.0,0.0,6.0,373.0,11.0,0.9713541666666666,2018,IL
070161300022019,Cook County SD 130,George Washington Elementary Sch,269.0,9.0,1.0,10.0,0.9628252788104089,259.0,4.0,0.0,0.0,0.0,6.0,259.0,10.0,0.9628252788104089,2018,IL
070161300023001,Cook County SD 130,Horace Mann School,274.0,11.0,2.0,5.0,0.9525547445255474,274.0,0.0,0.0,0.0,0.0,0.0,274.0,0.0,1.0,2018,IL
070161320022001,Calumet Public SD 132,Burr Oak Elem School,330.0,8.0,12.0,0.0,0.9393939393939394,322.0,0.0,0.0,0.0,0.0,8.0,322.0,8.0,0.9757575757575757,2018,IL
070161320022002,Calumet Public SD 132,Calumet Elem School,347.0,3.0,2.0,0.0,0.9855907780979827,340.0,1.0,4.0,0.0,0.0,2.0,340.0,7.0,0.9798270893371758,2018,IL
070161320022003,Calumet Public SD 132,Burr Oak Academy,362.0,1.0,17.0,3.0,0.9502762430939227,357.0,1.0,0.0,2.0,1.0,1.0,357.0,5.0,0.9861878453038674,2018,IL
070161330022001,Gen George Patton SD 133,Gen George Patton Elem School,283.0,1.0,1.0,1.0,0.9929328621908127,278.0,0.0,0.0,4.0,0.0,1.0,278.0,5.0,0.9823321554770318,2018,IL
070161350021004,Orland SD 135,Orland Jr High School,566.0,1.0,0.0,1.0,0.9982332155477032,559.0,6.0,1.0,0.0,0.0,0.0,559.0,7.0,0.9876325088339223,2018,IL
070161350021005,Orland SD 135,Jerling Junior High School,625.0,4.0,0.0,4.0,0.9936,618.0,7.0,0.0,0.0,0.0,0.0,618.0,7.0,0.9888,2018,IL
070161350021006,Orland SD 135,Century Junior High School,678.0,4.0,0.0,4.0,0.9941002949852508,657.0,19.0,2.0,0.0,0.0,0.0,657.0,21.0,0.9690265486725663,2018,IL
070161350022001,Orland SD 135,High Point Elem School,447.0,0.0,0.0,0.0,1.0,441.0,6.0,0.0,0.0,0.0,0.0,441.0,6.0,0.9865771812080537,2018,IL
070161350022002,Orland SD 135,Orland Park Elem School,389.0,0.0,0.0,0.0,1.0,378.0,11.0,0.0,0.0,0.0,0.0,378.0,11.0,0.9717223650385605,2018,IL
070161350022007,Orland SD 135,Prairie Elem School,484.0,3.0,0.0,3.0,0.993801652892562,467.0,11.0,2.0,3.0,0.0,1.0,467.0,17.0,0.9648760330578512,2018,IL
070161350022008,Orland SD 135,Liberty Elem School,548.0,1.0,0.0,1.0,0.9981751824817519,539.0,8.0,0.0,0.0,0.0,1.0,539.0,9.0,0.9835766423357665,2018,IL
070161350022010,Orland SD 135,Orland Center School,350.0,0.0,0.0,0.0,1.0,340.0,9.0,0.0,1.0,0.0,0.0,340.0,10.0,0.9714285714285714,2018,IL
070161350022012,Orland SD 135,Centennial School,497.0,0.0,0.0,0.0,1.0,487.0,8.0,2.0,0.0,0.0,0.0,487.0,10.0,0.9798792756539235,2018,IL
070161350022013,Orland SD 135,Meadow Ridge School,568.0,0.0,0.0,0.0,1.0,555.0,11.0,1.0,1.0,0.0,0.0,555.0,13.0,0.977112676056338,2018,IL
07016137X060000,Region 07 South Cook ISC 4,St John Lutheran School,59.0,0.0,1.0,0.0,0.9830508474576272,54.0,0.0,0.0,5.0,0.0,0.0,54.0,5.0,0.9152542372881356,2018,IL
070161400021003,Kirby SD 140,Virgil I Grissom Middle School,606.0,2.0,0.0,2.0,0.9966996699669967,603.0,3.0,0.0,0.0,0.0,0.0,603.0,3.0,0.995049504950495,2018,IL
070161400021004,Kirby SD 140,Prairie View Middle School,634.0,4.0,0.0,3.0,0.9936908517350158,627.0,5.0,1.0,0.0,0.0,1.0,627.0,7.0,0.9889589905362776,2018,IL
070161400022001,Kirby SD 140,Fernway Park Elem School,412.0,1.0,0.0,1.0,0.9975728155339806,408.0,3.0,0.0,0.0,0.0,1.0,408.0,4.0,0.9902912621359223,2018,IL
070161400022004,Kirby SD 140,Helen Keller Elem School,355.0,0.0,0.0,0.0,1.0,347.0,6.0,2.0,0.0,0.0,0.0,347.0,8.0,0.9774647887323944,2018,IL
070161400022005,Kirby SD 140,John A Bannes Elem School,435.0,0.0,0.0,0.0,1.0,425.0,9.0,1.0,0.0,0.0,0.0,425.0,10.0,0.9770114942528736,2018,IL
070161400022006,Kirby SD 140,Christa McAuliffe School,535.0,5.0,0.0,5.0,0.9906542056074766,521.0,6.0,0.0,4.0,0.0,4.0,521.0,14.0,0.9738317757009346,2018,IL
070161400022007,Kirby SD 140,Millennium Elem School,564.0,0.0,0.0,0.0,1.0,548.0,8.0,1.0,6.0,1.0,0.0,548.0,16.0,0.9716312056737588,2018,IL
070161420021001,Forest Ridge SD 142,Jack Hille Middle School,589.0,1.0,0.0,1.0,0.99830220713073,579.0,7.0,2.0,1.0,0.0,0.0,579.0,10.0,0.9830220713073005,2018,IL
070161420022002,Forest Ridge SD 142,Ridge Early Childhood Center,275.0,0.0,0.0,0.0,1.0,270.0,4.0,0.0,0.0,1.0,0.0,270.0,5.0,0.9818181818181818,2018,IL
070161420022003,Forest Ridge SD 142,Lee R Foster Elem School,411.0,0.0,0.0,0.0,1.0,408.0,3.0,0.0,0.0,0.0,0.0,408.0,3.0,0.9927007299270073,2018,IL
070161420022004,Forest Ridge SD 142,Kerkstra Elem School,404.0,0.0,0.0,0.0,1.0,398.0,5.0,1.0,0.0,0.0,0.0,398.0,6.0,0.9851485148514851,2018,IL
070161430022001,Midlothian SD 143,Central Park Elem School,758.0,13.0,13.0,12.0,0.9656992084432717,751.0,3.0,0.0,0.0,0.0,4.0,751.0,7.0,0.9907651715039578,2018,IL
070161430022002,Midlothian SD 143,Kolmar Elem School,581.0,16.0,1.0,5.0,0.9707401032702238,570.0,6.0,0.0,0.0,0.0,5.0,570.0,11.0,0.9810671256454389,2018,IL
070161430022004,Midlothian SD 143,Springfield Elem School,345.0,5.0,5.0,1.0,0.9710144927536232,335.0,7.0,3.0,0.0,0.0,0.0,335.0,10.0,0.9710144927536232,2018,IL
070161430022005,Midlothian SD 143,Spaulding School,91.0,1.0,0.0,1.0,0.989010989010989,91.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,1.0,2018,IL
070161435021003,Posen-Robbins ESD 143-5,Kellar School,517.0,6.0,0.0,6.0,0.988394584139265,517.0,0.0,0.0,0.0,0.0,0.0,517.0,0.0,1.0,2018,IL
070161435022001,Posen-Robbins ESD 143-5,Childs Elem School,155.0,4.0,0.0,4.0,0.9741935483870968,155.0,0.0,0.0,0.0,0.0,0.0,155.0,0.0,1.0,2018,IL
070161435022006,Posen-Robbins ESD 143-5,Posen Elem School,315.0,3.0,1.0,4.0,0.9873015873015873,314.0,0.0,0.0,0.0,0.0,1.0,314.0,1.0,0.9968253968253968,2018,IL
070161435022007,Posen-Robbins ESD 143-5,Turner Elem School,162.0,0.0,0.0,0.0,1.0,162.0,0.0,0.0,0.0,0.0,0.0,162.0,0.0,1.0,2018,IL
070161435022010,Posen-Robbins ESD 143-5,Gordon School,322.0,3.0,1.0,4.0,0.9875776397515528,320.0,0.0,0.0,0.0,0.0,2.0,320.0,2.0,0.9937888198757764,2018,IL
070161440021002,Prairie-Hills ESD 144,Prairie-Hills Junior High School,940.0,40.0,15.0,40.0,0.9414893617021277,924.0,5.0,0.0,0.0,2.0,9.0,924.0,16.0,0.9829787234042553,2018,IL
070161440022003,Prairie-Hills ESD 144,Fieldcrest Elem School,307.0,4.0,1.0,4.0,0.9837133550488599,303.0,1.0,0.0,0.0,0.0,3.0,303.0,4.0,0.9869706840390879,2018,IL
070161440022004,Prairie-Hills ESD 144,Highlands Elem School,306.0,11.0,0.0,11.0,0.9640522875816994,293.0,0.0,0.0,1.0,1.0,11.0,293.0,13.0,0.9575163398692811,2018,IL
070161440022005,Prairie-Hills ESD 144,Markham Park Elem School,324.0,4.0,0.0,4.0,0.9876543209876543,320.0,2.0,0.0,0.0,0.0,2.0,320.0,4.0,0.9876543209876543,2018,IL
070161440022007,Prairie-Hills ESD 144,Nob Hill Elem School,198.0,1.0,1.0,2.0,0.98989898989899,198.0,0.0,0.0,0.0,0.0,0.0,198.0,0.0,1.0,2018,IL
070161440022009,Prairie-Hills ESD 144,Chateaux School,342.0,6.0,0.0,6.0,0.9824561403508771,337.0,0.0,0.0,0.0,0.0,5.0,337.0,5.0,0.9853801169590644,2018,IL
070161440022010,Prairie-Hills ESD 144,Mae Jemison School,446.0,3.0,0.0,3.0,0.9932735426008968,441.0,0.0,0.0,0.0,2.0,3.0,441.0,5.0,0.9887892376681614,2018,IL
070161450021001,Arbor Park SD 145,Arbor Park Middle School,605.0,15.0,1.0,1.0,0.9735537190082645,605.0,0.0,0.0,0.0,0.0,0.0,605.0,0.0,1.0,2018,IL
070161450022002,Arbor Park SD 145,Kimberly Heights Elem School,168.0,7.0,6.0,0.0,0.9226190476190477,168.0,0.0,0.0,0.0,0.0,0.0,168.0,0.0,1.0,2018,IL
070161450022003,Arbor Park SD 145,Scarlet Oak Elem School,262.0,2.0,1.0,0.0,0.9885496183206107,262.0,0.0,0.0,0.0,0.0,0.0,262.0,0.0,1.0,2018,IL
070161450022004,Arbor Park SD 145,Morton Gingerwood Elem School,225.0,9.0,2.0,0.0,0.9511111111111111,225.0,0.0,0.0,0.0,0.0,0.0,225.0,0.0,1.0,2018,IL
070161460041001,CCSD 146,Central Middle School,814.0,0.0,0.0,0.0,1.0,803.0,8.0,2.0,1.0,0.0,0.0,803.0,11.0,0.9864864864864865,2018,IL
070161460042002,CCSD 146,Bert H Fulton School,539.0,0.0,0.0,0.0,1.0,532.0,6.0,0.0,1.0,0.0,0.0,532.0,7.0,0.987012987012987,2018,IL
070161460042003,CCSD 146,Memorial Elem School,372.0,0.0,0.0,0.0,1.0,368.0,4.0,0.0,0.0,0.0,0.0,368.0,4.0,0.989247311827957,2018,IL
070161460042005,CCSD 146,Walter F Fierke Ed Center,379.0,0.0,0.0,0.0,1.0,371.0,8.0,0.0,0.0,0.0,0.0,371.0,8.0,0.978891820580475,2018,IL
070161460042006,CCSD 146,Arnold W Kruse Ed Center,399.0,1.0,0.0,1.0,0.9974937343358395,393.0,5.0,0.0,0.0,0.0,1.0,393.0,6.0,0.9849624060150376,2018,IL
070161470021001,W Harvey-Dixmoor PSD 147,Rosa L Parks Middle School,404.0,19.0,0.0,19.0,0.9529702970297029,382.0,1.0,0.0,21.0,0.0,0.0,382.0,22.0,0.9455445544554455,2018,IL
070161470022004,W Harvey-Dixmoor PSD 147,Lincoln Elem School,224.0,2.0,0.0,2.0,0.9910714285714286,215.0,0.0,0.0,7.0,0.0,2.0,215.0,9.0,0.9598214285714286,2018,IL
070161470022007,W Harvey-Dixmoor PSD 147,Martin L King Elem School,424.0,3.0,0.0,3.0,0.9929245283018868,411.0,0.0,1.0,6.0,4.0,2.0,411.0,13.0,0.9693396226415094,2018,IL
070161480021002,Dolton SD 148,Roosevelt Junior High School,162.0,7.0,0.0,0.0,0.9567901234567902,160.0,0.0,0.0,0.0,0.0,2.0,160.0,2.0,0.9876543209876543,2018,IL
070161480021003,Dolton SD 148,Lincoln Junior High School,180.0,0.0,1.0,0.0,0.9944444444444445,177.0,2.0,0.0,0.0,1.0,0.0,177.0,3.0,0.9833333333333333,2018,IL
070161480021004,Dolton SD 148,Washington Junior High,117.0,0.0,0.0,0.0,1.0,117.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,1.0,2018,IL
070161480022002,Dolton SD 148,Riverdale School,150.0,2.0,0.0,0.0,0.9866666666666667,141.0,4.0,0.0,1.0,3.0,1.0,141.0,9.0,0.94,2018,IL
070161480022003,Dolton SD 148,Lincoln Elementary School,335.0,2.0,1.0,1.0,0.991044776119403,332.0,0.0,0.0,0.0,3.0,0.0,332.0,3.0,0.991044776119403,2018,IL
070161480022005,Dolton SD 148,Roosevelt Elem School,303.0,0.0,1.0,0.0,0.9966996699669967,302.0,1.0,0.0,0.0,0.0,0.0,302.0,1.0,0.9966996699669967,2018,IL
070161480022006,Dolton SD 148,Washington Elem School,322.0,0.0,0.0,0.0,1.0,314.0,5.0,0.0,0.0,3.0,0.0,314.0,8.0,0.9751552795031055,2018,IL
070161480022007,Dolton SD 148,Franklin Elementary School,253.0,0.0,1.0,0.0,0.9960474308300395,250.0,0.0,0.0,1.0,2.0,0.0,250.0,3.0,0.9881422924901185,2018,IL
070161480022010,Dolton SD 148,Park Elementary School,208.0,0.0,0.0,0.0,1.0,200.0,6.0,0.0,1.0,1.0,0.0,200.0,8.0,0.9615384615384616,2018,IL
070161480023002,Dolton SD 148,Early Childhood Cntr,110.0,2.0,1.0,0.0,0.9727272727272728,101.0,3.0,0.0,0.0,4.0,2.0,101.0,9.0,0.9181818181818182,2018,IL
070161480023101,Dolton SD 148,Cuddle Care,16.0,3.0,4.0,0.0,0.5625,14.0,0.0,0.0,0.0,1.0,1.0,14.0,2.0,0.875,2018,IL
070161480023102,Dolton SD 148,Under Carrey's Care,18.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,1.0,0.0,17.0,1.0,0.9444444444444444,2018,IL
070161490021004,Dolton SD 149,S T E M Academy,186.0,1.0,1.0,1.0,0.989247311827957,186.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,1.0,2018,IL
070161490021005,Dolton SD 149,Creative Communications Acad,186.0,2.0,0.0,2.0,0.989247311827957,186.0,0.0,0.0,0.0,0.0,0.0,186.0,0.0,1.0,2018,IL
070161490021006,Dolton SD 149,School of Fine Arts,186.0,2.0,0.0,1.0,0.989247311827957,185.0,0.0,0.0,0.0,0.0,1.0,185.0,1.0,0.9946236559139785,2018,IL
070161490022002,Dolton SD 149,Diekman Elem School,361.0,17.0,6.0,23.0,0.9362880886426593,359.0,0.0,0.0,0.0,0.0,2.0,359.0,2.0,0.9944598337950139,2018,IL
070161490022005,Dolton SD 149,Caroline Sibley Elem School,609.0,40.0,0.0,40.0,0.9343185550082101,604.0,0.0,0.0,0.0,0.0,5.0,604.0,5.0,0.9917898193760263,2018,IL
070161490022006,Dolton SD 149,Berger-Vandenberg Elem School,299.0,21.0,0.0,21.0,0.9297658862876255,291.0,0.0,0.0,0.0,0.0,8.0,291.0,8.0,0.9732441471571907,2018,IL
070161490022009,Dolton SD 149,Carol Moseley Braun School,309.0,3.0,1.0,3.0,0.9870550161812298,309.0,0.0,0.0,0.0,0.0,0.0,309.0,0.0,1.0,2018,IL
070161490022010,Dolton SD 149,New Beginnings Learning Academy,408.0,10.0,3.0,13.0,0.9681372549019608,404.0,0.0,0.0,0.0,0.0,4.0,404.0,4.0,0.9901960784313726,2018,IL
070161490023101,Dolton SD 149,Children's Home Center,23.0,1.0,0.0,1.0,0.9565217391304348,23.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,1.0,2018,IL
