Region-County-District-Type-School (RCDTS) ,District,Facility,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %,year,state
050162110173001,Township HSD 211,Higgins Education Center,103.0,0.0,0.0,0.0,1.0,101.0,1.0,1.0,0.0,0.0,0.0,101.0,2.0,0.9805825242718447,2015,IL
050162110173002,Township HSD 211,North Campus,24.0,3.0,0.0,3.0,0.875,24.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,1.0,2015,IL
050162140170002,Township HSD 214,Elk Grove High School,1933.0,3.0,4.0,0.0,0.9963786859803415,1926.0,5.0,2.0,0.0,0.0,0.0,1926.0,7.0,0.9963786859803414,2015,IL
050162140170004,Township HSD 214,John Hersey High School,1990.0,93.0,1.0,0.0,0.9527638190954774,1954.0,10.0,14.0,0.0,0.0,12.0,1954.0,36.0,0.9819095477386934,2015,IL
050162140170005,Township HSD 214,Prospect High School,2240.0,5.0,1.0,0.0,0.9973214285714286,2218.0,13.0,5.0,2.0,0.0,2.0,2218.0,22.0,0.9901785714285715,2015,IL
050162140170006,Township HSD 214,Wheeling High School,1694.0,0.0,0.0,0.0,1.0,1686.0,2.0,6.0,0.0,0.0,0.0,1686.0,8.0,0.9952774498229043,2015,IL
050162140170007,Township HSD 214,Rolling Meadows High School,2010.0,0.0,1.0,0.0,0.9995024875621892,1987.0,7.0,9.0,7.0,0.0,0.0,1987.0,23.0,0.9885572139303482,2015,IL
050162140170008,Township HSD 214,Buffalo Grove High School,2028.0,9.0,3.0,0.0,0.9940828402366865,2019.0,9.0,0.0,0.0,0.0,0.0,2019.0,9.0,0.9955621301775148,2015,IL
050162190170003,Niles Twp HSD 219,Niles West High School,2566.0,199.0,18.0,18.0,0.9154325798908808,2544.0,4.0,2.0,1.0,0.0,15.0,2544.0,22.0,0.9914263445050663,2015,IL
050162250170001,Northfield Twp HSD 225,Glenbrook North High School,2057.0,58.0,0.0,0.0,0.9718035974720466,2038.0,6.0,5.0,0.0,3.0,5.0,2038.0,19.0,0.9907632474477395,2015,IL
050162250170002,Northfield Twp HSD 225,Glenbrook South High School,3000.0,26.0,1.0,0.0,0.991,2982.0,12.0,1.0,5.0,0.0,0.0,2982.0,18.0,0.994,2015,IL
050162250173001,Northfield Twp HSD 225,Glenbrook Evening High School,19.0,0.0,0.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,1.0,2015,IL
060160780022001,Rosemont ESD 78,Rosemont Elem School,253.0,0.0,0.0,0.0,1.0,251.0,2.0,0.0,0.0,0.0,0.0,251.0,2.0,0.9920948616600791,2015,IL
060160800022001,Norridge SD 80,J Giles Elem School,632.0,9.0,1.0,0.0,0.9841772151898733,622.0,7.0,1.0,0.0,0.0,2.0,622.0,10.0,0.9841772151898734,2015,IL
060160800022002,Norridge SD 80,J Leigh Elem School,491.0,0.0,0.0,0.0,1.0,488.0,3.0,0.0,0.0,0.0,0.0,488.0,3.0,0.9938900203665988,2015,IL
060160810021001,Schiller Park SD 81,Lincoln Middle School,423.0,1.0,0.0,1.0,0.9976359338061466,420.0,3.0,0.0,0.0,0.0,0.0,420.0,3.0,0.9929078014184397,2015,IL
060160810022001,Schiller Park SD 81,John F Kennedy Elem School,761.0,1.0,3.0,4.0,0.9947437582128779,750.0,8.0,1.0,1.0,0.0,1.0,750.0,11.0,0.985545335085414,2015,IL
060160810022003,Schiller Park SD 81,Washington Elem School,282.0,0.0,0.0,0.0,1.0,280.0,2.0,0.0,0.0,0.0,0.0,280.0,2.0,0.9929078014184397,2015,IL
060160830021003,Mannheim SD 83,Mannheim Middle School,285.0,6.0,0.0,6.0,0.9789473684210527,282.0,1.0,0.0,0.0,0.0,2.0,282.0,3.0,0.9894736842105263,2015,IL
060160830022002,Mannheim SD 83,Scott Elementary School,474.0,2.0,1.0,0.0,0.9936708860759494,472.0,1.0,0.0,0.0,0.0,1.0,472.0,2.0,0.9957805907172996,2015,IL
060160830022004,Mannheim SD 83,Roy Elem School,638.0,0.0,0.0,0.0,1.0,636.0,2.0,0.0,0.0,0.0,0.0,636.0,2.0,0.9968652037617555,2015,IL
060160830022005,Mannheim SD 83,Westdale Elem School,518.0,0.0,0.0,0.0,1.0,512.0,4.0,0.0,2.0,0.0,0.0,512.0,6.0,0.9884169884169884,2015,IL
060160830023002,Mannheim SD 83,Mannheim Early Childhood Center,184.0,5.0,0.0,0.0,0.9728260869565217,179.0,0.0,0.0,0.0,0.0,5.0,179.0,5.0,0.9728260869565217,2015,IL
060160840021002,Franklin Park SD 84,Hester Jr High School,411.0,0.0,0.0,0.0,1.0,410.0,1.0,0.0,0.0,0.0,0.0,410.0,1.0,0.9975669099756691,2015,IL
060160840022003,Franklin Park SD 84,North Elem School,250.0,0.0,0.0,0.0,1.0,248.0,2.0,0.0,0.0,0.0,0.0,248.0,2.0,0.992,2015,IL
060160840022004,Franklin Park SD 84,Dan H Pietrini Elem School,254.0,0.0,0.0,0.0,1.0,252.0,1.0,0.0,1.0,0.0,0.0,252.0,2.0,0.9921259842519685,2015,IL
060160840022005,Franklin Park SD 84,Passow Elementary School,418.0,0.0,0.0,0.0,1.0,417.0,1.0,0.0,0.0,0.0,0.0,417.0,1.0,0.9976076555023924,2015,IL
060160845022001,Rhodes SD 84-5,Rhodes Elem School,684.0,14.0,1.0,0.0,0.9780701754385964,672.0,1.0,0.0,4.0,0.0,7.0,672.0,12.0,0.9824561403508771,2015,IL
060160855022001,River Grove SD 85-5,River Grove Elem School,693.0,9.0,0.0,6.0,0.987012987012987,692.0,0.0,0.0,0.0,0.0,1.0,692.0,1.0,0.9985569985569985,2015,IL
060160860022001,Union Ridge SD 86,Union Ridge Elem School,658.0,3.0,0.0,3.0,0.9954407294832827,650.0,3.0,2.0,1.0,0.0,2.0,650.0,8.0,0.9878419452887538,2015,IL
060160870021005,Berkeley SD 87,MacArthur Middle School,449.0,2.0,1.0,3.0,0.9933184855233853,449.0,0.0,0.0,0.0,0.0,0.0,449.0,0.0,1.0,2015,IL
060160870021006,Berkeley SD 87,Northlake Middle School,421.0,0.0,0.0,0.0,1.0,421.0,0.0,0.0,0.0,0.0,0.0,421.0,0.0,1.0,2015,IL
060160870022003,Berkeley SD 87,Jefferson Elementary School,397.0,0.0,0.0,0.0,1.0,394.0,2.0,0.0,0.0,1.0,0.0,394.0,3.0,0.9924433249370277,2015,IL
060160870022007,Berkeley SD 87,J W Riley Elem School,362.0,0.0,0.0,0.0,1.0,362.0,0.0,0.0,0.0,0.0,0.0,362.0,0.0,1.0,2015,IL
060160870022008,Berkeley SD 87,Sunnyside Elementary School,457.0,1.0,0.0,1.0,0.9978118161925602,456.0,0.0,0.0,0.0,0.0,1.0,456.0,1.0,0.9978118161925602,2015,IL
060160870022010,Berkeley SD 87,Whittier Elementary School,549.0,2.0,0.0,2.0,0.9963570127504554,544.0,3.0,0.0,0.0,0.0,2.0,544.0,5.0,0.9908925318761385,2015,IL
060160880021007,Bellwood SD 88,Roosevelt Middle School,740.0,1.0,0.0,1.0,0.9986486486486488,739.0,0.0,0.0,0.0,0.0,1.0,739.0,1.0,0.9986486486486487,2015,IL
060160880022001,Bellwood SD 88,Grant Elem School,463.0,0.0,0.0,0.0,1.0,462.0,1.0,0.0,0.0,0.0,0.0,462.0,1.0,0.9978401727861771,2015,IL
060160880022003,Bellwood SD 88,Lincoln Elementary School,391.0,2.0,0.0,2.0,0.9948849104859335,390.0,0.0,0.0,0.0,0.0,1.0,390.0,1.0,0.9974424552429667,2015,IL
060160880022005,Bellwood SD 88,McKinley Elem School,370.0,10.0,5.0,15.0,0.9594594594594595,363.0,0.0,0.0,0.0,0.0,7.0,363.0,7.0,0.981081081081081,2015,IL
060160880022006,Bellwood SD 88,Thurgood Marshall Elem School,309.0,3.0,0.0,3.0,0.9902912621359223,307.0,0.0,0.0,0.0,0.0,2.0,307.0,2.0,0.9935275080906149,2015,IL
060160880022009,Bellwood SD 88,Grant Primary,86.0,1.0,0.0,1.0,0.9883720930232558,86.0,0.0,0.0,0.0,0.0,0.0,86.0,0.0,1.0,2015,IL
060160880023003,Bellwood SD 88,Early Childhood Cntr/Lincoln Primary,245.0,1.0,0.0,1.0,0.9959183673469387,244.0,0.0,0.0,0.0,0.0,1.0,244.0,1.0,0.9959183673469387,2015,IL
060160890022001,Maywood-Melrose Park-Broadview 89,Jane Addams Elem School,520.0,1.0,0.0,1.0,0.9980769230769231,518.0,1.0,0.0,0.0,0.0,1.0,518.0,2.0,0.9961538461538462,2015,IL
060160890022002,Maywood-Melrose Park-Broadview 89,Emerson Elem School,459.0,5.0,0.0,2.0,0.9891067538126361,450.0,0.0,0.0,1.0,3.0,5.0,450.0,9.0,0.9803921568627451,2015,IL
060160890022003,Maywood-Melrose Park-Broadview 89,Garfield Elem School,467.0,8.0,0.0,0.0,0.9828693790149893,462.0,0.0,0.0,4.0,0.0,1.0,462.0,5.0,0.9892933618843683,2015,IL
060160890022004,Maywood-Melrose Park-Broadview 89,Irving Elem School,625.0,3.0,1.0,0.0,0.9936,625.0,0.0,0.0,0.0,0.0,0.0,625.0,0.0,1.0,2015,IL
060160890022006,Maywood-Melrose Park-Broadview 89,Lincoln Elem School,624.0,0.0,1.0,1.0,0.9983974358974359,622.0,2.0,0.0,0.0,0.0,0.0,622.0,2.0,0.9967948717948718,2015,IL
060160890022007,Maywood-Melrose Park-Broadview 89,Melrose Park Elem School,912.0,2.0,0.0,0.0,0.9978070175438596,911.0,1.0,0.0,0.0,0.0,0.0,911.0,1.0,0.9989035087719298,2015,IL
060160890022008,Maywood-Melrose Park-Broadview 89,Roosevelt Elem School,339.0,0.0,0.0,0.0,1.0,337.0,0.0,0.0,0.0,2.0,0.0,337.0,2.0,0.9941002949852508,2015,IL
060160890022010,Maywood-Melrose Park-Broadview 90,Stevenson Elem School,988.0,15.0,5.0,0.0,0.979757085020243,988.0,0.0,0.0,0.0,0.0,0.0,988.0,0.0,1.0,2015,IL
060160890022012,Maywood-Melrose Park-Broadview 89,Washington Dual Language Academy,165.0,0.0,0.0,0.0,1.0,165.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0,1.0,2015,IL
060160900021002,River Forest SD 90,Roosevelt School,670.0,0.0,0.0,0.0,1.0,659.0,6.0,5.0,0.0,0.0,0.0,659.0,11.0,0.9835820895522388,2015,IL
060160900022001,River Forest SD 90,Lincoln Elem School,388.0,0.0,0.0,0.0,1.0,378.0,8.0,0.0,2.0,0.0,0.0,378.0,10.0,0.9742268041237113,2015,IL
060160900022005,River Forest SD 90,Willard Elem School,309.0,0.0,0.0,0.0,1.0,303.0,4.0,1.0,1.0,0.0,0.0,303.0,6.0,0.9805825242718447,2015,IL
060160910021001,Forest Park SD 91,Forest Park Middle School,256.0,5.0,0.0,1.0,0.98046875,252.0,3.0,0.0,0.0,0.0,1.0,252.0,4.0,0.984375,2015,IL
060160910022001,Forest Park SD 91,Betsy Ross Elem School,167.0,1.0,0.0,0.0,0.9940119760479043,158.0,6.0,0.0,2.0,0.0,1.0,158.0,9.0,0.9461077844311377,2015,IL
060160910022003,Forest Park SD 91,Field Stevenson Elem School,147.0,0.0,0.0,0.0,1.0,146.0,0.0,0.0,1.0,0.0,0.0,146.0,1.0,0.9931972789115646,2015,IL
060160910022004,Forest Park SD 91,Garfield Elem School,227.0,2.0,0.0,2.0,0.9911894273127753,222.0,2.0,0.0,1.0,0.0,2.0,222.0,5.0,0.9779735682819384,2015,IL
060160910022005,Forest Park SD 91,Grant-White Elem School,80.0,0.0,0.0,0.0,1.0,80.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,1.0,2015,IL
060160920022001,Lindop SD 92,Lindop Elem School,421.0,31.0,3.0,6.0,0.9192399049881235,412.0,1.0,1.0,0.0,2.0,5.0,412.0,9.0,0.9786223277909739,2015,IL
060160925021001,Westchester SD 92-5,Westchester Middle School,375.0,0.0,0.0,0.0,1.0,371.0,1.0,2.0,0.0,1.0,0.0,371.0,4.0,0.9893333333333333,2015,IL
060160925022002,Westchester SD 92-5,Westchester Intermediate School,391.0,2.0,0.0,0.0,0.9948849104859335,388.0,0.0,1.0,0.0,0.0,2.0,388.0,3.0,0.9923273657289002,2015,IL
060160925022003,Westchester SD 92-5,Westchester Primary School,386.0,0.0,0.0,0.0,1.0,378.0,7.0,1.0,0.0,0.0,0.0,378.0,8.0,0.9792746113989638,2015,IL
060160930022001,Hillside SD 93,Hillside Elem School,502.0,1.0,0.0,1.0,0.99800796812749,500.0,0.0,1.0,0.0,1.0,0.0,500.0,2.0,0.9960159362549801,2015,IL
060160940022001,Komarek SD 94,Komarek Elem School,547.0,0.0,0.0,0.0,1.0,544.0,0.0,3.0,0.0,0.0,0.0,544.0,3.0,0.9945155393053017,2015,IL
060160950021001,Brookfield Lagrange Park SD 95,S E Gross  Middle School,414.0,46.0,0.0,0.0,0.8888888888888888,394.0,3.0,1.0,0.0,0.0,16.0,394.0,20.0,0.9516908212560387,2015,IL
060160950022002,Brookfield Lagrange Park SD 95,Brook Park Elem School,754.0,7.0,0.0,0.0,0.9907161803713528,735.0,6.0,4.0,2.0,0.0,7.0,735.0,19.0,0.9748010610079576,2015,IL
060160960021004,Riverside SD 96,L J Hauser Jr High School,587.0,3.0,0.0,0.0,0.9948892674616695,575.0,12.0,0.0,0.0,0.0,0.0,575.0,12.0,0.979557069846678,2015,IL
060160960022001,Riverside SD 96,A F Ames Elem School,359.0,0.0,0.0,0.0,1.0,353.0,6.0,0.0,0.0,0.0,0.0,353.0,6.0,0.9832869080779945,2015,IL
060160960022002,Riverside SD 96,Blythe Park Elem School,125.0,0.0,0.0,0.0,1.0,120.0,4.0,1.0,0.0,0.0,0.0,120.0,5.0,0.96,2015,IL
060160960022003,Riverside SD 96,Central Elem School,412.0,0.0,0.0,0.0,1.0,398.0,13.0,1.0,0.0,0.0,0.0,398.0,14.0,0.9660194174757282,2015,IL
060160960022005,Riverside SD 96,Hollywood Elem School,177.0,0.0,0.0,0.0,1.0,172.0,5.0,0.0,0.0,0.0,0.0,172.0,5.0,0.9717514124293786,2015,IL
060160970021003,Oak Park ESD 97,Gwendolyn Brooks Middle School,964.0,2.0,0.0,2.0,0.9979253112033195,944.0,18.0,2.0,0.0,0.0,0.0,944.0,20.0,0.979253112033195,2015,IL
060160970021004,Oak Park ESD 97,Percy Julian Middle School,972.0,5.0,0.0,5.0,0.9948559670781894,955.0,14.0,3.0,0.0,0.0,0.0,955.0,17.0,0.9825102880658436,2015,IL
060160970022001,Oak Park ESD 97,William Beye Elem School,407.0,1.0,0.0,1.0,0.9975429975429976,398.0,6.0,1.0,0.0,1.0,1.0,398.0,9.0,0.9778869778869779,2015,IL
060160970022003,Oak Park ESD 97,William Hatch Elem School,330.0,0.0,0.0,0.0,1.0,328.0,2.0,0.0,0.0,0.0,0.0,328.0,2.0,0.9939393939393939,2015,IL
060160970022005,Oak Park ESD 97,Oliver W Holmes Elem School,535.0,3.0,0.0,3.0,0.994392523364486,528.0,3.0,0.0,3.0,0.0,1.0,528.0,7.0,0.9869158878504672,2015,IL
060160970022006,Oak Park ESD 97,Irving Elem School,485.0,0.0,0.0,0.0,1.0,463.0,17.0,3.0,0.0,2.0,0.0,463.0,22.0,0.954639175257732,2015,IL
060160970022007,Oak Park ESD 97,Abraham Lincoln Elem School,638.0,0.0,0.0,0.0,1.0,628.0,9.0,0.0,1.0,0.0,0.0,628.0,10.0,0.9843260188087775,2015,IL
060160970022008,Oak Park ESD 97,Longfellow Elem School,713.0,0.0,0.0,0.0,1.0,702.0,10.0,0.0,1.0,0.0,0.0,702.0,11.0,0.9845722300140253,2015,IL
060160970022009,Oak Park ESD 97,Horace Mann Elem School,450.0,2.0,1.0,3.0,0.9933333333333333,440.0,8.0,0.0,0.0,0.0,2.0,440.0,10.0,0.9777777777777777,2015,IL
060160970022010,Oak Park ESD 97,Whittier Elem School,427.0,1.0,0.0,1.0,0.9976580796252928,412.0,12.0,1.0,1.0,0.0,1.0,412.0,15.0,0.9648711943793911,2015,IL
060160980021004,Berwyn North SD 98,Lincoln Middle School,1084.0,1.0,0.0,1.0,0.9990774907749078,1079.0,0.0,1.0,4.0,0.0,0.0,1079.0,5.0,0.9953874538745388,2015,IL
060160980022001,Berwyn North SD 98,Prairie Oak School,924.0,0.0,0.0,0.0,1.0,920.0,0.0,2.0,1.0,1.0,0.0,920.0,4.0,0.9956709956709957,2015,IL
060160980022002,Berwyn North SD 98,Karel Havlicek Elem School,584.0,1.0,0.0,0.0,0.9982876712328768,579.0,1.0,0.0,3.0,0.0,1.0,579.0,5.0,0.9914383561643836,2015,IL
060160980022003,Berwyn North SD 98,Jefferson Elem School,675.0,0.0,0.0,0.0,1.0,673.0,0.0,0.0,2.0,0.0,0.0,673.0,2.0,0.997037037037037,2015,IL
060160990021002,Cicero SD 99,Unity Jr High School,2472.0,0.0,0.0,0.0,1.0,2469.0,3.0,0.0,0.0,0.0,0.0,2469.0,3.0,0.9987864077669902,2015,IL
060160990022001,Cicero SD 99,Daniel Burnham Elem School,1056.0,0.0,5.0,0.0,0.9952651515151516,1056.0,0.0,0.0,0.0,0.0,0.0,1056.0,0.0,1.0,2015,IL
060160990022002,Cicero SD 99,Cicero East Elem School,855.0,17.0,1.0,18.0,0.9789473684210527,855.0,0.0,0.0,0.0,0.0,0.0,855.0,0.0,1.0,2015,IL
060160990022003,Cicero SD 99,Columbus  East Elem School,511.0,24.0,13.0,37.0,0.9275929549902153,509.0,0.0,0.0,0.0,0.0,2.0,509.0,2.0,0.9960861056751468,2015,IL
060160990022004,Cicero SD 99,Drexel Elem School,564.0,17.0,26.0,43.0,0.9237588652482269,563.0,0.0,0.0,0.0,0.0,1.0,563.0,1.0,0.99822695035461,2015,IL
060160990022005,Cicero SD 99,Goodwin Elementary School,683.0,1.0,10.0,10.0,0.9838945827232798,683.0,0.0,0.0,0.0,0.0,0.0,683.0,0.0,1.0,2015,IL
060160990022006,Cicero SD 99,Abe Lincoln Elem School,952.0,8.0,5.0,13.0,0.9863445378151261,951.0,0.0,0.0,0.0,1.0,0.0,951.0,1.0,0.9989495798319328,2015,IL
060160990022007,Cicero SD 99,McKinley Elem School,284.0,3.0,0.0,3.0,0.98943661971831,281.0,0.0,0.0,0.0,0.0,3.0,281.0,3.0,0.9894366197183099,2015,IL
060160990022008,Cicero SD 99,T Roosevelt Elem School,638.0,2.0,10.0,10.0,0.9811912225705329,637.0,1.0,0.0,0.0,0.0,0.0,637.0,1.0,0.9984326018808778,2015,IL
060160990022009,Cicero SD 99,Sherlock Elem School,236.0,1.0,0.0,1.0,0.9957627118644068,236.0,0.0,0.0,0.0,0.0,0.0,236.0,0.0,1.0,2015,IL
060160990022010,Cicero SD 99,Woodrow Wilson Elem School,820.0,3.0,19.0,22.0,0.973170731707317,820.0,0.0,0.0,0.0,0.0,0.0,820.0,0.0,1.0,2015,IL
060160990022011,Cicero SD 99,Woodbine Elem School,465.0,1.0,0.0,1.0,0.9978494623655914,464.0,0.0,0.0,0.0,0.0,1.0,464.0,1.0,0.9978494623655914,2015,IL
060160990022013,Cicero SD 99,Liberty Elem School,675.0,7.0,6.0,13.0,0.9807407407407408,673.0,1.0,0.0,0.0,0.0,1.0,673.0,2.0,0.997037037037037,2015,IL
060160990022014,Cicero SD 99,Cicero West Elementary School,1014.0,2.0,0.0,2.0,0.9980276134122288,1013.0,0.0,0.0,0.0,1.0,0.0,1013.0,1.0,0.9990138067061144,2015,IL
060160990022015,Cicero SD 99,Columbus West Elementary School,886.0,13.0,18.0,31.0,0.9650112866817157,886.0,0.0,0.0,0.0,0.0,0.0,886.0,0.0,1.0,2015,IL
060161000021002,Berwyn South SD 100,Heritage Middle School,599.0,5.0,8.0,8.0,0.978297161936561,596.0,1.0,2.0,0.0,0.0,0.0,596.0,3.0,0.994991652754591,2015,IL
060161000021003,Berwyn South SD 100,Freedom Middle School,705.0,1.0,0.0,1.0,0.9985815602836879,698.0,3.0,0.0,0.0,3.0,1.0,698.0,7.0,0.9900709219858156,2015,IL
060161000022001,Berwyn South SD 100,Emerson Elem School,353.0,0.0,0.0,0.0,1.0,350.0,0.0,0.0,3.0,0.0,0.0,350.0,3.0,0.9915014164305949,2015,IL
060161000022003,Berwyn South SD 100,Irving Elem School,542.0,2.0,0.0,2.0,0.9963099630996309,526.0,0.0,0.0,14.0,0.0,2.0,526.0,16.0,0.9704797047970479,2015,IL
060161000022004,Berwyn South SD 100,Komensky Elem School,471.0,2.0,0.0,2.0,0.9957537154989384,466.0,1.0,0.0,1.0,1.0,2.0,466.0,5.0,0.9893842887473461,2015,IL
060161000022006,Berwyn South SD 100,Pershing Elem School,483.0,1.0,0.0,1.0,0.9979296066252589,481.0,0.0,0.0,1.0,0.0,1.0,481.0,2.0,0.9958592132505176,2015,IL
060161000022007,Berwyn South SD 100,Piper School,304.0,0.0,0.0,0.0,1.0,299.0,2.0,0.0,0.0,3.0,0.0,299.0,5.0,0.9835526315789473,2015,IL
060161000022008,Berwyn South SD 100,Hiawatha Elem School,469.0,2.0,0.0,2.0,0.9957356076759062,454.0,5.0,0.0,6.0,2.0,2.0,454.0,15.0,0.9680170575692963,2015,IL
060161010021006,Western Springs SD 101,McClure Jr High School,502.0,1.0,0.0,0.0,0.99800796812749,497.0,4.0,0.0,0.0,0.0,1.0,497.0,5.0,0.9900398406374502,2015,IL
060161010022001,Western Springs SD 101,Field Park Elem School,291.0,0.0,0.0,0.0,1.0,281.0,10.0,0.0,0.0,0.0,0.0,281.0,10.0,0.9656357388316151,2015,IL
060161010022002,Western Springs SD 101,Forest Hills Elem School,250.0,1.0,0.0,0.0,0.996,247.0,3.0,0.0,0.0,0.0,0.0,247.0,3.0,0.988,2015,IL
060161010022005,Western Springs SD 101,John Laidlaw Elem School,383.0,0.0,1.0,0.0,0.9973890339425587,378.0,4.0,0.0,1.0,0.0,0.0,378.0,5.0,0.9869451697127938,2015,IL
060161020021004,La Grange SD 102,Park Junior High School,700.0,0.0,0.0,0.0,1.0,694.0,6.0,0.0,0.0,0.0,0.0,694.0,6.0,0.9914285714285714,2015,IL
060161020022001,La Grange SD 102,Congress Park Elem School,418.0,4.0,0.0,2.0,0.9904306220095694,410.0,6.0,0.0,1.0,0.0,1.0,410.0,8.0,0.9808612440191388,2015,IL
060161020022002,La Grange SD 102,Cossitt Ave Elem School,555.0,8.0,0.0,0.0,0.9855855855855856,551.0,2.0,1.0,0.0,0.0,1.0,551.0,4.0,0.9927927927927928,2015,IL
060161020022003,La Grange SD 102,Forest Road Elem School,519.0,0.0,0.0,0.0,1.0,512.0,6.0,1.0,0.0,0.0,0.0,512.0,7.0,0.9865125240847784,2015,IL
060161020022007,La Grange SD 102,Ogden Ave Elem School,585.0,0.0,0.0,0.0,1.0,579.0,6.0,0.0,0.0,0.0,0.0,579.0,6.0,0.9897435897435898,2015,IL
060161020022008,La Grange SD 102,Barnsdale Road School,285.0,0.0,0.0,0.0,1.0,279.0,1.0,1.0,4.0,0.0,0.0,279.0,6.0,0.9789473684210527,2015,IL
060161030022002,Lyons SD 103,Edison Elem School,327.0,0.0,0.0,0.0,1.0,324.0,3.0,0.0,0.0,0.0,0.0,324.0,3.0,0.9908256880733946,2015,IL
060161030022004,Lyons SD 103,Home Elem School,270.0,1.0,0.0,1.0,0.9962962962962963,266.0,4.0,0.0,0.0,0.0,0.0,266.0,4.0,0.9851851851851852,2015,IL
060161030022005,Lyons SD 103,Lincoln Elem School,548.0,0.0,0.0,0.0,1.0,542.0,4.0,1.0,0.0,1.0,0.0,542.0,6.0,0.9890510948905109,2015,IL
060161030022006,Lyons SD 103,J W Robinson Jr Elem School,288.0,0.0,0.0,0.0,1.0,287.0,1.0,0.0,0.0,0.0,0.0,287.0,1.0,0.9965277777777778,2015,IL
060161030022007,Lyons SD 103,Washington Middle School,737.0,0.0,0.0,0.0,1.0,737.0,0.0,0.0,0.0,0.0,0.0,737.0,0.0,1.0,2015,IL
060161030022008,Lyons SD 103,Costello School,281.0,0.0,0.0,0.0,1.0,281.0,0.0,0.0,0.0,0.0,0.0,281.0,0.0,1.0,2015,IL
060161050021001,La Grange SD 105 South,Wm F Gurrie Middle School,319.0,2.0,0.0,0.0,0.993730407523511,313.0,4.0,0.0,0.0,0.0,2.0,313.0,6.0,0.9811912225705329,2015,IL
060161050022002,La Grange SD 105 South,Hodgkins Elem School,214.0,2.0,1.0,1.0,0.985981308411215,210.0,2.0,0.0,0.0,0.0,2.0,210.0,4.0,0.9813084112149533,2015,IL
060161050022003,La Grange SD 105 South,Ideal Elem School,359.0,0.0,0.0,0.0,1.0,357.0,2.0,0.0,0.0,0.0,0.0,357.0,2.0,0.9944289693593314,2015,IL
060161050022004,La Grange SD 105 South,Seventh Ave Elem School,233.0,2.0,0.0,2.0,0.9914163090128756,232.0,1.0,0.0,0.0,0.0,0.0,232.0,1.0,0.9957081545064378,2015,IL
060161050022005,La Grange SD 105 South,Spring Ave Elem School,344.0,0.0,0.0,0.0,1.0,337.0,7.0,0.0,0.0,0.0,0.0,337.0,7.0,0.9796511627906976,2015,IL
060161060021003,LaGrange Highlands SD 106,Highlands Middle School,294.0,0.0,0.0,0.0,1.0,292.0,2.0,0.0,0.0,0.0,0.0,292.0,2.0,0.9931972789115646,2015,IL
060161060022001,LaGrange Highlands SD 106,Highlands Elem School,535.0,1.0,0.0,1.0,0.9981308411214954,518.0,14.0,0.0,2.0,0.0,1.0,518.0,17.0,0.9682242990654205,2015,IL
060161070021001,Pleasantdale SD 107,Pleasantdale Middle Sch,387.0,3.0,0.0,3.0,0.992248062015504,379.0,5.0,0.0,0.0,0.0,3.0,379.0,8.0,0.979328165374677,2015,IL
060161070022002,Pleasantdale SD 107,Pleasantdale Elementary School,469.0,0.0,0.0,0.0,1.0,446.0,21.0,1.0,1.0,0.0,0.0,446.0,23.0,0.9509594882729211,2015,IL
060162000130001,Oak Park - River Forest SD 200,Oak Park & River Forest High Sch,3318.0,0.0,0.0,0.0,1.0,3279.0,33.0,5.0,1.0,0.0,0.0,3279.0,39.0,0.9882459312839059,2015,IL
060162010170001,J S Morton HSD 201,J Sterling Morton East High Sch,3495.0,80.0,0.0,80.0,0.9771101573676682,3491.0,0.0,0.0,0.0,0.0,4.0,3491.0,4.0,0.9988555078683834,2015,IL
060162010170002,J S Morton HSD 201,J Sterling Morton West High Sch,3592.0,243.0,26.0,269.0,0.9251113585746102,3587.0,2.0,3.0,0.0,0.0,0.0,3587.0,5.0,0.998608017817372,2015,IL
060162010170003,J S Morton HSD 201,J Sterling Morton Freshman Cntr,1275.0,8.0,7.0,15.0,0.9882352941176471,1275.0,0.0,0.0,0.0,0.0,0.0,1275.0,0.0,1.0,2015,IL
060162010173001,J S Morton HSD 201,J Sterling Morton Alternative Sch,82.0,5.0,1.0,6.0,0.926829268292683,82.0,0.0,0.0,0.0,0.0,0.0,82.0,0.0,1.0,2015,IL
060162040170001,Lyons Twp HSD 204,Lyons Twp High Sch,4070.0,38.0,5.0,17.0,0.9894348894348894,4023.0,39.0,2.0,2.0,4.0,0.0,4023.0,47.0,0.9884520884520884,2015,IL
060162080170001,Riverside-Brookfield Twp SD 208,Riverside Brookfield Twp HS,1635.0,50.0,26.0,66.0,0.9535168195718654,1624.0,10.0,0.0,0.0,0.0,1.0,1624.0,11.0,0.9932721712538226,2015,IL
060162090170001,Proviso Twp HSD 209,Proviso East High School,1832.0,172.0,27.0,199.0,0.8913755458515285,1810.0,4.0,0.0,5.0,0.0,13.0,1810.0,22.0,0.9879912663755459,2015,IL
