Region-County-District-Type-School (RCDTS) ,District,Facility,Enrollment PreK-12,Unduplicated Count  Non-compliant-Immunization Requirements,Non-compliant with Physical Exam Only,Total Excluded,School Compliance %,Protected and in compliance,Religious objection,Medical reasons ,Approved schedule,McKinney Vento Act,Unprotected and in noncompliance,Vaccination Acquired,No Vaccination,Protection %,year,state
200961120042001,Fairfield PSD 112,Center Street Elem School,336.0,0.0,1.0,1.0,0.9970238095238095,336.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,1.0,2015,IL
200961120042002,Fairfield PSD 112,North Side Elem School,405.0,0.0,7.0,2.0,0.9827160493827161,403.0,0.0,1.0,1.0,0.0,0.0,403.0,2.0,0.9950617283950617,2015,IL
200962000260001,North Wayne CUSD 200,Cisne High School,145.0,3.0,1.0,4.0,0.9724137931034483,145.0,0.0,0.0,0.0,0.0,0.0,145.0,0.0,1.0,2015,IL
200962000261001,North Wayne CUSD 200,Cisne Middle School,137.0,0.0,1.0,1.0,0.9927007299270073,134.0,3.0,0.0,0.0,0.0,0.0,134.0,3.0,0.9781021897810219,2015,IL
200962000262002,North Wayne CUSD 200,Mount Erie Elem School,67.0,0.0,0.0,0.0,1.0,66.0,0.0,1.0,0.0,0.0,0.0,66.0,1.0,0.9850746268656716,2015,IL
200962000262003,North Wayne CUSD 200,Johnsonville Elem School,92.0,0.0,0.0,0.0,1.0,83.0,4.0,0.0,5.0,0.0,0.0,83.0,9.0,0.9021739130434783,2015,IL
200962250160001,Fairfield Comm H S Dist 225,Fairfield Comm High School,438.0,0.0,0.0,0.0,1.0,438.0,0.0,0.0,0.0,0.0,0.0,438.0,0.0,1.0,2015,IL
200970010260003,Grayville CUSD 1,Grayville Jr Sr High School,140.0,0.0,0.0,0.0,1.0,140.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,1.0,2015,IL
200970010262002,Grayville CUSD 1,Wells Elementary School,175.0,0.0,0.0,0.0,1.0,175.0,0.0,0.0,0.0,0.0,0.0,175.0,0.0,1.0,2015,IL
200970030260001,Norris City-Omaha-Enfield CUSD 3,Norris City-Omaha-Enfield H S,199.0,2.0,0.0,0.0,0.9899497487437187,198.0,1.0,0.0,0.0,0.0,0.0,198.0,1.0,0.9949748743718593,2015,IL
200970030262002,Norris City-Omaha-Enfield CUSD 3,Norris City-Omaha Elem School,394.0,1.0,0.0,0.0,0.9974619289340102,392.0,1.0,0.0,0.0,0.0,1.0,392.0,2.0,0.9949238578680203,2015,IL
200970030262003,Norris City-Omaha-Enfield CUSD 3,Booth Elementary School,125.0,3.0,0.0,0.0,0.976,122.0,0.0,0.0,0.0,0.0,3.0,122.0,3.0,0.976,2015,IL
200970050260001,Carmi-White County CUSD 5,Carmi-White County High School,376.0,0.0,0.0,0.0,1.0,375.0,0.0,1.0,0.0,0.0,0.0,375.0,1.0,0.9973404255319149,2015,IL
200970050261007,Carmi-White County CUSD 5,Carmi White Cnty Jr High Sch,184.0,0.0,0.0,0.0,1.0,183.0,0.0,1.0,0.0,0.0,0.0,183.0,1.0,0.9945652173913043,2015,IL
200970050262005,Carmi-White County CUSD 5,Jefferson Attendance Center,244.0,0.0,0.0,0.0,1.0,242.0,2.0,0.0,0.0,0.0,0.0,242.0,2.0,0.9918032786885246,2015,IL
200970050262006,Carmi-White County CUSD 5,Lincoln Attendance Center,234.0,0.0,0.0,0.0,1.0,231.0,3.0,0.0,0.0,0.0,0.0,231.0,3.0,0.9871794871794872,2015,IL
200970050262007,Carmi-White County CUSD 5,Washington Attendance Center,306.0,0.0,0.0,0.0,1.0,303.0,3.0,0.0,0.0,0.0,0.0,303.0,3.0,0.9901960784313726,2015,IL
200970050263001,Carmi-White County CUSD 5,Brownsville Attendance Center,11.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,1.0,2015,IL
200970050263002,Carmi-White County CUSD 5,Prekindergarten Facility,83.0,0.0,0.0,0.0,1.0,82.0,1.0,0.0,0.0,0.0,0.0,82.0,1.0,0.9879518072289156,2015,IL
210280470041002,Benton CCSD 47,Benton Grade Sch 5-8,467.0,3.0,5.0,3.0,0.9828693790149893,467.0,0.0,0.0,0.0,0.0,0.0,467.0,0.0,1.0,2015,IL
210280470042001,Benton CCSD 47,Benton Grade Sch K-4,731.0,3.0,4.0,5.0,0.9904240766073872,720.0,6.0,1.0,2.0,0.0,2.0,720.0,11.0,0.9849521203830369,2015,IL
210280910042001,Akin CCSD 91,Akin Comm Cons Elem School,75.0,0.0,0.0,0.0,1.0,75.0,0.0,0.0,0.0,0.0,0.0,75.0,0.0,1.0,2015,IL
210280990262001,Christopher USD 99,Christopher Elem School,798.0,1.0,0.0,0.0,0.9987468671679198,797.0,0.0,1.0,0.0,0.0,0.0,797.0,1.0,0.9987468671679198,2015,IL
210281030130001,Benton Cons HSD 103,Benton Cons High School,577.0,1.0,0.0,1.0,0.9982668977469671,575.0,0.0,2.0,0.0,0.0,0.0,575.0,2.0,0.9965337954939342,2015,IL
210281150042001,Ewing Northern CCSD 115,Ewing-Northern Elem School,202.0,0.0,0.0,0.0,1.0,202.0,0.0,0.0,0.0,0.0,0.0,202.0,0.0,1.0,2015,IL
210281680260001,Frankfort CUSD 168,Frankfort Community High School,546.0,4.0,0.0,4.0,0.9926739926739927,543.0,2.0,1.0,0.0,0.0,0.0,543.0,3.0,0.9945054945054945,2015,IL
210281680261002,Frankfort CUSD 168,Central Jr High School,259.0,0.0,0.0,0.0,1.0,257.0,2.0,0.0,0.0,0.0,0.0,257.0,2.0,0.9922779922779923,2015,IL
210281680262003,Frankfort CUSD 168,Denning Elementary School,394.0,0.0,0.0,0.0,1.0,388.0,0.0,0.0,6.0,0.0,0.0,388.0,6.0,0.9847715736040609,2015,IL
210281680262004,Frankfort CUSD 168,Frankfort Intermediate School,505.0,2.0,1.0,0.0,0.994059405940594,500.0,2.0,1.0,0.0,0.0,2.0,500.0,5.0,0.9900990099009901,2015,IL
210281740260001,Thompsonville CUSD 174,Thompsonville High School,97.0,0.0,0.0,0.0,1.0,97.0,0.0,0.0,0.0,0.0,0.0,97.0,0.0,1.0,2015,IL
210281740262001,Thompsonville CUSD 174,Thompsonville Grade  School,248.0,2.0,0.0,2.0,0.9919354838709677,247.0,0.0,0.0,0.0,0.0,1.0,247.0,1.0,0.9959677419354839,2015,IL
210281880260001,Zeigler-Royalton CUSD 188,Zeigler-Royalton High School,160.0,1.0,0.0,1.0,0.99375,160.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,1.0,2015,IL
210281880261001,Zeigler-Royalton CUSD 188,Zeigler-Royalton Jr High School,159.0,1.0,1.0,1.0,0.9874213836477987,159.0,0.0,0.0,0.0,0.0,0.0,159.0,0.0,1.0,2015,IL
210281880262003,Zeigler-Royalton CUSD 188,Zeigler-Royalton Elem School,302.0,6.0,0.0,0.0,0.9801324503311258,301.0,0.0,0.0,0.0,0.0,1.0,301.0,1.0,0.9966887417218543,2015,IL
210281960260001,Sesser-Valier CUSD 196,Sesser-Valier High School,221.0,0.0,0.0,0.0,1.0,221.0,0.0,0.0,0.0,0.0,0.0,221.0,0.0,1.0,2015,IL
210281960261001,Sesser-Valier CUSD 196,Sesser-Valier Jr High School,135.0,0.0,0.0,0.0,1.0,135.0,0.0,0.0,0.0,0.0,0.0,135.0,0.0,1.0,2015,IL
210281960262001,Sesser-Valier CUSD 196,Sesser-Valier Elem School,334.0,0.0,0.0,0.0,1.0,332.0,1.0,0.0,1.0,0.0,0.0,332.0,2.0,0.9940119760479041,2015,IL
210440010260001,Goreville CUD 1,Goreville High School,201.0,0.0,2.0,0.0,0.990049751243781,201.0,0.0,0.0,0.0,0.0,0.0,201.0,0.0,1.0,2015,IL
210440010262001,Goreville CUD 1,Goreville Elementary School,419.0,0.0,0.0,0.0,1.0,417.0,0.0,0.0,2.0,0.0,0.0,417.0,2.0,0.9952267303102625,2015,IL
210440320032003,New Simpson Hill SD 32,New Simpson Hill Dist 32,253.0,0.0,0.0,0.0,1.0,252.0,1.0,0.0,0.0,0.0,0.0,252.0,1.0,0.9960474308300395,2015,IL
210440430032001,Buncombe Cons SD 43,Buncombe Cons School,60.0,0.0,0.0,0.0,1.0,54.0,0.0,0.0,6.0,0.0,0.0,54.0,6.0,0.9,2015,IL
210440550022001,Vienna SD 55,Vienna Elem School Dist 55,432.0,0.0,0.0,0.0,1.0,428.0,2.0,2.0,0.0,0.0,0.0,428.0,4.0,0.9907407407407407,2015,IL
210440640022001,Cypress SD 64,Cypress Elem School,134.0,0.0,0.0,0.0,1.0,134.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,1.0,2015,IL
210441330170001,Vienna HSD 133,Vienna High School,360.0,1.0,1.0,2.0,0.9944444444444445,358.0,2.0,0.0,0.0,0.0,0.0,358.0,2.0,0.9944444444444445,2015,IL
210610010260001,Massac UD 1,Massac County High School,611.0,69.0,11.0,0.0,0.8690671031096562,605.0,5.0,0.0,0.0,0.0,1.0,605.0,6.0,0.9901800327332242,2015,IL
210610010261001,Massac UD 1,Massac Jr High School,355.0,8.0,2.0,3.0,0.971830985915493,343.0,7.0,0.0,0.0,0.0,5.0,343.0,12.0,0.9661971830985916,2015,IL
210610010262001,Massac UD 1,Jefferson Elem School,128.0,0.0,0.0,0.0,1.0,126.0,2.0,0.0,0.0,0.0,0.0,126.0,2.0,0.984375,2015,IL
210610010262002,Massac UD 1,Franklin Elem School,190.0,0.0,0.0,0.0,1.0,189.0,1.0,0.0,0.0,0.0,0.0,189.0,1.0,0.9947368421052631,2015,IL
210610010262003,Massac UD 1,Metropolis Elem School,501.0,7.0,0.0,7.0,0.9860279441117764,443.0,1.0,0.0,50.0,0.0,7.0,443.0,58.0,0.8842315369261478,2015,IL
210610010262006,Massac UD 1,Unity Elem School,150.0,2.0,0.0,0.0,0.9866666666666667,148.0,2.0,0.0,0.0,0.0,0.0,148.0,2.0,0.9866666666666667,2015,IL
210610010262010,Massac UD 1,Brookport Elementary School,172.0,3.0,0.0,0.0,0.9825581395348837,169.0,2.0,0.0,0.0,0.0,1.0,169.0,3.0,0.9825581395348837,2015,IL
210610380260001,Joppa-Maple Grove UD 38,Joppa Jr & Sr High School,108.0,2.0,0.0,2.0,0.9814814814814815,108.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,1.0,2015,IL
210610380262001,Joppa-Maple Grove UD 38,Maple Grove Elem School,177.0,2.0,0.0,2.0,0.9887005649717514,175.0,0.0,1.0,0.0,0.0,1.0,175.0,2.0,0.9887005649717514,2015,IL
211000010260001,Johnston City CUSD 1,Johnston City High School,336.0,3.0,5.0,8.0,0.9761904761904763,336.0,0.0,0.0,0.0,0.0,0.0,336.0,0.0,1.0,2015,IL
211000010262002,Johnston City CUSD 1,Washington Middle School,335.0,2.0,0.0,2.0,0.9940298507462687,335.0,0.0,0.0,0.0,0.0,0.0,335.0,0.0,1.0,2015,IL
211000010262003,Johnston City CUSD 1,Jefferson Elem School,264.0,3.0,0.0,3.0,0.9886363636363636,255.0,4.0,0.0,3.0,0.0,2.0,255.0,9.0,0.9659090909090909,2015,IL
211000010262004,Johnston City CUSD 1,Lincoln Elem School,160.0,0.0,0.0,0.0,1.0,160.0,0.0,0.0,0.0,0.0,0.0,160.0,0.0,1.0,2015,IL
211000020260001,Marion CUSD 2,Marion High School,1139.0,6.0,5.0,5.0,0.990342405618964,1133.0,5.0,1.0,0.0,0.0,0.0,1133.0,6.0,0.9947322212467077,2015,IL
211000020261002,Marion CUSD 2,Marion Jr High School,797.0,0.0,1.0,0.0,0.998745294855709,791.0,6.0,0.0,0.0,0.0,0.0,791.0,6.0,0.9924717691342535,2015,IL
211000020262003,Marion CUSD 2,Adams School,269.0,0.0,0.0,0.0,1.0,268.0,0.0,0.0,1.0,0.0,0.0,268.0,1.0,0.9962825278810409,2015,IL
211000020262004,Marion CUSD 2,Jefferson Elem School,313.0,0.0,0.0,0.0,1.0,304.0,3.0,0.0,6.0,0.0,0.0,304.0,9.0,0.9712460063897763,2015,IL
211000020262005,Marion CUSD 2,Lincoln Elem School,601.0,4.0,0.0,1.0,0.9933444259567388,591.0,5.0,2.0,0.0,0.0,3.0,591.0,10.0,0.9833610648918469,2015,IL
211000020262007,Marion CUSD 2,Longfellow Elem School,362.0,1.0,0.0,0.0,0.9972375690607734,355.0,3.0,1.0,2.0,0.0,1.0,355.0,7.0,0.9806629834254144,2015,IL
211000020262010,Marion CUSD 2,Washington Elem School,607.0,0.0,0.0,0.0,1.0,600.0,4.0,0.0,3.0,0.0,0.0,600.0,7.0,0.9884678747940692,2015,IL
211000030260001,Crab Orchard CUSD 3,Crab Orchard High School,138.0,6.0,0.0,0.0,0.9565217391304348,132.0,0.0,0.0,0.0,0.0,6.0,132.0,6.0,0.9565217391304348,2015,IL
211000030262001,Crab Orchard CUSD 3,Crab Orchard Elementary School,336.0,4.0,0.0,0.0,0.9880952380952381,333.0,0.0,0.0,0.0,0.0,3.0,333.0,3.0,0.9910714285714286,2015,IL
211000040260001,Herrin CUSD 4,Herrin High School,777.0,35.0,12.0,0.0,0.9395109395109396,771.0,5.0,0.0,0.0,0.0,1.0,771.0,6.0,0.9922779922779923,2015,IL
211000040261001,Herrin CUSD 4,Herrin Middle School,556.0,3.0,1.0,3.0,0.9928057553956835,549.0,6.0,0.0,0.0,0.0,1.0,549.0,7.0,0.987410071942446,2015,IL
211000040262008,Herrin CUSD 4,North Side Primary Center,484.0,0.0,0.0,0.0,1.0,480.0,3.0,1.0,0.0,0.0,0.0,480.0,4.0,0.9917355371900827,2015,IL
211000040262010,Herrin CUSD 4,Herrin C U S D 4 Elem School,724.0,2.0,0.0,0.0,0.9972375690607734,709.0,10.0,3.0,0.0,0.0,2.0,709.0,15.0,0.9792817679558011,2015,IL
211000050260001,Carterville CUSD 5,Carterville High School,589.0,1.0,1.0,1.0,0.9966044142614601,587.0,1.0,1.0,0.0,0.0,0.0,587.0,2.0,0.9966044142614601,2015,IL
211000050261001,Carterville CUSD 5,Carterville Jr High Sch,343.0,0.0,0.0,0.0,1.0,340.0,2.0,1.0,0.0,0.0,0.0,340.0,3.0,0.9912536443148688,2015,IL
211000050262001,Carterville CUSD 5,Tri-C Elementary School,690.0,0.0,4.0,0.0,0.9942028985507247,682.0,5.0,1.0,1.0,1.0,0.0,682.0,8.0,0.9884057971014493,2015,IL
211000050262006,Carterville CUSD 5,Carterville Intermediate Sch,516.0,1.0,1.0,2.0,0.996124031007752,507.0,7.0,1.0,1.0,0.0,0.0,507.0,9.0,0.9825581395348837,2015,IL
211000050263101,Early Childhood,Carterville PreK and Family Center,133.0,0.0,0.0,0.0,1.0,131.0,2.0,0.0,0.0,0.0,0.0,131.0,2.0,0.9849624060150376,2015,IL
240320010261002,Coal City CUSD 1,Coal City Middle School,503.0,0.0,0.0,0.0,1.0,496.0,3.0,1.0,0.0,3.0,0.0,496.0,7.0,0.9860834990059643,2015,IL
240320010262003,Coal City CUSD 1,Coal City Elem School,298.0,0.0,0.0,0.0,1.0,295.0,3.0,0.0,0.0,0.0,0.0,295.0,3.0,0.9899328859060402,2015,IL
240320010262004,Coal City CUSD 1,Coal City Intermediate School,297.0,0.0,0.0,0.0,1.0,297.0,0.0,0.0,0.0,0.0,0.0,297.0,0.0,1.0,2015,IL
240320010262005,Coal City CUSD 1,Coal City Early Childhood Center,340.0,0.0,0.0,0.0,1.0,335.0,2.0,0.0,2.0,1.0,0.0,335.0,5.0,0.9852941176470589,2015,IL
240320540021006,Morris SD 54,Shabbona Middle School,381.0,1.0,0.0,1.0,0.9973753280839895,378.0,1.0,1.0,1.0,0.0,0.0,378.0,3.0,0.9921259842519685,2015,IL
240320540022004,Morris SD 54,White Oak Elementary,833.0,2.0,0.0,2.0,0.9975990396158464,824.0,6.0,1.0,0.0,0.0,2.0,824.0,9.0,0.9891956782713085,2015,IL
240320730170001,Gardner S Wilmington Twp HSD 73,Gardner-South Wilmington Twp H S,178.0,0.0,0.0,0.0,1.0,176.0,2.0,0.0,0.0,0.0,0.0,176.0,2.0,0.9887640449438202,2015,IL
240320740032001,South Wilmington CCSD 74,South Wilmington Grade School,102.0,0.0,0.0,0.0,1.0,102.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,1.0,2015,IL
240320750022001,Braceville SD 75,Braceville Elem School,133.0,1.0,0.0,0.0,0.9924812030075189,130.0,3.0,0.0,0.0,0.0,0.0,130.0,3.0,0.9774436090225563,2015,IL
240321010160001,Morris CHSD 101,Morris Community High School,923.0,21.0,7.0,18.0,0.9696641386782233,911.0,11.0,0.0,0.0,0.0,1.0,911.0,12.0,0.9869989165763814,2015,IL
240321110160001,Minooka CHSD 111,Minooka Community High School,2671.0,0.0,3.0,3.0,0.9988768251591165,2647.0,22.0,2.0,0.0,0.0,0.0,2647.0,24.0,0.9910146012729315,2015,IL
240322010041002,Minooka CCSD 201,Minooka Jr High School,943.0,0.0,0.0,0.0,1.0,929.0,13.0,1.0,0.0,0.0,0.0,929.0,14.0,0.985153764581124,2015,IL
240322010042001,Minooka CCSD 201,Minooka Elem School,612.0,0.0,0.0,0.0,1.0,601.0,11.0,0.0,0.0,0.0,0.0,601.0,11.0,0.9820261437908496,2015,IL
240322010042002,Minooka CCSD 201,Minooka Intermediate School,928.0,15.0,0.0,0.0,0.9838362068965517,918.0,8.0,1.0,0.0,0.0,1.0,918.0,10.0,0.9892241379310345,2015,IL
240322010042003,Minooka CCSD 201,Walnut Trails Elem School,556.0,0.0,0.0,0.0,1.0,545.0,9.0,0.0,2.0,0.0,0.0,545.0,11.0,0.9802158273381295,2015,IL
240322010042004,Minooka CCSD 201,Aux Sable,682.0,0.0,0.0,0.0,1.0,669.0,12.0,0.0,1.0,0.0,0.0,669.0,13.0,0.9809384164222874,2015,IL
240322010042005,Minooka CCSD 201,Jones Elementary School,547.0,0.0,0.0,0.0,1.0,532.0,12.0,1.0,2.0,0.0,0.0,532.0,15.0,0.9725776965265083,2015,IL
240322010042006,Minooka CCSD 201,Minooka Primary Center,202.0,0.0,0.0,0.0,1.0,198.0,4.0,0.0,0.0,0.0,0.0,198.0,4.0,0.9801980198019802,2015,IL
240470180160001,Newark CHSD 18,Newark Comm High School,179.0,0.0,0.0,0.0,1.0,179.0,0.0,0.0,0.0,0.0,0.0,179.0,0.0,1.0,2015,IL
240470660041001,Newark CCSD 66,Millbrook Junior High School,96.0,1.0,0.0,0.0,0.9895833333333333,95.0,1.0,0.0,0.0,0.0,0.0,95.0,1.0,0.9895833333333334,2015,IL
240470660042001,Newark CCSD 66,Newark Elem School,138.0,0.0,0.0,0.0,1.0,136.0,2.0,0.0,0.0,0.0,0.0,136.0,2.0,0.9855072463768116,2015,IL
240470880260001,Plano CUSD 88,Plano High School,679.0,12.0,3.0,0.0,0.9779086892488954,674.0,1.0,1.0,0.0,0.0,3.0,674.0,5.0,0.9926362297496318,2015,IL
240470880261001,Plano CUSD 88,Plano Middle School,368.0,0.0,0.0,0.0,1.0,368.0,0.0,0.0,0.0,0.0,0.0,368.0,0.0,1.0,2015,IL
240470880262002,Plano CUSD 88,P H Miller Elem School,442.0,3.0,0.0,0.0,0.9932126696832579,438.0,0.0,0.0,2.0,0.0,2.0,438.0,4.0,0.9909502262443439,2015,IL
240470880262003,Plano CUSD 88,Centennial Elem School,368.0,2.0,0.0,0.0,0.9945652173913044,364.0,2.0,0.0,0.0,0.0,2.0,364.0,4.0,0.9891304347826086,2015,IL
240470880262004,Plano CUSD 88,Emily G Johns School,508.0,5.0,0.0,0.0,0.9901574803149606,504.0,2.0,1.0,0.0,0.0,1.0,504.0,4.0,0.9921259842519685,2015,IL
240470900042001,Lisbon CCSD 90,Lisbon Grade School,106.0,5.0,1.0,0.0,0.9433962264150944,102.0,2.0,0.0,0.0,0.0,2.0,102.0,4.0,0.9622641509433962,2015,IL
240471150260001,Yorkville CUSD 115,Yorkville High School,1737.0,13.0,8.0,9.0,0.987910189982729,1720.0,14.0,1.0,1.0,1.0,0.0,1720.0,17.0,0.9902130109383995,2015,IL
240471150261001,Yorkville CUSD 115,Yorkville Middle School,941.0,3.0,1.0,4.0,0.9957492029755579,930.0,10.0,0.0,0.0,0.0,1.0,930.0,11.0,0.9883103081827843,2015,IL
240471150262002,Yorkville CUSD 115,Circle Center Grade School,456.0,2.0,1.0,2.0,0.9934210526315789,435.0,17.0,0.0,2.0,0.0,2.0,435.0,21.0,0.9539473684210527,2015,IL
240471150262003,Yorkville CUSD 115,Yorkville Grade School,248.0,0.0,0.0,0.0,1.0,238.0,10.0,0.0,0.0,0.0,0.0,238.0,10.0,0.9596774193548387,2015,IL
240471150262004,Yorkville CUSD 115,Bristol Grade School,263.0,0.0,0.0,0.0,1.0,260.0,3.0,0.0,0.0,0.0,0.0,260.0,3.0,0.9885931558935361,2015,IL
240471150262005,Yorkville CUSD 115,Yorkville Intermediate School,598.0,1.0,0.0,1.0,0.9983277591973244,588.0,8.0,2.0,0.0,0.0,0.0,588.0,10.0,0.9832775919732442,2015,IL
240471150262007,Yorkville CUSD 115,Grande Reserve Elem Sch,531.0,2.0,0.0,0.0,0.9962335216572505,520.0,11.0,0.0,0.0,0.0,0.0,520.0,11.0,0.9792843691148776,2015,IL
240471150262008,Yorkville CUSD 115,Bristol Bay Elem Sch,620.0,6.0,0.0,6.0,0.9903225806451613,604.0,11.0,0.0,3.0,0.0,2.0,604.0,16.0,0.9741935483870968,2015,IL
240471150262009,Yorkville CUSD 115,Autumn Creek Elem Sch,586.0,35.0,5.0,11.0,0.931740614334471,557.0,6.0,4.0,1.0,0.0,18.0,557.0,29.0,0.9505119453924915,2015,IL
240473080260001,CUSD 308,Oswego High School,2700.0,15.0,0.0,15.0,0.9944444444444445,2628.0,12.0,0.0,60.0,0.0,0.0,2628.0,72.0,0.9733333333333334,2015,IL
240473080260002,CUSD 308,Oswego East High School,2461.0,0.0,0.0,0.0,1.0,2439.0,22.0,0.0,0.0,0.0,0.0,2439.0,22.0,0.9910605444941081,2015,IL
240473080261002,CUSD 308,Traughber Jr High School,1080.0,1.0,0.0,1.0,0.9990740740740741,1074.0,1.0,5.0,0.0,0.0,0.0,1074.0,6.0,0.9944444444444445,2015,IL
240473080261003,CUSD 308,Thompson Jr High School,967.0,0.0,0.0,0.0,1.0,952.0,15.0,0.0,0.0,0.0,0.0,952.0,15.0,0.984488107549121,2015,IL
240473080261004,CUSD 308,Bednarcik Junior High School,718.0,9.0,0.0,9.0,0.9874651810584959,710.0,5.0,1.0,0.0,0.0,2.0,710.0,8.0,0.9888579387186629,2015,IL
240473080261005,CUSD 308,Plank Junior High,865.0,6.0,0.0,6.0,0.9930635838150289,849.0,8.0,0.0,8.0,0.0,0.0,849.0,16.0,0.9815028901734104,2015,IL
240473080261006,CUSD 308,Murphy Junior High School,677.0,2.0,0.0,2.0,0.997045790251108,673.0,2.0,0.0,0.0,0.0,2.0,673.0,4.0,0.9940915805022157,2015,IL
240473080262003,CUSD 308,East View Elem School,545.0,0.0,0.0,0.0,1.0,532.0,8.0,1.0,4.0,0.0,0.0,532.0,13.0,0.9761467889908257,2015,IL
240473080262004,CUSD 308,Boulder Hill Elem School,657.0,0.0,1.0,1.0,0.9984779299847794,648.0,7.0,2.0,0.0,0.0,0.0,648.0,9.0,0.9863013698630136,2015,IL
240473080262005,CUSD 308,Long Beach Elem School,465.0,6.0,0.0,1.0,0.9870967741935484,452.0,10.0,0.0,0.0,0.0,3.0,452.0,13.0,0.9720430107526882,2015,IL
240473080262006,CUSD 308,Old Post Elementary School,435.0,1.0,0.0,1.0,0.9977011494252874,420.0,14.0,0.0,0.0,0.0,1.0,420.0,15.0,0.9655172413793104,2015,IL
240473080262007,CUSD 308,The Wheatlands Elementary School,600.0,0.0,1.0,1.0,0.9983333333333333,592.0,5.0,3.0,0.0,0.0,0.0,592.0,8.0,0.9866666666666667,2015,IL
240473080262008,CUSD 308,Fox Chase Elementary School,565.0,4.0,0.0,4.0,0.9929203539823008,554.0,8.0,2.0,0.0,0.0,1.0,554.0,11.0,0.9805309734513274,2015,IL
240473080262009,CUSD 308,Homestead Elementary School,615.0,0.0,0.0,0.0,1.0,606.0,9.0,0.0,0.0,0.0,0.0,606.0,9.0,0.9853658536585366,2015,IL
240473080262010,CUSD 308,Lakewood Creek Elementary,738.0,0.0,0.0,0.0,1.0,729.0,8.0,1.0,0.0,0.0,0.0,729.0,9.0,0.9878048780487805,2015,IL
240473080262011,CUSD 308,Prairie Point Elem School,522.0,1.0,0.0,1.0,0.9980842911877394,517.0,1.0,3.0,0.0,0.0,1.0,517.0,5.0,0.9904214559386973,2015,IL
240473080262012,CUSD 308,Churchill Elem School,611.0,1.0,0.0,1.0,0.9983633387888707,605.0,3.0,1.0,1.0,0.0,1.0,605.0,6.0,0.9901800327332242,2015,IL
240473080262013,CUSD 308,Wolfs Crossing Elem School,585.0,5.0,2.0,2.0,0.9880341880341881,575.0,6.0,2.0,0.0,0.0,2.0,575.0,10.0,0.9829059829059829,2015,IL
240473080262014,CUSD 308,Grande Park Elem Sch,655.0,0.0,0.0,0.0,1.0,645.0,10.0,0.0,0.0,0.0,0.0,645.0,10.0,0.9847328244274809,2015,IL
240473080262015,CUSD 308,Southbury Elem School,608.0,6.0,0.0,6.0,0.9901315789473684,592.0,9.0,2.0,0.0,0.0,5.0,592.0,16.0,0.9736842105263158,2015,IL
240473080262016,CUSD 308,Hunt Club Elem,489.0,1.0,0.0,1.0,0.9979550102249489,486.0,2.0,0.0,0.0,0.0,1.0,486.0,3.0,0.9938650306748467,2015,IL
240473080263001,CUSD 308,Brokaw Early Learning Center,235.0,0.0,0.0,0.0,1.0,229.0,6.0,0.0,0.0,0.0,0.0,229.0,6.0,0.9744680851063829,2015,IL
240473080263002,CUSD 308,GOAL-Granting Opportunities for Alt Lrng,55.0,15.0,0.0,0.0,0.7272727272727274,55.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,1.0,2015,IL
260290010260001,Astoria CUSD 1,Astoria High School,102.0,1.0,0.0,0.0,0.9901960784313726,102.0,0.0,0.0,0.0,0.0,0.0,102.0,0.0,1.0,2015,IL
260290010261001,Astoria CUSD 1,Astoria Junior High School,84.0,3.0,0.0,0.0,0.9642857142857143,84.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,1.0,2015,IL
260290010262001,Astoria CUSD 1,Astoria Elem School,164.0,1.0,0.0,0.0,0.9939024390243902,163.0,0.0,0.0,0.0,0.0,1.0,163.0,1.0,0.9939024390243902,2015,IL
260290020260001,V I T CUSD 2,V I T Sr High School,101.0,0.0,0.0,0.0,1.0,101.0,0.0,0.0,0.0,0.0,0.0,101.0,0.0,1.0,2015,IL
260290020261001,V I T CUSD 2,V I T Jr High School,46.0,0.0,0.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,1.0,2015,IL
260290020262006,V I T CUSD 2,V I T Elementary School,214.0,0.0,0.0,0.0,1.0,208.0,2.0,2.0,2.0,0.0,0.0,208.0,6.0,0.9719626168224299,2015,IL
260290030260001,CUSD 3 Fulton County,Cuba Sr High School,250.0,24.0,0.0,0.0,0.904,246.0,0.0,0.0,0.0,0.0,4.0,246.0,4.0,0.984,2015,IL
260290030262003,CUSD 3 Fulton County,Cuba Elem School,215.0,0.0,1.0,0.0,0.9953488372093025,214.0,0.0,0.0,1.0,0.0,0.0,214.0,1.0,0.9953488372093023,2015,IL
260290040260001,Spoon River Valley CUSD 4,Spoon River Valley Sr High Sch,124.0,0.0,0.0,0.0,1.0,123.0,1.0,0.0,0.0,0.0,0.0,123.0,1.0,0.9919354838709677,2015,IL
