,vax_percentage,median_age:_total,median_income,target,land_areami²,water_areami²,areami²,percent_no_hs,pop_density,unemp_rate,uninsured_rate,percent_white,percent_black,percent_american_indian_and_alaska_native,percent_pacific_islander,agriculture_percentage,construction_percentage,manufacturing_percentage,wholesale_trade_percentage,retail_trade_percentage,transportation_warehousing_utilities_percentage,information_percentage,finance_and_real_estate_percentage,scientific_administrative_and_waste_management_services_percentage,educational_healthcare_and_social_assistance_percentage,arts_and_entertainment_percentage,other_services_percentage,public_administration_percentage,management_business_science_and_arts_occupations_percentage,service_occupations_percentage,sales_and_office_occupations_percentage,natural_resources_and_maintenance_occupations_percentage,"production,_transportation,_and_material_moving_occupations_percentage"
0,0.9621547064881564,37.1,34052.0,0,739.0169999999998,82.311,821.328,0.13055341154324024,1838.8159176358288,0.08264248460326892,1.099038930283198,0.47637097554941216,0.12429878015984855,0.006597382829727956,0.00925099233028194,0.0038998764488960566,0.04699303964009846,0.09544676456441162,0.02472083109338011,0.08863966462005678,0.04602750190985485,0.02851460449499665,0.0561296909336125,0.15719284346735327,0.20590593139612748,0.08347834083128201,0.04757896424563091,0.03282946175103038,0.427466777956974,0.14868927368927368,0.19694140282375577,0.05931867696573579,0.08494138396099181
1,0.8708784768211921,50.0,26246.0,1,594.5830000000002,11.373,605.956,0.1163690891337704,62.86099980856696,0.14007249846111758,1.0818430656934306,0.8942721430567198,0.02388935456831517,0.023162894663313775,0.0010617490919251188,0.013336981054647425,0.056083715204158405,0.038848231995075574,0.011285137815470898,0.12885575542028588,0.03590725668558922,0.012858217632172902,0.03577046713631079,0.07920114903221394,0.16715682921824773,0.13172833595513303,0.04493536693796594,0.1039600574516107,0.26550851514944257,0.1970453457355858,0.21749538335271185,0.08863962793242597,0.09123862936871623
2,0.9027014003590664,36.8,20668.0,1,1636.464,40.667,1677.131,0.12014479992172977,131.17639588082267,0.1206196213425129,1.1320257996577596,0.8894901723732627,0.015299146529266994,0.012247952677710453,0.00194297721679308,0.03195475780673715,0.046048684534054585,0.05266781411359724,0.01598229653307106,0.11925252028522253,0.025532333415293828,0.015933120236046226,0.04433734939759036,0.08599950823702975,0.2546938775510204,0.10228669781165478,0.04644209491025326,0.03824932382591591,0.3038898450946644,0.20499631177772315,0.20813375952790755,0.0802360462257192,0.08212441603147283
3,0.884900479616307,50.7,26527.0,1,1020.012,16.915,1036.927,0.08356860530773574,43.95487821225603,0.12054127198917457,1.1011220765175072,0.9594430992736077,0.006076550568075992,0.009219593965356676,0.0035155522443658035,0.026847090663058185,0.0899594046008119,0.07177266576454669,0.020189445196211096,0.0984573748308525,0.04990527740189445,0.01087956698240866,0.03577807848443843,0.09271989174560216,0.19437077131258457,0.07437077131258457,0.04903924221921516,0.06516914749661705,0.3176184032476319,0.16660351826792963,0.18235453315290934,0.10874154262516915,0.10414073071718538
4,0.9974564885496184,34.0,24889.0,1,1150.731,5.63,1156.361,0.3182160048134777,18.522762355354423,0.1037525354969574,1.176420655505777,0.8804763518419906,0.007309870745994094,0.011182649949169773,0.0018879798615481435,0.24594320486815416,0.03610547667342799,0.09716024340770792,0.01663286004056795,0.06288032454361055,0.04695740365111562,0.004563894523326572,0.03803245436105477,0.040973630831643,0.122920892494929,0.11764705882352941,0.01997971602434077,0.04645030425963489,0.22150101419878296,0.1524340770791075,0.16135902636916835,0.2370182555780933,0.12393509127789047
5,0.9559322762659808,38.8,35618.0,0,715.937,87.833,803.77,0.11072673686026281,1305.1308210060092,0.08766091445031893,1.0963160076144645,0.644865472791764,0.09461764800228627,0.005889666206885825,0.0053929473701605155,0.007077999338003095,0.06328690409096195,0.0626016478355385,0.022074913001082455,0.0984192587423848,0.04449692708193553,0.025528031990553125,0.08240966873317052,0.14303069339702817,0.19966542318599428,0.07982072408147929,0.04570820249948561,0.03821869157206373,0.39165704981974003,0.15995992234955225,0.2149503949616668,0.07514022704704651,0.07063149137167547
6,0.8867996855345912,38.8,19470.0,1,1006.373,223.37,1229.743,0.2004394032291028,23.265023667546796,0.1147203947368421,1.1137754464843261,0.8374916242954554,0.03161089432816996,0.05849197903117733,0.00311379133656537,0.035670230263157895,0.03577302631578947,0.03042763157894737,0.005550986842105263,0.09251644736842106,0.015419407894736841,0.007504111842105263,0.034642269736842105,0.06342516447368421,0.25812088815789475,0.11451480263157894,0.04224917763157895,0.1494654605263158,0.30047286184210525,0.2788856907894737,0.16642680921052633,0.07894736842105263,0.060546875
7,0.9116138692994828,44.9,30421.0,1,1707.8829999999996,78.473,1786.356,0.07693799652432969,101.3560566874688,0.1109025286893947,1.0883124775558686,0.8997162263806897,0.010177102090123766,0.00891778542611629,0.0013333941148314452,0.010995273373336462,0.06562524443252545,0.06765892304426044,0.015274937704624942,0.11032147765747041,0.03562289788028114,0.018895332595845485,0.06731252723676712,0.1037176091984848,0.1750639714838032,0.11209815292816198,0.0426402064965975,0.06387091727844636,0.3572793402835976,0.17062787033622742,0.22125752852178382,0.07706748013811136,0.0628652520308851
8,0.9635671699764758,31.4,20870.0,0,5957.991,53.21100000000001,6011.201999999998,0.26454857982627256,154.7860145109082,0.13235317963127258,1.1625773652804825,0.621156637473608,0.05280992716435333,0.010666736355430115,0.002188662727073758,0.09003685421159553,0.04634689287261322,0.06449602850120802,0.03427835469456869,0.09281192306712285,0.041007549206510986,0.01123926050669329,0.04199202688898103,0.06997899008804705,0.20448875494844812,0.07626574874739693,0.04211711346510664,0.052587323170435095,0.24832001779009083,0.16688402389616888,0.20107203828575795,0.1327122244331146,0.11865851596359517
9,0.9497882845188284,37.2,21344.0,1,1313.947,13.031,1326.9779999999996,0.2496084135153278,21.192514118546057,0.1260692633502201,1.174130967834992,0.8737477148080439,0.009908592321755028,0.02003656307129799,0.003619744058500914,0.1686736981978241,0.04152479029980899,0.06868200315588406,0.018187858151316336,0.0877834066937962,0.048002657586579185,0.007308363092766381,0.022755585084295326,0.057470309774935634,0.18777510173573622,0.06776845776928826,0.04733826094178224,0.05066024416576696,0.19101403537912134,0.18478531683414998,0.1631924258782493,0.21567976081720788,0.11925919774105141
