fips,vax_percentage
26001.0,0.9790000000000001
26003.0,0.927695652173913
26005.0,0.9514687697160882
26007.0,0.9224080459770115
26009.0,0.939384030418251
26011.0,0.9399397590361446
26013.0,0.8974999999999999
26015.0,0.962512539184953
26017.0,0.9461545623836125
26019.0,0.8890714285714286
26021.0,0.9471647168928403
26023.0,0.9248123827392121
26025.0,0.9458406976744186
26027.0,0.9552215447154471
26029.0,0.892858536585366
26031.0,0.9027806122448979
26033.0,0.9433682795698926
26035.0,0.9477592592592592
26037.0,0.9239107373868047
26039.0,0.9009999999999999
26041.0,0.9063786191536747
26163.0,0.9260212083734141
26043.0,0.9177179487179487
26045.0,0.9253618644067797
26047.0,0.9485016077170418
26055.0,0.9168471986417657
26049.0,0.9289032941629743
26051.0,0.9534092827004221
26053.0,0.9244339622641509
26057.0,0.9344771241830065
26059.0,0.9275733333333334
26061.0,0.8546262975778547
26063.0,0.9155451807228917
26065.0,0.929914309031556
26067.0,0.9362131661442007
26069.0,0.932004
26071.0,0.8908739495798319
26073.0,0.9252409381663114
26075.0,0.9435515361744302
26077.0,0.9444540229885058
26079.0,0.8347103448275861
26081.0,0.95550118838483
26085.0,0.8720000000000002
26087.0,0.8264931506849316
26089.0,0.9034482758620689
26091.0,0.9291233616037009
26093.0,0.8987730530339226
26095.0,1.0
26097.0,0.9455217391304348
26099.0,0.9201590700520036
26101.0,0.8648362989323845
26103.0,0.9286666666666668
26105.0,0.9550416666666667
26107.0,0.9486520618556702
26109.0,0.9440600858369098
26111.0,0.9279822309970386
26113.0,0.9249195979899498
26115.0,0.9289140225179121
26117.0,0.9671215189873419
26119.0,0.8846538461538461
26121.0,0.9548841240875913
26123.0,0.9245653775322282
26125.0,0.9191880069324091
26127.0,0.9478652173913042
26129.0,0.9289010989010988
26131.0,0.9063749999999999
26133.0,0.9245821917808218
26135.0,0.833030303030303
26137.0,0.9305583596214511
26139.0,0.9463124481327803
26141.0,0.9175154639175257
26143.0,0.8801483253588516
26145.0,0.9529702602230482
26151.0,0.9141918735891648
26153.0,0.975
26155.0,0.9424051407588739
26147.0,0.9081827242524916
26149.0,0.9107964285714287
26157.0,0.9291051851851851
26159.0,0.9487624084621643
26161.0,0.9432279580884233
26165.0,0.891247524752475
