,unnamed:_0,target_2016,fip,"total_production,_transportation,_and_material_moving_occupations",median_age:_total,median_income,in_civilian_labor_force,under_19_no_health_insurance_coverage,19_to_34_years_no_health_insurance_coverage,35_to_64_years_no_health_insurance_coverage,health_insurance_total,65_years_and_over_no_health_insurance_coverage,total_population_estimate,state_fip,county_fip,FIPS,Total Areami²,percent_no_hs,pop_density,unemp_rate,uninsured_rate,total_agriculture_percentage,total_construction_percentage,total_manufacturing_percentage,total_wholesale_trade_percentage,total_retail_trade_percentage,transportation_warehousing_utilities_percentage,total_information_percentage,total_finance_and_real_estate_percentage,total_scientific_administrative_and_waste_management_services_percentage,total_educational_healthcare_and_social_assistance_percentage,total_arts_and_entertainment_percentage,total_other_services_percentage,total_public_administration_percentage,total_management_business_science_and_arts_occupations_percentage,total_service_occupations_percentage,total_sales_and_office_occupations_percentage,total_natural_resources_and_maintenance_occupations_percentage,"total_production,_transportation,_and_material_moving_occupations_percentage",percent_white,percent_black,percent_american_indian_and_alaska_native,percent_pacific_islander
11,11,1,12023,2613,40.4,22088.0,29618,1520,3507,5125,63166,46,67806,12,23,12023,801.328,1.1433906380786814,84.61703572070364,0.1482882031197245,1128.0,0.010973056924843001,0.062462016341414,0.040178269970963604,0.01505841042609224,0.1254980079681275,0.0443986764805186,0.01066918765615504,0.031163481666554124,0.07792558579242352,0.21770544938888514,0.07853332432979945,0.04514146802620028,0.09200486190829901,0.26051725302181106,0.18603551894118442,0.20997366466338038,0.10696198257816193,0.08822337767573772,0.7942193900773783,0.18438780154756487,0.0029585798816568047,0.00036413290851160674
12,12,1,12027,1511,40.1,19743.0,13549,832,3627,4047,33136,100,34957,12,27,12027,639.482,1.291572705253487,54.664556625518784,0.09373385489704038,945.1111111111111,0.21920436932614953,0.08244150859842055,0.04280758727581371,0.01786109675990848,0.10074544246807883,0.05232858513543435,0.007306812310871651,0.030481954387777697,0.05520702634880803,0.12126356188648608,0.06863975201121854,0.04088862646689793,0.06708982212709425,0.14259354933943463,0.19809580042807587,0.1769872315300022,0.27706841833345636,0.11152114547199055,0.830021117185918,0.1337614625820822,0.0034713182330990194,0.000520697734964853
13,13,1,12029,1082,46.9,18553.0,5291,409,754,1663,14574,0,16091,12,29,12029,863.65,1.2117519405725732,18.631390030683725,0.07200907200907201,314.0,0.051219051219051216,0.07654507654507654,0.10432810432810433,0.007938007938007937,0.10451710451710451,0.053865053865053865,0.004725004725004725,0.053865053865053865,0.032697032697032696,0.20128520128520128,0.08013608013608013,0.026649026649026648,0.13022113022113022,0.2216972216972217,0.1891891891891892,0.2007182007182007,0.11188811188811189,0.2044982044982045,0.8975056976449735,0.08964294758166624,0.002279057989364396,0.0017726006583945303
14,14,1,12031,43155,36.0,26729.0,455106,15105,53675,61109,872854,826,890673,12,31,12031,918.452,1.1135779368150445,969.7545435145223,0.10038320742859905,14432.111111111111,0.0032366086142568986,0.04775590741497585,0.052774518463830404,0.02400539654498073,0.11071486642672257,0.06326218507336752,0.015036057533849257,0.10357587023682395,0.11472492122714269,0.18541175022961684,0.09243121382710841,0.043657961002491724,0.04302953597623411,0.3192333214679657,0.16628433815418825,0.2503394813515972,0.0689355886320989,0.09482406296555088,0.6356331419470325,0.30395015752802884,0.0025341465509835927,0.0011004905773396453
15,15,1,12033,12839,37.2,23934.0,143857,3832,18322,18568,290220,54,306327,12,33,12033,874.704,1.1041578004532904,350.2064698457993,0.09353038086433055,4524.666666666667,0.009120167944556052,0.050049702134758824,0.041638571637111856,0.020026832201422245,0.14031294966529262,0.043828246105507555,0.016905677165518537,0.07320464071960349,0.09622055235407384,0.20616306471009405,0.10108649561717539,0.05181534440451281,0.05609737447604218,0.292033060608799,0.1899247169063723,0.25838158727069244,0.07688190355700453,0.08924835079280119,0.7241166550121344,0.22684861448178464,0.004387588608723075,0.0016522013354722828
16,16,1,12035,3341,49.6,23536.0,40728,2424,5089,7281,100410,190,100783,12,35,12035,570.825,1.0905326783027784,176.55673805457013,0.09342467098801807,1643.7777777777778,0.007586918090748379,0.0537713612256924,0.061014535454724024,0.02504419563936358,0.13268513062266746,0.030102141033195837,0.016426045963464937,0.061972107640934984,0.11252700844627775,0.2150854449027696,0.10624140640345708,0.049400903555293654,0.03471813003339226,0.2723924572775486,0.18979571793360833,0.2808387350225889,0.08151640149283049,0.08203201728540561,0.8314164986269721,0.11450343003637764,0.00127676391014014,0.0002533261726468532
17,17,1,12037,447,42.1,24022.0,4780,213,741,1031,9782,0,11628,12,37,12037,1026.494,1.2108535895986432,11.327879169288861,0.09393305439330545,220.55555555555554,0.08284518828451883,0.05627615062761506,0.014225941422594143,0.04351464435146443,0.08221757322175732,0.040376569037656906,0.011506276150627616,0.05543933054393305,0.05899581589958159,0.1594142259414226,0.11799163179916318,0.04539748953974895,0.13786610878661087,0.2596234309623431,0.2550209205020921,0.1399581589958159,0.1579497907949791,0.09351464435146443,0.8294762484774665,0.1472072385592483,0.005133112928484427,0.005916130154863407
18,18,0,12039,1676,40.2,23006.0,18845,841,2827,4181,43969,67,46424,12,39,12039,528.528,1.2196192805845643,87.8364060182242,0.11207216768373574,872.1111111111111,0.032316264261077206,0.08065799946935527,0.027275139294242506,0.019739984080658,0.09763863093658795,0.0395330326346511,0.00912708941363757,0.03226319978774211,0.08108251525603609,0.2421331918280711,0.05640753515521359,0.03969222605465641,0.13006102414433537,0.2567789864685593,0.2070045104802335,0.22578933404085966,0.10941894401698063,0.08893605730963121,0.4117518471560355,0.5560486162724609,0.0009399728938049228,0.0002841778516154418
19,19,1,12041,928,42.0,21073.0,6988,573,1261,1579,15808,33,16992,12,41,12041,355.239,1.171003717472119,47.83258594917788,0.10417859187178019,379.22222222222223,0.04092730394962794,0.08972524327418431,0.04751001717229536,0.018889524899828276,0.10804235832856325,0.04479107040641099,0.009444762449914138,0.07097882083571837,0.09430452203777905,0.2023468803663423,0.067830566685747,0.028334287349742415,0.0726960503720664,0.24699484831139096,0.18045220377790497,0.2063537492844877,0.1292215226101889,0.1327990841442473,0.9288016232991168,0.061888278825495344,0.0018500835521604202,0.0
20,20,1,12043,454,45.3,19925.0,4247,502,942,1289,11922,14,13272,12,43,12043,986.848,1.2312733138421212,13.448879665358799,0.12856133741464562,303.6666666666667,0.145985401459854,0.039321874264186485,0.0588650812338121,0.008241111372733695,0.08476571697668943,0.0963032728985166,0.014363079821050152,0.02095596891923711,0.06357428773251707,0.13138686131386862,0.12032022604191193,0.03272898516599953,0.05462679538497763,0.20249587944431363,0.15870025900635742,0.28278785024723335,0.12055568636684719,0.10689898752060278,0.8068960267925103,0.1316029837113716,0.04034099558532501,0.0
21,21,1,12045,706,43.3,21158.0,6242,157,896,1355,13459,17,15785,12,45,12045,755.561,1.1796533153820263,20.891761221132377,0.10221082986222364,267.55555555555554,0.02162768343479654,0.11358538929830182,0.04101249599487344,0.017782761935277155,0.08779237423902596,0.053348285805831466,0.024030759371996155,0.05462992630567126,0.10781800704902275,0.12848446010893944,0.09099647548862544,0.031079782121115028,0.1256007689842999,0.24142902915732137,0.2100288369112464,0.21659724447292533,0.11662928548542134,0.11310477411086191,0.7900346731732375,0.18216257865673557,0.005650443046102478,0.0010273532811095416
