,vax_percentage,total_agriculture,total_construction,total_manufacturing,total_wholesale_trade,total_retail_trade,transportation_warehousing_utilities,total_information,total_finance_and_real_estate,total_scientific_administrative_and_waste_management_services,total_educational_healthcare_and_social_assistance,total_arts_and_entertainment,total_other_services,total_public_administration,total_management_business_science_and_arts_occupations,total_service_occupations,total_sales_and_office_occupations,total_natural_resources_and_maintenance_occupations,"total_production,_transportation,_and_material_moving_occupations",median_age:_total,median_income,under_19_no_health_insurance_coverage,19_to_34_years_no_health_insurance_coverage,35_to_64_years_no_health_insurance_coverage,health_insurance_total,65_years_and_over_no_health_insurance_coverage,total_population_estimate,total_votes,target,county_[2],population(2010),land_areami²,water_areami²,total_areami²,percent_no_hs,unemp_rate,uninsured_rate,percent_white,percent_black,percent_american_indian_and_alaska_native,percent_pacific_islander
92,0.9329999999999999,445,5099,2906,2319,16936,3731,2487,7585,18548,36973,16686,6958,19665,62146,25172,38019,7718,7283,30.0,25130.0,3056,16994,12493,279510,146,282940,145889.0,0,Leon,275487,666.852,34.937,701.789,0.07688353964106738,0.10645179775495521,1.116428750313048,0.6363853235548198,0.3183354357860342,0.0033036821236097605,0.00013373767896450892
93,0.934,1134,1402,512,188,1897,899,85,740,1186,3435,1156,771,987,3608,3228,3345,2548,1663,46.6,20040.0,900,2580,4629,39380,8,39821,18876.0,1,Levy,40801,1118.206,294.589,1412.795,0.1851980180866914,0.111495246326707,1.2059167089893348,0.8926243391674793,0.09349176204896577,0.005440640558435559,7.699019658163527e-05
94,0.971,214,246,77,163,203,135,15,127,183,617,106,115,547,888,780,393,384,303,37.6,23306.0,143,675,661,6774,11,8295,3194.0,1,Liberty,8365,835.562,7.561,843.123,0.2276067179846046,0.10166721150702844,1.2183348095659876,0.7925499326062982,0.16799411836784708,0.003921088101948291,0.0
95,0.99,280,484,565,206,657,433,32,165,438,1503,411,204,763,1849,1045,1373,703,1171,41.5,18999.0,467,1173,1571,16683,0,18729,8377.0,1,Madison,19224,695.948,19.735,715.683,0.17998779743746188,0.1179258833668486,1.1924713780495115,0.5896935177651207,0.39327366422565774,0.003580146460537022,0.0
96,0.958,2118,10123,10856,3882,19462,5163,1940,9877,17224,31056,15081,7874,5760,46634,29416,37495,13620,13251,46.7,25803.0,6670,21261,29320,340989,457,343729,173168.0,1,Manatee,322833,742.931,149.748,892.679,0.12122018760503618,0.08594044968688565,1.1678969116305804,0.8589142388036782,0.09420974610055576,0.0016093881962449578,0.0005285880497758669
97,0.9520000000000001,2534,8507,8144,2901,18995,5262,2450,5646,11937,25309,12594,5852,5328,31614,27628,32715,11183,12319,48.2,21366.0,6018,19661,29366,328847,348,336811,169874.0,1,Marion,331298,1584.546,78.064,1662.61,0.13987938592085755,0.11963491906152544,1.1673878733879282,0.8354083287278558,0.13208509707941868,0.0035406506780680073,0.0003704625923879047
98,0.93,728,5429,3732,1442,7145,2725,1089,4322,8167,13225,7104,3673,2376,22420,12856,15736,5953,4192,50.7,26457.0,2720,7821,10680,148755,136,151586,83389.0,1,Martin,146318,543.464,209.365,752.829,0.1017579912618509,0.09736694512501107,1.1426573896675742,0.8859479623740322,0.05690860539699153,0.004233592313782323,6.709338056707325e-05
99,0.925,9107,82433,57348,50789,153347,86589,25678,88376,154113,242726,135547,75437,43381,379186,252896,339358,109989,123442,39.0,21121.0,61426,235148,357044,2612203,15564,2639042,958145.0,0,Miami-Dade,2496435,1897.716,533.467,2431.183,0.19910852287374112,0.09963914455813704,1.2502171538735696,0.7684191266631355,0.1891086970058757,0.0015379222174985642,0.00023524328845516654
100,0.9420000000000001,804,2618,1105,1007,5016,2180,563,2370,3813,5370,9358,1720,2580,12367,9190,9829,4205,2913,46.8,27993.0,1846,5488,9147,74196,132,75901,40875.0,1,Monroe,73090,983.282,2754.242,3737.524,0.09107384823848239,0.06028213013130278,1.2221278775136126,0.9074782281980059,0.06669082028367081,0.004481837821880493,0.0
101,0.953,315,2845,2493,815,3921,2544,651,2070,3037,5897,3654,1666,1697,9892,6140,7358,3959,4256,44.2,26584.0,1426,3684,6265,75138,0,75880,45135.0,1,Nassau,73314,648.639,77.282,725.921,0.10408339933324738,0.09803082191780822,1.1513881125395937,0.9179090495436417,0.06525521265490752,0.0032520542812023235,0.00033457348572040363
