,unnamed:_0,target_2020,fip,"total_production,_transportation,_and_material_moving_occupations",median_age:_total,median_income,in_civilian_labor_force,under_19_no_health_insurance_coverage,19_to_34_years_no_health_insurance_coverage,35_to_64_years_no_health_insurance_coverage,health_insurance_total,65_years_and_over_no_health_insurance_coverage,total_population_estimate,state_fip,county_fip,FIPS,Total Areami²,percent_no_hs,pop_density,unemp_rate,uninsured_rate,total_agriculture_percentage,total_construction_percentage,total_manufacturing_percentage,total_wholesale_trade_percentage,total_retail_trade_percentage,transportation_warehousing_utilities_percentage,total_information_percentage,total_finance_and_real_estate_percentage,total_scientific_administrative_and_waste_management_services_percentage,total_educational_healthcare_and_social_assistance_percentage,total_arts_and_entertainment_percentage,total_other_services_percentage,total_public_administration_percentage,total_management_business_science_and_arts_occupations_percentage,total_service_occupations_percentage,total_sales_and_office_occupations_percentage,total_natural_resources_and_maintenance_occupations_percentage,"total_production,_transportation,_and_material_moving_occupations_percentage",percent_white,percent_black,percent_american_indian_and_alaska_native,percent_pacific_islander
14,14,0,12031,53401,36.2,30608,480934,14869,42116,49604,915341,1410,936186,12,31,12031,918.452,1.1020036458349618,1019.3085757339524,0.05771477999060162,15227.0,0.002553364910777778,0.06392353212706942,0.05170148086847676,0.02460212835856895,0.11206319370225436,0.06403581364594726,0.0144011444397776,0.10620584113412651,0.12288588454964715,0.1912798845579643,0.097928198047965,0.048522250454324296,0.042182503212499015,0.351062723783305,0.17175121742276486,0.23015840011311323,0.07827685295695459,0.1110360257332607,0.620125724824003,0.30721343961129927,0.002580107460145763,0.0006472434522015143
15,15,1,12033,15839,37.2,26946,145656,3968,12378,14354,297945,123,313491,12,33,12033,874.704,1.0952191423833215,358.396669044614,0.06183061459878069,4385.714285714285,0.006693854012193113,0.05477288954797605,0.04364392815949909,0.02015021694952491,0.1466537595430329,0.043451694403251494,0.011808645026638106,0.08374526281100675,0.09896605701103971,0.21778711484593838,0.11520294392266711,0.04518179820947987,0.050111220958971824,0.3155242489152524,0.1919591365958148,0.24301779535343548,0.07892568792222772,0.10874251661448893,0.718333378221875,0.23139931051199872,0.004379999461337499,0.0014678553152522287
16,16,1,12035,4723,51.3,26821,45342,3052,4173,7346,109347,117,109801,12,35,12035,570.825,1.0776844917235129,192.35492488941443,0.04805698910502404,2081.5714285714284,0.005425433373031626,0.0702218693485069,0.06219399232499669,0.016386573155132107,0.1397159366591681,0.05409995147986414,0.016585064619999118,0.0626350844691456,0.11137576639760045,0.2057694852454678,0.11781571170217459,0.05405584226544925,0.03566229985443959,0.31044065105200475,0.18660403158219752,0.2532089453486833,0.0975254730713246,0.10416390984076573,0.8411105318039624,0.1025063309995531,0.003035155668106659,0.0009682705198867869
17,17,1,12037,424,46.4,24823,4548,181,765,901,10226,26,11811,12,37,12037,1026.494,1.1933574482078264,11.50615590544124,0.06156552330694811,263.85714285714283,0.048372911169744945,0.08641160949868074,0.025505716798592787,0.016051011433597186,0.13192612137203166,0.029683377308707123,0.0030782761653474055,0.08311345646437995,0.0998240985048373,0.13038698328935797,0.14467897977132807,0.02836411609498681,0.11103781882145998,0.24956024626209322,0.2343887423043096,0.19547053649956025,0.16578715919085313,0.0932277924362357,0.8215114779468662,0.14306594445877396,0.0009457484309173759,0.003697016593586106
18,18,0,12039,2188,40.8,25734,18098,724,2011,3229,42923,88,45945,12,39,12039,528.528,1.201704457093092,86.93011533920624,0.07100232069841972,852.0,0.030058570007735663,0.07984307658304785,0.0504475632666593,0.02342800309426456,0.09741407890374627,0.0615537628467234,0.016963200353630234,0.03464471212288651,0.07663830257487016,0.22632335064648026,0.06569786716764284,0.027516852690905074,0.13846833904298816,0.27693667808597633,0.1994142999226434,0.2193612553873356,0.11238810918333518,0.12089733672228975,0.4000879217496428,0.5667875590724255,0.0018243763050884714,0.00037366743598197605
19,19,1,12041,982,42.1,22882,7044,605,903,1402,16608,9,17953,12,41,12041,355.239,1.1461406797620017,50.53780694124238,0.0491198182850653,415.7142857142857,0.04443498012492902,0.13202725724020442,0.06729131175468483,0.010221465076660987,0.12251561612720045,0.034071550255536626,0.0056785917092561046,0.06473594548551959,0.07481544576944918,0.1947756956274844,0.08035207268597389,0.048409994321408294,0.07155025553662692,0.21110164679159568,0.1892390687109597,0.23182850653038048,0.1793015332197615,0.13940942646223736,0.9324378166087995,0.05987819454721384,0.0012522055893904036,0.00011383687176276396
20,20,1,12043,732,47.9,21698,4367,612,935,1392,12316,29,13516,12,43,12043,986.848,1.254994124559342,13.696131521774378,0.12021983054728647,419.85714285714283,0.1076253721089993,0.08564231738035265,0.056789558049003895,0.010304556904053125,0.13281428898557363,0.10235859858026104,0.005953743989008472,0.02198305472864667,0.06343027249828258,0.07808564231738035,0.11861689947332264,0.036409434394321046,0.05976643004350813,0.2051751774673689,0.16189603847034578,0.1550263338676437,0.19006182734142432,0.16762079230593085,0.8066447171505537,0.13611194253217598,0.04040706375336726,0.0
21,21,1,12045,502,44.9,26523,6016,118,505,735,13110,11,15576,12,45,12045,755.561,1.1454743182198428,20.61514556733341,0.0442154255319149,194.0,0.03307845744680851,0.10339095744680851,0.04138962765957447,0.014960106382978724,0.08211436170212766,0.02709441489361702,0.009142287234042553,0.06482712765957446,0.09225398936170212,0.1971409574468085,0.0962433510638298,0.06798537234042554,0.12616356382978725,0.29853723404255317,0.24168882978723405,0.16439494680851063,0.16771941489361702,0.0834441489361702,0.8091473374714145,0.17464880757922246,0.00398562561254492,0.0
22,22,1,12047,640,40.9,20544,4268,158,406,915,11031,33,14326,12,47,12047,519.056,1.269638043896804,27.600104805647174,0.11668228678537956,211.28571428571428,0.10028116213683223,0.045454545454545456,0.09348641049671977,0.018275538894095594,0.11808809746954077,0.07169634489222118,0.018275538894095594,0.019915651358950327,0.03631677600749766,0.16869728209934395,0.08341143392689784,0.031162136832239926,0.07825679475164012,0.2057169634489222,0.22071227741330834,0.21368322399250234,0.09325210871602624,0.14995313964386128,0.6236719082022949,0.3505454030315909,0.011758039382348774,0.0
23,23,1,12049,1699,35.4,21744,10380,243,1081,1604,25395,36,27131,12,49,12049,638.339,1.2284487693188322,42.50249475592123,0.0605009633911368,418.2857142857143,0.1382466281310212,0.07919075144508671,0.057418111753371866,0.029190751445086704,0.10982658959537572,0.05568400770712909,0.015703275529865127,0.043641618497109826,0.07129094412331406,0.1409441233140655,0.07822736030828516,0.055973025048169554,0.06416184971098265,0.20028901734104046,0.17341040462427745,0.1945086705202312,0.20761078998073218,0.16368015414258189,0.8132359517066627,0.07642718736026233,0.0008570576837084513,0.0014905351021016545
24,24,1,12051,3076,34.0,21225,19161,1756,3818,4499,40192,224,40732,12,51,12051,1189.996,1.3368392349343616,34.228686482979775,0.07369135222587547,1439.0,0.17493867752205,0.09587182297374876,0.08329419132613121,0.04702259798549136,0.096550284431919,0.04425656280987422,0.00579301706591514,0.019884139658681698,0.06038306977715151,0.1400761964406868,0.0681592818746412,0.06518448932727937,0.02489431658055425,0.17780909138353948,0.13052554668336724,0.1743645947497521,0.2830749960857993,0.16053441887166642,0.8130966890107658,0.11903310989234207,0.01863700995328052,0.0
25,25,1,12053,7832,49.0,25217,73661,2844,7769,11687,184390,203,186313,12,53,12053,589.022,1.1211990820424556,316.3090682521196,0.0645389011824439,3185.714285714286,0.009733780426548648,0.07474783128113928,0.0502301081983682,0.014526004262771345,0.14158102659480593,0.059923161510161416,0.012883343967635519,0.061986668657770055,0.108687093577334,0.21156378544955948,0.09488060167524198,0.04527497590312377,0.04944271731309648,0.30010453292787226,0.19638614735070117,0.2378327744668142,0.09481272315064959,0.10632492092151885,0.9110845207111032,0.05484361903921655,0.003352596056288323,0.00025916449777228817
26,26,1,12055,4378,53.5,22059,37078,872,3981,6031,102275,457,103437,12,55,12055,1106.035,1.1426582983246445,93.5205486263997,0.09501591240088463,1554.857142857143,0.04816872538971897,0.07524677706456659,0.031770861427261446,0.013404174982469388,0.1567236636280274,0.039673121527590484,0.006284049840875991,0.047791142995846594,0.0791304816872539,0.2209666109283133,0.09582501753061115,0.0494632935972814,0.040536166999298774,0.2565672366362803,0.19324127514968445,0.21775716058039807,0.11934300663466206,0.11807540859809051,0.8249252006991142,0.09861658322718252,0.0019452755477876193,0.0
27,27,0,12057,69344,37.2,30363,736571,21253,71878,81763,1410780,2827,1422278,12,57,12057,1265.765,1.1133461968570968,1123.6509146642543,0.05474692867354267,24984.85714285714,0.012275802332701124,0.06637513559453195,0.048087692836128494,0.02637627601412491,0.10879738680996129,0.04772927524977225,0.01832409910246263,0.10101945365755644,0.13822292759285934,0.20618243183617058,0.09665599107214376,0.04173799945965834,0.03346859976838621,0.3699548312382649,0.16689904978610345,0.23127573580822486,0.08297910181095916,0.09414435268290497,0.7320058962574251,0.17466639980599033,0.0029634683317214558,0.0007523717973066551
28,28,1,12059,886,42.7,21699,7507,392,1029,1684,17634,17,19432,12,59,12059,489.047,1.2131392045454545,39.7344222538938,0.08765152524310643,443.57142857142856,0.05061942187291861,0.11442653523378181,0.02837351804982017,0.023178366857599574,0.10789929399227388,0.05488211003063807,0.011988810443585986,0.0325029972026109,0.08365525509524444,0.1890235779938724,0.07925935793259624,0.043426135606767016,0.0931130944451845,0.2597575596110297,0.20940455574796857,0.18449447182629547,0.14066870920474225,0.1180231783668576,0.9016582099701836,0.07093163153214417,0.013914317099963384,0.0031385677669090338
29,29,1,12061,5756,53.5,27382,62704,1576,6665,9570,152683,230,153989,12,61,12061,617.006,1.1064014716802808,249.57455843217085,0.06503572339882623,2544.4285714285716,0.017303521306455728,0.08084013779025262,0.04462235264097984,0.022996937994386322,0.14434485838224037,0.03199157948456239,0.008883005868844093,0.06726843582546568,0.12592498086246492,0.20150229650421025,0.11589372288849197,0.04205473335034447,0.03133771370247512,0.3093263587649911,0.19753125797397295,0.23156417453432,0.10474610870119928,0.09179637662669048,0.882862506052546,0.09042669620530236,0.002553676963180621,0.0003780768490942738
30,30,1,12063,2355,41.7,23053,17821,827,1484,2250,40591,26,47945,12,63,12063,954.564,1.1951330711802588,50.22711939691838,0.06346445205095112,651.5714285714286,0.044049155490713206,0.07075921665450872,0.035800460131305764,0.021154817350317042,0.1332136243757365,0.059199820436563605,0.00718253745581056,0.038998933842096406,0.04146793109253128,0.24532854497502946,0.0819258178553392,0.0347904158015824,0.12266427248751473,0.2751248527018686,0.21351214858874362,0.2055440210987038,0.11020705908759329,0.13214746647213962,0.704689831592411,0.2741206565764229,0.00682157322532509,0.001620123641014709
31,31,1,12065,355,48.0,27978,5447,11,322,545,12079,0,14161,12,65,12065,636.535,1.180327868852459,22.247009198237333,0.06241968055810538,125.42857142857143,0.042408665320359834,0.07655590233155865,0.02808885625114742,0.00899577749219754,0.09932072700569121,0.0438773636864329,0.010280888562511473,0.04295942720763723,0.08536809252799707,0.22507802460069762,0.08041123554250046,0.04644758582706077,0.14778777308610244,0.3221957040572792,0.20121167615201027,0.23333945290985864,0.11565999632825409,0.06517348999449238,0.635921635921636,0.34992134992134993,0.005076505076505077,0.0
32,32,1,12067,325,37.3,21923,2751,151,495,533,7102,0,8637,12,67,12067,547.908,1.2473896934994948,15.763595348124138,0.09814612868047982,168.42857142857142,0.1464921846601236,0.06361323155216285,0.06579425663395129,0.0058160668847691745,0.1366775717920756,0.029080334423845874,0.0014540167211922936,0.008724100327153763,0.05343511450381679,0.20283533260632497,0.07270083605961468,0.026535805161759362,0.08869501999272991,0.24536532170119957,0.15921483097055616,0.21992002908033442,0.15921483097055616,0.11813885859687387,0.8277797683028782,0.16648751940761972,0.0015526095784067838,0.0033440821688761496
33,33,1,12069,14362,46.9,27221,150230,3883,12759,18258,342444,386,345867,12,69,12069,1156.964,1.1050412121733217,298.9436144944873,0.05479597949810291,4985.714285714285,0.013805498236038076,0.08228050322838315,0.043679691140251616,0.020628369832922853,0.1290354789323038,0.04158290621047727,0.015023630433335553,0.05958863076615856,0.09520734873194435,0.197397324103042,0.15287226253078612,0.05150768821140917,0.04259468814484457,0.32507488517606337,0.20240963855421687,0.23395460294215537,0.08816481395194035,0.09560007987752113,0.8437454720724823,0.11167458653553296,0.004258100000295702,0.0005086063889242088
34,34,1,12071,31036,48.5,28529,326304,12940,33654,49314,732479,1672,737468,12,71,12071,1212.461,1.1159024305843424,608.2405949552192,0.05315595273119545,13701.142857142857,0.008194812199666569,0.11098239678336766,0.032310360890457974,0.020793493184269884,0.14009941649504756,0.04388545650681573,0.015188290673727567,0.06502831715210355,0.12229699911738746,0.19030106894184565,0.1171116504854369,0.0480165735020104,0.03263521133666765,0.29565987545356476,0.1941931450426596,0.24561451897616945,0.1162627488477003,0.09511375894871041,0.8591563879753809,0.08736818562115325,0.0019259602879414177,0.000568814077872304
35,35,0,12073,9565,31.0,27751,158009,2861,10832,9321,286368,137,289770,12,73,12073,701.789,1.0647880945053796,412.9018836145907,0.07203387148833294,3287.714285714286,0.004031415932003873,0.035200526552285,0.018638178837914295,0.013834654988007013,0.10455733534165776,0.030017277496851444,0.0122081653576695,0.05686384952755855,0.1174933073432526,0.25256156294894594,0.1056205659171313,0.04581384604674417,0.1311254422216456,0.4278870190938491,0.1650349030751413,0.22729717927459828,0.047212500553765926,0.06053452651431247,0.6319201817923591,0.31790938787104106,0.002023860247123988,0.00026984803294986505
36,36,1,12075,1867,46.9,21676,16458,566,1943,3418,40142,157,40403,12,75,12075,1412.795,1.1511396251899375,28.597921142133146,0.06331267468708227,846.7142857142857,0.047575647101713456,0.11647830842143639,0.05383400170130028,0.01822821728034998,0.13792684408798153,0.047575647101713456,0.00686596184226516,0.03973751367116296,0.07005711508081176,0.19230769230769232,0.09709563737999757,0.054866934013853445,0.05413780532263945,0.2255438084821971,0.23143759873617695,0.20500668367966945,0.1612589622068295,0.11344027220804472,0.8987505713850373,0.08992330743054497,0.0017014576667174564,0.0
37,37,1,12077,365,40.7,21920,2521,98,380,551,6948,24,8345,12,77,12077,843.123,1.1863468634686347,9.897725480149397,0.07854026180087267,147.0,0.06783022610075366,0.10115033716779057,0.056723522411741376,0.006346687822292741,0.11662038873462911,0.05870686235620785,0.0,0.029750099166997224,0.03570011900039667,0.18167393891312972,0.032526775089250295,0.024196747322491077,0.21023403411344704,0.23443078143593812,0.16898056326854421,0.22649742165807218,0.14676715589051964,0.14478381594605316,0.8135882138073786,0.1607208084743699,0.01254109338853038,0.0
38,38,1,12079,1059,43.5,21243,6624,245,945,886,16371,0,18460,12,79,12079,715.683,1.189922765722692,25.793542671825374,0.04679951690821256,296.57142857142856,0.03351449275362319,0.050271739130434784,0.09616545893719806,0.025513285024154588,0.13103864734299517,0.04846014492753623,0.002717391304347826,0.021286231884057972,0.057367149758454104,0.23973429951690822,0.08303140096618357,0.04634661835748792,0.11775362318840579,0.27566425120772947,0.2121074879227053,0.21044685990338163,0.09510869565217392,0.1598731884057971,0.583623883198954,0.38831989540204837,0.003432120287644367,0.0002723904990193942
39,39,1,12081,18045,48.3,29551,172692,5623,16023,23785,381199,1105,384213,12,81,12081,892.679,1.1030368272349438,430.4044342927301,0.05869409121441642,6490.142857142857,0.007904245709123759,0.0773052602320895,0.06967317536423227,0.023573761378639427,0.13936951335325318,0.036834364070136426,0.015096240705996803,0.06149676881384199,0.11974497950107706,0.19229032033910082,0.11408171774025433,0.052179602992611124,0.031755958585226875,0.32792486044518565,0.1870324045120793,0.23133092442035533,0.09052532833020638,0.10449239107775693,0.8705307395969308,0.08878028590531377,0.0021570250565124648,0.0005014486293737464
40,40,1,12083,14886,48.7,24501,137318,3624,14061,21414,344766,330,353526,12,83,12083,1662.61,1.1242852318561773,212.6331490848726,0.08315006044364176,5585.571428571428,0.02221121775732242,0.0701510362807498,0.0576180835724377,0.02290304257271443,0.14335338411570223,0.0393976026449555,0.01099637338149405,0.04914140899226613,0.09920767852721421,0.21598042499890766,0.08971147264014914,0.04950552731615666,0.04667268675628832,0.27552105332148735,0.20014856027614733,0.24062395315981883,0.0921510654102157,0.10840530738868903,0.8383716721919018,0.1324724582712046,0.002918482273405041,0.0005645873445575228
41,41,1,12085,5352,52.2,30801,68939,2089,5313,8729,155929,156,159065,12,85,12085,752.829,1.090377558509337,211.28968198621467,0.04515586242910399,2304.4285714285716,0.018683183684126546,0.08896270616051873,0.05414932041369907,0.020554403168018102,0.11401383832083437,0.04749126038961981,0.017551748647354908,0.06865489780820726,0.1280842483935073,0.19765299757756857,0.10954612048332583,0.053046896531716445,0.03645251599239908,0.3633502081550356,0.19083537620214971,0.22875295551139413,0.09427174748690871,0.07763385021540782,0.8958153511716377,0.0575812793708641,0.006176273137048049,0.0009015057063393114
42,42,0,12086,148669,39.9,24787,1383912,42080,156825,238605,2675253,11727,2699428,12,86,12086,2431.183,1.185518579547295,1110.3351742752398,0.053059732121695596,62501.42857142857,0.006698402788616617,0.0756261958852875,0.040971535762389516,0.034791952089439214,0.1103249339553382,0.07604602026718461,0.01848094387504408,0.07417740434362878,0.12411049257467238,0.18983360213655204,0.10709857274161941,0.057405384157374166,0.03137482730115788,0.31226913271942147,0.19710574082745147,0.238678470885432,0.09146029516327628,0.10742662828272317,0.7643638032572411,0.1768010969760434,0.0019221196748411076,0.0002976817375268526
43,43,1,12087,3065,47.7,35539,41242,1355,4174,7719,73835,184,75798,12,87,12087,3737.524,1.0858098567874672,20.28027110996478,0.02875709228456428,1892.5714285714287,0.01869453469763833,0.0869501964017264,0.02354396004073517,0.020561563454730616,0.09647931720091169,0.061854420251200234,0.009650356432762717,0.06689782260802095,0.09306047233402842,0.14216090393288394,0.23349983027011298,0.05048251782163814,0.06740701226904612,0.3051743368410843,0.23359681877697494,0.22433441637165996,0.13381989234275737,0.07431744338295912,0.8913229322504809,0.07406764265868776,0.0010819619576832656,0.0017364821543064757
44,44,1,12089,5007,45.3,31965,39080,1360,2596,4590,81911,19,83098,12,89,12089,725.921,1.087030549097934,114.47251147163396,0.03943193449334698,1220.857142857143,0.008879222108495394,0.0654042988741044,0.07888945752302969,0.018346980552712385,0.10665301944728761,0.08615660184237461,0.013101330603889457,0.06632548618219038,0.10841862845445241,0.18042476970317298,0.11443193449334699,0.058572159672466734,0.05496417604912999,0.33715455475946776,0.18272773797338793,0.2144575230296827,0.0981064483111566,0.12812180143295804,0.9141945540454967,0.061266988163086365,0.00484680208485557,0.0
45,45,1,12091,7742,36.9,31212,94093,3481,9380,9346,190732,146,203794,12,91,12091,1082.078,1.0760576250374791,188.33577616401035,0.05294761565685014,3172.4285714285716,0.006036580829604753,0.068187856694972,0.044785478197102865,0.016207369304836704,0.11127288958796085,0.04180969891490334,0.008385320905912236,0.06216190364851796,0.12721456431402975,0.16748323467207976,0.14398520612585422,0.049440447217114984,0.10008183393026049,0.360760099050939,0.20885719447780388,0.20359644181820113,0.091558351843389,0.0822802971528169,0.8228233034571063,0.103424063442237,0.004161331626120359,0.0014198091776465244
