,year,FIPS,office,state,dem_votes,rep_votes,county
0,2000,48119.0,PRESIDENT,TX,726.0,1143.0,DELTA
0,2000,48121.0,PRESIDENT,TX,40144.0,102171.0,DENTON
0,2000,48123.0,PRESIDENT,TX,1570.0,4541.0,DEWITT
0,2000,48125.0,PRESIDENT,TX,284.0,589.0,DICKENS
0,2000,48127.0,PRESIDENT,TX,2678.0,1032.0,DIMMIT
0,2000,48129.0,PRESIDENT,TX,360.0,1333.0,DONLEY
0,2000,48131.0,PRESIDENT,TX,3990.0,1010.0,DUVAL
0,2000,48133.0,PRESIDENT,TX,1774.0,4531.0,EASTLAND
0,2000,48135.0,PRESIDENT,TX,9425.0,22893.0,ECTOR
0,2000,48137.0,PRESIDENT,TX,261.0,663.0,EDWARDS
0,2000,48139.0,PRESIDENT,TX,10629.0,26091.0,ELLIS
0,2000,48141.0,PRESIDENT,TX,83848.0,57574.0,EL PASO
0,2000,48143.0,PRESIDENT,TX,2804.0,8126.0,ERATH
0,2000,48145.0,PRESIDENT,TX,2417.0,3239.0,FALLS
0,2000,48147.0,PRESIDENT,TX,4102.0,6074.0,FANNIN
0,2000,48149.0,PRESIDENT,TX,2542.0,6658.0,FAYETTE
0,2000,48151.0,PRESIDENT,TX,884.0,968.0,FISHER
0,2000,48153.0,PRESIDENT,TX,580.0,1830.0,FLOYD
0,2000,48155.0,PRESIDENT,TX,263.0,286.0,FOARD
0,2000,48157.0,PRESIDENT,TX,47569.0,73567.0,FORT BEND
0,2000,48159.0,PRESIDENT,TX,1018.0,2420.0,FRANKLIN
0,2000,48161.0,PRESIDENT,TX,2316.0,4247.0,FREESTONE
0,2000,48163.0,PRESIDENT,TX,2317.0,1774.0,FRIO
0,2000,48165.0,PRESIDENT,TX,723.0,2691.0,GAINES
0,2000,48167.0,PRESIDENT,TX,40020.0,50397.0,GALVESTON
0,2000,48169.0,PRESIDENT,TX,454.0,1302.0,GARZA
0,2000,48171.0,PRESIDENT,TX,1511.0,8096.0,GILLESPIE
0,2000,48173.0,PRESIDENT,TX,39.0,528.0,GLASSCOCK
0,2000,48175.0,PRESIDENT,TX,1233.0,2108.0,GOLIAD
0,2000,48177.0,PRESIDENT,TX,1877.0,4092.0,GONZALES
0,2000,48179.0,PRESIDENT,TX,1376.0,6732.0,GRAY
0,2000,48181.0,PRESIDENT,TX,13647.0,25596.0,GRAYSON
0,2000,48183.0,PRESIDENT,TX,11244.0,26739.0,GREGG
0,2000,48185.0,PRESIDENT,TX,2450.0,4197.0,GRIMES
0,2000,48187.0,PRESIDENT,TX,8311.0,21499.0,GUADALUPE
0,2000,48189.0,PRESIDENT,TX,2158.0,6868.0,HALE
0,2000,48191.0,PRESIDENT,TX,472.0,966.0,HALL
0,2000,48193.0,PRESIDENT,TX,878.0,2447.0,HAMILTON
0,2000,48195.0,PRESIDENT,TX,198.0,1874.0,HANSFORD
0,2000,48197.0,PRESIDENT,TX,566.0,976.0,HARDEMAN
0,2000,48199.0,PRESIDENT,TX,5595.0,11962.0,HARDIN
0,2000,48201.0,PRESIDENT,TX,418267.0,529159.0,HARRIS
0,2000,48203.0,PRESIDENT,TX,8878.0,13834.0,HARRISON
0,2000,48205.0,PRESIDENT,TX,359.0,1645.0,HARTLEY
0,2000,48207.0,PRESIDENT,TX,1401.0,1488.0,HASKELL
0,2000,48209.0,PRESIDENT,TX,11387.0,20170.0,HAYS
0,2000,48211.0,PRESIDENT,TX,251.0,1203.0,HEMPHILL
0,2000,48213.0,PRESIDENT,TX,8704.0,16607.0,HENDERSON
0,2000,48215.0,PRESIDENT,TX,61390.0,38301.0,HIDALGO
0,2000,48217.0,PRESIDENT,TX,3524.0,7054.0,HILL
0,2000,48219.0,PRESIDENT,TX,1419.0,5250.0,HOCKLEY
0,2000,48221.0,PRESIDENT,TX,4704.0,12429.0,HOOD
0,2000,48223.0,PRESIDENT,TX,3692.0,7076.0,HOPKINS
0,2000,48225.0,PRESIDENT,TX,2833.0,5308.0,HOUSTON
0,2000,48227.0,PRESIDENT,TX,2744.0,6668.0,HOWARD
0,2000,48229.0,PRESIDENT,TX,380.0,514.0,HUDSPETH
0,2000,48231.0,PRESIDENT,TX,7857.0,16177.0,HUNT
0,2000,48233.0,PRESIDENT,TX,1796.0,7443.0,HUTCHINSON
0,2000,48235.0,PRESIDENT,TX,162.0,624.0,IRION
0,2000,48237.0,PRESIDENT,TX,822.0,2107.0,JACK
0,2000,48239.0,PRESIDENT,TX,1446.0,3365.0,JACKSON
0,2000,48241.0,PRESIDENT,TX,4533.0,7071.0,JASPER
0,2000,48243.0,PRESIDENT,TX,283.0,708.0,JEFF DAVIS
0,2000,48245.0,PRESIDENT,TX,45409.0,40320.0,JEFFERSON
0,2000,48247.0,PRESIDENT,TX,1512.0,623.0,JIM HOGG
0,2000,48249.0,PRESIDENT,TX,7418.0,4498.0,JIM WELLS
0,2000,48251.0,PRESIDENT,TX,11778.0,26202.0,JOHNSON
0,2000,48253.0,PRESIDENT,TX,1899.0,4080.0,JONES
0,2000,48255.0,PRESIDENT,TX,1617.0,2638.0,KARNES
0,2000,48257.0,PRESIDENT,TX,7455.0,15290.0,KAUFMAN
0,2000,48259.0,PRESIDENT,TX,1901.0,8788.0,KENDALL
0,2000,48261.0,PRESIDENT,TX,119.0,106.0,KENEDY
0,2000,48263.0,PRESIDENT,TX,185.0,346.0,KENT
0,2000,48265.0,PRESIDENT,TX,4002.0,14637.0,KERR
0,2000,48267.0,PRESIDENT,TX,328.0,1313.0,KIMBLE
0,2000,48269.0,PRESIDENT,TX,14.0,120.0,KING
0,2000,48271.0,PRESIDENT,TX,486.0,932.0,KINNEY
0,2000,48273.0,PRESIDENT,TX,4481.0,4526.0,KLEBERG
0,2000,48275.0,PRESIDENT,TX,617.0,947.0,KNOX
0,2000,48277.0,PRESIDENT,TX,5553.0,9775.0,LAMAR
0,2000,48279.0,PRESIDENT,TX,1114.0,3451.0,LAMB
0,2000,48281.0,PRESIDENT,TX,1569.0,4526.0,LAMPASAS
0,2000,48283.0,PRESIDENT,TX,1266.0,731.0,LA SALLE
0,2000,48285.0,PRESIDENT,TX,2171.0,5288.0,LAVACA
0,2000,48287.0,PRESIDENT,TX,1733.0,3699.0,LEE
0,2000,48289.0,PRESIDENT,TX,1893.0,4362.0,LEON
0,2000,48291.0,PRESIDENT,TX,7311.0,12458.0,LIBERTY
0,2000,48293.0,PRESIDENT,TX,2768.0,4212.0,LIMESTONE
0,2000,48295.0,PRESIDENT,TX,206.0,1072.0,LIPSCOMB
0,2000,48297.0,PRESIDENT,TX,1114.0,2828.0,LIVE OAK
0,2000,48299.0,PRESIDENT,TX,2143.0,6295.0,LLANO
0,2000,48301.0,PRESIDENT,TX,29.0,124.0,LOVING
0,2000,48303.0,PRESIDENT,TX,18469.0,56054.0,LUBBOCK
0,2000,48305.0,PRESIDENT,TX,562.0,1507.0,LYNN
0,2000,48307.0,PRESIDENT,TX,794.0,2084.0,MCCULLOCH
0,2000,48309.0,PRESIDENT,TX,23462.0,43955.0,MCLENNAN
0,2000,48311.0,PRESIDENT,TX,77.0,358.0,MCMULLEN
0,2000,48313.0,PRESIDENT,TX,1241.0,2333.0,MADISON
0,2000,48315.0,PRESIDENT,TX,1852.0,2039.0,MARION
0,2000,48317.0,PRESIDENT,TX,415.0,1520.0,MARTIN
0,2000,48319.0,PRESIDENT,TX,417.0,1352.0,MASON
0,2000,48321.0,PRESIDENT,TX,4696.0,7584.0,MATAGORDA
0,2000,48323.0,PRESIDENT,TX,5995.0,3143.0,MAVERICK
0,2000,48325.0,PRESIDENT,TX,4025.0,8590.0,MEDINA
0,2000,48327.0,PRESIDENT,TX,334.0,642.0,MENARD
0,2000,48329.0,PRESIDENT,TX,7534.0,31514.0,MIDLAND
0,2000,48331.0,PRESIDENT,TX,3429.0,4706.0,MILAM
0,2000,48333.0,PRESIDENT,TX,548.0,1738.0,MILLS
0,2000,48335.0,PRESIDENT,TX,837.0,1708.0,MITCHELL
0,2000,48337.0,PRESIDENT,TX,2256.0,4951.0,MONTAGUE
0,2000,48339.0,PRESIDENT,TX,23286.0,80600.0,MONTGOMERY
0,2000,48341.0,PRESIDENT,TX,1040.0,4201.0,MOORE
0,2000,48343.0,PRESIDENT,TX,2455.0,2381.0,MORRIS
0,2000,48345.0,PRESIDENT,TX,118.0,514.0,MOTLEY
0,2000,48347.0,PRESIDENT,TX,6204.0,13145.0,NACOGDOCHES
0,2000,48349.0,PRESIDENT,TX,5366.0,8358.0,NAVARRO
0,2000,48351.0,PRESIDENT,TX,2503.0,2423.0,NEWTON
0,2000,48353.0,PRESIDENT,TX,1874.0,3337.0,NOLAN
0,2000,48355.0,PRESIDENT,TX,45349.0,49906.0,NUECES
0,2000,48357.0,PRESIDENT,TX,251.0,2687.0,OCHILTREE
0,2000,48359.0,PRESIDENT,TX,108.0,659.0,OLDHAM
0,2000,48361.0,PRESIDENT,TX,11887.0,17325.0,ORANGE
0,2000,48363.0,PRESIDENT,TX,3263.0,5690.0,PALO PINTO
0,2000,48365.0,PRESIDENT,TX,3011.0,5975.0,PANOLA
0,2000,48367.0,PRESIDENT,TX,8878.0,23651.0,PARKER
0,2000,48369.0,PRESIDENT,TX,447.0,2274.0,PARMER
0,2000,48371.0,PRESIDENT,TX,1539.0,2700.0,PECOS
0,2000,48373.0,PRESIDENT,TX,6877.0,11746.0,POLK
0,2000,48375.0,PRESIDENT,TX,7242.0,17629.0,POTTER
0,2000,48377.0,PRESIDENT,TX,1064.0,618.0,PRESIDIO
0,2000,48379.0,PRESIDENT,TX,1225.0,2049.0,RAINS
0,2000,48381.0,PRESIDENT,TX,7209.0,33921.0,RANDALL
0,2000,48383.0,PRESIDENT,TX,282.0,959.0,REAGAN
0,2000,48385.0,PRESIDENT,TX,316.0,1146.0,REAL
0,2000,48387.0,PRESIDENT,TX,2219.0,2941.0,RED RIVER
0,2000,48389.0,PRESIDENT,TX,1872.0,1273.0,REEVES
0,2000,48391.0,PRESIDENT,TX,1172.0,1721.0,REFUGIO
0,2000,48393.0,PRESIDENT,TX,72.0,472.0,ROBERTS
0,2000,48395.0,PRESIDENT,TX,3283.0,3007.0,ROBERTSON
0,2000,48397.0,PRESIDENT,TX,3642.0,13666.0,ROCKWALL
0,2000,48399.0,PRESIDENT,TX,969.0,3020.0,RUNNELS
0,2000,48401.0,PRESIDENT,TX,4841.0,11611.0,RUSK
0,2000,48403.0,PRESIDENT,TX,1753.0,2764.0,SABINE
0,2000,48405.0,PRESIDENT,TX,1636.0,2116.0,SAN AUGUSTINE
0,2000,48407.0,PRESIDENT,TX,2946.0,4623.0,SAN JACINTO
0,2000,48409.0,PRESIDENT,TX,7840.0,10599.0,SAN PATRICIO
0,2000,48411.0,PRESIDENT,TX,618.0,1691.0,SAN SABA
0,2000,48413.0,PRESIDENT,TX,338.0,826.0,SCHLEICHER
0,2000,48415.0,PRESIDENT,TX,1193.0,4060.0,SCURRY
0,2000,48417.0,PRESIDENT,TX,264.0,1066.0,SHACKELFORD
0,2000,48419.0,PRESIDENT,TX,3227.0,5692.0,SHELBY
0,2000,48421.0,PRESIDENT,TX,144.0,998.0,SHERMAN
0,2000,48423.0,PRESIDENT,TX,16470.0,43320.0,SMITH
0,2000,48425.0,PRESIDENT,TX,752.0,2120.0,SOMERVELL
0,2000,48427.0,PRESIDENT,TX,6505.0,1911.0,STARR
0,2000,48429.0,PRESIDENT,TX,811.0,2425.0,STEPHENS
0,2000,48431.0,PRESIDENT,TX,132.0,520.0,STERLING
0,2000,48433.0,PRESIDENT,TX,294.0,496.0,STONEWALL
0,2000,48435.0,PRESIDENT,TX,468.0,1063.0,SUTTON
0,2000,48437.0,PRESIDENT,TX,856.0,1612.0,SWISHER
0,2000,48439.0,PRESIDENT,TX,173758.0,286921.0,TARRANT
0,2000,48441.0,PRESIDENT,TX,10504.0,31701.0,TAYLOR
0,2000,48443.0,PRESIDENT,TX,219.0,243.0,TERRELL
0,2000,48445.0,PRESIDENT,TX,1108.0,2910.0,TERRY
0,2000,48447.0,PRESIDENT,TX,228.0,608.0,THROCKMORTON
0,2000,48449.0,PRESIDENT,TX,3008.0,4995.0,TITUS
0,2000,48451.0,PRESIDENT,TX,9288.0,24733.0,TOM GREEN
0,2000,48453.0,PRESIDENT,TX,125526.0,141235.0,TRAVIS
0,2000,48455.0,PRESIDENT,TX,2142.0,3093.0,TRINITY
0,2000,48457.0,PRESIDENT,TX,2775.0,4236.0,TYLER
0,2000,48459.0,PRESIDENT,TX,4180.0,8448.0,UPSHUR
0,2000,48461.0,PRESIDENT,TX,266.0,982.0,UPTON
0,2000,48463.0,PRESIDENT,TX,3436.0,4855.0,UVALDE
0,2000,48465.0,PRESIDENT,TX,5056.0,6223.0,VAL VERDE
0,2000,48467.0,PRESIDENT,TX,5245.0,12383.0,VAN ZANDT
0,2000,48469.0,PRESIDENT,TX,8176.0,18787.0,VICTORIA
0,2000,48471.0,PRESIDENT,TX,4943.0,9076.0,WALKER
0,2000,48473.0,PRESIDENT,TX,5046.0,5686.0,WALLER
0,2000,48475.0,PRESIDENT,TX,1256.0,2534.0,WARD
0,2000,48477.0,PRESIDENT,TX,2996.0,8645.0,WASHINGTON
0,2000,48479.0,PRESIDENT,TX,18120.0,13076.0,WEBB
0,2000,48481.0,PRESIDENT,TX,4838.0,8455.0,WHARTON
0,2000,48483.0,PRESIDENT,TX,579.0,1787.0,WHEELER
0,2000,48485.0,PRESIDENT,TX,14108.0,27802.0,WICHITA
0,2000,48487.0,PRESIDENT,TX,1356.0,3138.0,WILBARGER
0,2000,48489.0,PRESIDENT,TX,3218.0,1789.0,WILLACY
0,2000,48491.0,PRESIDENT,TX,26591.0,65041.0,WILLIAMSON
0,2000,48493.0,PRESIDENT,TX,3997.0,7509.0,WILSON
0,2000,48495.0,PRESIDENT,TX,556.0,1468.0,WINKLER
0,2000,48497.0,PRESIDENT,TX,4830.0,11234.0,WISE
0,2000,48499.0,PRESIDENT,TX,3893.0,9810.0,WOOD
0,2000,48501.0,PRESIDENT,TX,531.0,1911.0,YOAKUM
0,2000,48503.0,PRESIDENT,TX,1843.0,5022.0,YOUNG
0,2000,48505.0,PRESIDENT,TX,1638.0,953.0,ZAPATA
0,2000,48507.0,PRESIDENT,TX,2616.0,751.0,ZAVALA
0,2004,6001.0,PRESIDENT,CA,422585.0,130911.0,ALAMEDA
0,2004,6003.0,PRESIDENT,CA,373.0,311.0,ALPINE
0,2004,6005.0,PRESIDENT,CA,6211.0,10479.0,AMADOR
0,2004,6007.0,PRESIDENT,CA,42448.0,51662.0,BUTTE
0,2004,6009.0,PRESIDENT,CA,8286.0,13601.0,CALAVERAS
0,2004,6011.0,PRESIDENT,CA,1947.0,4142.0,COLUSA
0,2004,6013.0,PRESIDENT,CA,257254.0,150608.0,CONTRA COSTA
0,2004,6015.0,PRESIDENT,CA,3892.0,5356.0,DEL NORTE
0,2004,6017.0,PRESIDENT,CA,32242.0,52878.0,EL DORADO
0,2004,6019.0,PRESIDENT,CA,103154.0,141988.0,FRESNO
0,2004,6021.0,PRESIDENT,CA,2995.0,6308.0,GLENN
0,2004,6023.0,PRESIDENT,CA,37988.0,25714.0,HUMBOLDT
0,2004,6025.0,PRESIDENT,CA,13955.0,11628.0,IMPERIAL
0,2004,6027.0,PRESIDENT,CA,3021.0,4559.0,INYO
0,2004,6029.0,PRESIDENT,CA,68603.0,140417.0,KERN
0,2004,6031.0,PRESIDENT,CA,10833.0,21003.0,KINGS
0,2004,6033.0,PRESIDENT,CA,9679.0,8185.0,LAKE
0,2004,6035.0,PRESIDENT,CA,3158.0,8126.0,LASSEN
0,2004,6037.0,PRESIDENT,CA,1907736.0,1076225.0,LOS ANGELES
0,2004,6039.0,PRESIDENT,CA,13481.0,24871.0,MADERA
0,2004,6041.0,PRESIDENT,CA,99070.0,34378.0,MARIN
0,2004,6043.0,PRESIDENT,CA,3251.0,5215.0,MARIPOSA
0,2004,6045.0,PRESIDENT,CA,24385.0,12955.0,MENDOCINO
0,2004,6047.0,PRESIDENT,CA,24491.0,32773.0,MERCED
0,2004,6049.0,PRESIDENT,CA,1149.0,3235.0,MODOC
0,2004,6051.0,PRESIDENT,CA,2628.0,2621.0,MONO
0,2004,6053.0,PRESIDENT,CA,75241.0,47838.0,MONTEREY
0,2004,6055.0,PRESIDENT,CA,33666.0,22059.0,NAPA
0,2004,6057.0,PRESIDENT,CA,24220.0,28790.0,NEVADA
0,2004,6059.0,PRESIDENT,CA,419239.0,641832.0,ORANGE
0,2004,6061.0,PRESIDENT,CA,55573.0,95969.0,PLACER
0,2004,6063.0,PRESIDENT,CA,4129.0,6905.0,PLUMAS
0,2004,6065.0,PRESIDENT,CA,228806.0,322473.0,RIVERSIDE
0,2004,6067.0,PRESIDENT,CA,236657.0,235539.0,SACRAMENTO
0,2004,6069.0,PRESIDENT,CA,9851.0,8698.0,SAN BENITO
0,2004,6071.0,PRESIDENT,CA,227789.0,289306.0,SAN BERNARDINO
0,2004,6073.0,PRESIDENT,CA,526437.0,596033.0,SAN DIEGO
0,2004,6075.0,PRESIDENT,CA,296772.0,54355.0,SAN FRANCISCO
0,2004,6077.0,PRESIDENT,CA,87012.0,100978.0,SAN JOAQUIN
0,2004,6079.0,PRESIDENT,CA,58742.0,67995.0,SAN LUIS OBISPO
0,2004,6081.0,PRESIDENT,CA,197922.0,83315.0,SAN MATEO
0,2004,6083.0,PRESIDENT,CA,90314.0,76806.0,SANTA BARBARA
0,2004,6085.0,PRESIDENT,CA,386100.0,209094.0,SANTA CLARA
0,2004,6087.0,PRESIDENT,CA,89102.0,30354.0,SANTA CRUZ
0,2004,6089.0,PRESIDENT,CA,24339.0,52249.0,SHASTA
0,2004,6091.0,PRESIDENT,CA,646.0,1249.0,SIERRA
0,2004,6093.0,PRESIDENT,CA,7880.0,12673.0,SISKIYOU
0,2004,6095.0,PRESIDENT,CA,85096.0,62301.0,SOLANO
0,2004,6097.0,PRESIDENT,CA,148261.0,68204.0,SONOMA
0,2004,6099.0,PRESIDENT,CA,58829.0,85407.0,STANISLAUS
0,2004,6101.0,PRESIDENT,CA,9602.0,20254.0,SUTTER
0,2004,6103.0,PRESIDENT,CA,7504.0,15572.0,TEHAMA
0,2004,6105.0,PRESIDENT,CA,2782.0,3560.0,TRINITY
0,2004,6107.0,PRESIDENT,CA,32494.0,65399.0,TULARE
0,2004,6109.0,PRESIDENT,CA,10104.0,15745.0,TUOLUMNE
0,2004,6111.0,PRESIDENT,CA,148859.0,160314.0,VENTURA
0,2004,6113.0,PRESIDENT,CA,42885.0,28005.0,YOLO
0,2004,6115.0,PRESIDENT,CA,5687.0,12076.0,YUBA
0,2004,12001.0,PRESIDENT,FL,62504.0,47762.0,ALACHUA
0,2004,12003.0,PRESIDENT,FL,2180.0,7738.0,BAKER
0,2004,12005.0,PRESIDENT,FL,21068.0,53404.0,BAY
0,2004,12007.0,PRESIDENT,FL,3244.0,7557.0,BRADFORD
0,2004,12009.0,PRESIDENT,FL,110309.0,153068.0,BREVARD
0,2004,12011.0,PRESIDENT,FL,453873.0,244674.0,BROWARD
0,2004,12013.0,PRESIDENT,FL,2116.0,3782.0,CALHOUN
0,2004,12015.0,PRESIDENT,FL,34256.0,44428.0,CHARLOTTE
0,2004,12017.0,PRESIDENT,FL,29277.0,39500.0,CITRUS
0,2004,12019.0,PRESIDENT,FL,18971.0,62078.0,CLAY
0,2004,12021.0,PRESIDENT,FL,43892.0,83631.0,COLLIER
0,2004,12023.0,PRESIDENT,FL,8031.0,16758.0,COLUMBIA
0,2004,12027.0,PRESIDENT,FL,3913.0,5524.0,DESOTO
0,2004,12029.0,PRESIDENT,FL,1960.0,4434.0,DIXIE
0,2004,12031.0,PRESIDENT,FL,158610.0,220190.0,DUVAL
0,2004,12033.0,PRESIDENT,FL,48329.0,93566.0,ESCAMBIA
0,2004,12035.0,PRESIDENT,FL,18578.0,19633.0,FLAGLER
0,2004,12037.0,PRESIDENT,FL,2401.0,3472.0,FRANKLIN
0,2004,12039.0,PRESIDENT,FL,14629.0,6253.0,GADSDEN
0,2004,12041.0,PRESIDENT,FL,2017.0,4936.0,GILCHRIST
0,2004,12043.0,PRESIDENT,FL,1718.0,2443.0,GLADES
0,2004,12045.0,PRESIDENT,FL,2407.0,4805.0,GULF
0,2004,12047.0,PRESIDENT,FL,2260.0,2792.0,HAMILTON
0,2004,12049.0,PRESIDENT,FL,2149.0,5049.0,HARDEE
0,2004,12051.0,PRESIDENT,FL,3960.0,5757.0,HENDRY
0,2004,12053.0,PRESIDENT,FL,37187.0,42635.0,HERNANDO
0,2004,12055.0,PRESIDENT,FL,15347.0,25878.0,HIGHLANDS
0,2004,12057.0,PRESIDENT,FL,214132.0,245576.0,HILLSBOROUGH
0,2004,12059.0,PRESIDENT,FL,1810.0,6412.0,HOLMES
0,2004,12061.0,PRESIDENT,FL,23956.0,36938.0,INDIAN RIVER
0,2004,12063.0,PRESIDENT,FL,7555.0,12122.0,JACKSON
0,2004,12065.0,PRESIDENT,FL,4135.0,3298.0,JEFFERSON
0,2004,12067.0,PRESIDENT,FL,845.0,2460.0,LAFAYETTE
0,2004,12069.0,PRESIDENT,FL,48221.0,74389.0,LAKE
0,2004,12071.0,PRESIDENT,FL,93860.0,144176.0,LEE
0,2004,12073.0,PRESIDENT,FL,83873.0,51615.0,LEON
0,2004,12075.0,PRESIDENT,FL,6074.0,10410.0,LEVY
0,2004,12077.0,PRESIDENT,FL,1070.0,1927.0,LIBERTY
0,2004,12079.0,PRESIDENT,FL,4050.0,4191.0,MADISON
0,2004,12081.0,PRESIDENT,FL,61262.0,81318.0,MANATEE
0,2004,12083.0,PRESIDENT,FL,57271.0,81283.0,MARION
0,2004,12085.0,PRESIDENT,FL,30208.0,41362.0,MARTIN
0,2004,12086.0,PRESIDENT,FL,409732.0,361095.0,MIAMI-DADE
0,2004,12087.0,PRESIDENT,FL,19654.0,19467.0,MONROE
0,2004,12089.0,PRESIDENT,FL,8573.0,23783.0,NASSAU
0,2004,12091.0,PRESIDENT,FL,19368.0,69693.0,OKALOOSA
0,2004,12093.0,PRESIDENT,FL,5153.0,6978.0,OKEECHOBEE
0,2004,12095.0,PRESIDENT,FL,193354.0,192539.0,ORANGE
0,2004,12097.0,PRESIDENT,FL,38633.0,43117.0,OSCEOLA
0,2004,12099.0,PRESIDENT,FL,328687.0,212688.0,PALM BEACH
0,2004,12101.0,PRESIDENT,FL,84749.0,103230.0,PASCO
0,2004,12103.0,PRESIDENT,FL,225460.0,225686.0,PINELLAS
0,2004,12105.0,PRESIDENT,FL,86009.0,123559.0,POLK
0,2004,12107.0,PRESIDENT,FL,12412.0,18311.0,PUTNAM
0,2004,12109.0,PRESIDENT,FL,26399.0,59196.0,ST. JOHNS
0,2004,12111.0,PRESIDENT,FL,51835.0,47592.0,ST. LUCIE
0,2004,12113.0,PRESIDENT,FL,14659.0,52059.0,SANTA ROSA
0,2004,12115.0,PRESIDENT,FL,88442.0,104692.0,SARASOTA
0,2004,12117.0,PRESIDENT,FL,76971.0,108172.0,SEMINOLE
0,2004,12119.0,PRESIDENT,FL,11584.0,19800.0,SUMTER
0,2004,12121.0,PRESIDENT,FL,4522.0,11153.0,SUWANNEE
0,2004,12123.0,PRESIDENT,FL,3049.0,5467.0,TAYLOR
0,2004,12125.0,PRESIDENT,FL,1251.0,3396.0,UNION
0,2004,12127.0,PRESIDENT,FL,115519.0,111924.0,VOLUSIA
0,2004,12129.0,PRESIDENT,FL,4896.0,6777.0,WAKULLA
0,2004,12131.0,PRESIDENT,FL,6213.0,17555.0,WALTON
0,2004,12133.0,PRESIDENT,FL,2912.0,7369.0,WASHINGTON
0,2004,17001.0,PRESIDENT,IL,10511.0,20834.0,ADAMS
0,2004,17003.0,PRESIDENT,IL,2016.0,1831.0,ALEXANDER
0,2004,17005.0,PRESIDENT,IL,3228.0,4068.0,BOND
0,2004,17007.0,PRESIDENT,IL,8286.0,11132.0,BOONE
0,2004,17009.0,PRESIDENT,IL,895.0,1679.0,BROWN
0,2004,17011.0,PRESIDENT,IL,7961.0,9822.0,BUREAU
0,2004,17013.0,PRESIDENT,IL,1367.0,1317.0,CALHOUN
0,2004,17015.0,PRESIDENT,IL,3537.0,4534.0,CARROLL
0,2004,17017.0,PRESIDENT,IL,2492.0,3163.0,CASS
0,2004,17019.0,PRESIDENT,IL,41524.0,39896.0,CHAMPAIGN
0,2004,17021.0,PRESIDENT,IL,6112.0,9044.0,CHRISTIAN
0,2004,17023.0,PRESIDENT,IL,2877.0,5082.0,CLARK
0,2004,17025.0,PRESIDENT,IL,2101.0,4416.0,CLAY
0,2004,17027.0,PRESIDENT,IL,6797.0,10219.0,CLINTON
0,2004,17029.0,PRESIDENT,IL,9566.0,13015.0,COLES
0,2004,17031.0,PRESIDENT,IL,1439724.0,597405.0,COOK
0,2004,17033.0,PRESIDENT,IL,3194.0,6083.0,CRAWFORD
0,2004,17035.0,PRESIDENT,IL,1862.0,3497.0,CUMBERLAND
0,2004,17037.0,PRESIDENT,IL,19263.0,21095.0,DEKALB
0,2004,17039.0,PRESIDENT,IL,2836.0,4920.0,DE WITT
0,2004,17041.0,PRESIDENT,IL,2767.0,5702.0,DOUGLAS
0,2004,17043.0,PRESIDENT,IL,180097.0,218902.0,DUPAGE
0,2004,17045.0,PRESIDENT,IL,3093.0,5258.0,EDGAR
0,2004,17047.0,PRESIDENT,IL,930.0,2412.0,EDWARDS
0,2004,17049.0,PRESIDENT,IL,4388.0,11774.0,EFFINGHAM
0,2004,17051.0,PRESIDENT,IL,3571.0,5880.0,FAYETTE
0,2004,17053.0,PRESIDENT,IL,1912.0,4511.0,FORD
0,2004,17055.0,PRESIDENT,IL,8816.0,10388.0,FRANKLIN
0,2004,17057.0,PRESIDENT,IL,9080.0,7818.0,FULTON
0,2004,17059.0,PRESIDENT,IL,1573.0,1619.0,GALLATIN
0,2004,17061.0,PRESIDENT,IL,2457.0,3559.0,GREENE
0,2004,17063.0,PRESIDENT,IL,8463.0,11198.0,GRUNDY
0,2004,17065.0,PRESIDENT,IL,1814.0,2653.0,HAMILTON
0,2004,17067.0,PRESIDENT,IL,3975.0,5837.0,HANCOCK
0,2004,17069.0,PRESIDENT,IL,923.0,1501.0,HARDIN
0,2004,17071.0,PRESIDENT,IL,2269.0,1857.0,HENDERSON
0,2004,17073.0,PRESIDENT,IL,11877.0,13212.0,HENRY
0,2004,17075.0,PRESIDENT,IL,3832.0,9914.0,IROQUOIS
0,2004,17077.0,PRESIDENT,IL,14300.0,11190.0,JACKSON
0,2004,17079.0,PRESIDENT,IL,1781.0,3529.0,JASPER
0,2004,17081.0,PRESIDENT,IL,6713.0,10160.0,JEFFERSON
0,2004,17083.0,PRESIDENT,IL,4597.0,5435.0,JERSEY
0,2004,17085.0,PRESIDENT,IL,5311.0,6174.0,JO DAVIESS
0,2004,17087.0,PRESIDENT,IL,1813.0,3997.0,JOHNSON
0,2004,17089.0,PRESIDENT,IL,75922.0,94359.0,KANE
0,2004,17091.0,PRESIDENT,IL,20003.0,24739.0,KANKAKEE
0,2004,17093.0,PRESIDENT,IL,12374.0,19774.0,KENDALL
0,2004,17095.0,PRESIDENT,IL,13403.0,11111.0,KNOX
0,2004,17097.0,PRESIDENT,IL,134352.0,139081.0,LAKE
0,2004,17099.0,PRESIDENT,IL,24263.0,26101.0,LASALLE
0,2004,17101.0,PRESIDENT,IL,2518.0,4162.0,LAWRENCE
0,2004,17103.0,PRESIDENT,IL,6416.0,9307.0,LEE
0,2004,17105.0,PRESIDENT,IL,5632.0,10316.0,LIVINGSTON
0,2004,17107.0,PRESIDENT,IL,4273.0,9112.0,LOGAN
