,year,FIPS,office,state,dem_votes,rep_votes,total_votes,target,win_margin,win_percentage,State,County [2],Population(2010),Land Areami²,Water Areami²,Total Areami²,Latitude,Longitude
1636,2020,48091,PRESIDENT,TX,24826.0,62740.0,87566.0,1,21.650000000000006,71.65,TX,Comal,108472,559.476,15.402,574.878,29.80301,-98.2552
1637,2000,48093,PRESIDENT,TX,1636.0,3334.0,4970.0,1,17.08,67.08,TX,Comanche,13974,937.754,9.930,947.684,31.95164,-98.54961
1638,2004,48093,PRESIDENT,TX,1431.0,3813.0,5244.0,1,22.709999999999994,72.71,TX,Comanche,13974,937.754,9.930,947.684,31.95164,-98.54961
1639,2008,48093,PRESIDENT,TX,1334.0,3813.0,5147.0,1,24.08,74.08,TX,Comanche,13974,937.754,9.930,947.684,31.95164,-98.54961
1640,2012,48093,PRESIDENT,TX,890.0,3944.0,4834.0,1,31.590000000000003,81.59,TX,Comanche,13974,937.754,9.930,947.684,31.95164,-98.54961
1641,2016,48093,PRESIDENT,TX,789.0,4333.0,5122.0,1,34.599999999999994,84.6,TX,Comanche,13974,937.754,9.930,947.684,31.95164,-98.54961
1642,2020,48093,PRESIDENT,TX,853.0,5177.0,6030.0,1,35.849999999999994,85.85,TX,Comanche,13974,937.754,9.930,947.684,31.95164,-98.54961
1643,2000,48095,PRESIDENT,TX,268.0,818.0,1086.0,1,25.319999999999993,75.32,TX,Concho,4087,983.799,9.894,993.693,31.31886,-99.86364
1644,2004,48095,PRESIDENT,TX,270.0,911.0,1181.0,1,27.14,77.14,TX,Concho,4087,983.799,9.894,993.693,31.31886,-99.86364
1645,2008,48095,PRESIDENT,TX,257.0,807.0,1064.0,1,25.849999999999994,75.85,TX,Concho,4087,983.799,9.894,993.693,31.31886,-99.86364
1646,2012,48095,PRESIDENT,TX,194.0,793.0,987.0,1,30.340000000000003,80.34,TX,Concho,4087,983.799,9.894,993.693,31.31886,-99.86364
1647,2016,48095,PRESIDENT,TX,148.0,885.0,1033.0,1,35.67,85.67,TX,Concho,4087,983.799,9.894,993.693,31.31886,-99.86364
1648,2020,48095,PRESIDENT,TX,197.0,1058.0,1255.0,1,34.3,84.3,TX,Concho,4087,983.799,9.894,993.693,31.31886,-99.86364
1649,2000,48097,PRESIDENT,TX,3153.0,10128.0,13281.0,1,26.260000000000005,76.26,TX,Cooke,38437,874.759,23.681,898.440,33.63916,-97.21037
1650,2004,48097,PRESIDENT,TX,3142.0,11908.0,15050.0,1,29.120000000000005,79.12,TX,Cooke,38437,874.759,23.681,898.440,33.63916,-97.21037
1651,2008,48097,PRESIDENT,TX,3051.0,11871.0,14922.0,1,29.549999999999997,79.55,TX,Cooke,38437,874.759,23.681,898.440,33.63916,-97.21037
1652,2012,48097,PRESIDENT,TX,2246.0,11951.0,14197.0,1,34.18000000000001,84.18,TX,Cooke,38437,874.759,23.681,898.440,33.63916,-97.21037
1653,2016,48097,PRESIDENT,TX,2352.0,13181.0,15533.0,1,34.86,84.86,TX,Cooke,38437,874.759,23.681,898.440,33.63916,-97.21037
1654,2020,48097,PRESIDENT,TX,3210.0,15596.0,18806.0,1,32.93000000000001,82.93,TX,Cooke,38437,874.759,23.681,898.440,33.63916,-97.21037
1655,2000,48099,PRESIDENT,TX,4493.0,10321.0,14814.0,1,19.67,69.67,TX,Coryell,75388,1052.066,4.690,1056.756,31.39117,-97.79802
1656,2004,48099,PRESIDENT,TX,5122.0,12421.0,17543.0,1,20.799999999999997,70.8,TX,Coryell,75388,1052.066,4.690,1056.756,31.39117,-97.79802
1657,2008,48099,PRESIDENT,TX,6619.0,11550.0,18169.0,1,13.57,63.57,TX,Coryell,75388,1052.066,4.690,1056.756,31.39117,-97.79802
1658,2012,48099,PRESIDENT,TX,5158.0,11220.0,16378.0,1,18.510000000000005,68.51,TX,Coryell,75388,1052.066,4.690,1056.756,31.39117,-97.79802
1659,2016,48099,PRESIDENT,TX,5064.0,12225.0,17289.0,1,20.709999999999994,70.71,TX,Coryell,75388,1052.066,4.690,1056.756,31.39117,-97.79802
1660,2020,48099,PRESIDENT,TX,7565.0,15438.0,23003.0,1,17.11,67.11,TX,Coryell,75388,1052.066,4.690,1056.756,31.39117,-97.79802
1661,2000,48101,PRESIDENT,TX,241.0,502.0,743.0,1,17.560000000000002,67.56,TX,Cottle,1505,900.563,1.052,901.615,34.0919,-100.27644
1662,2004,48101,PRESIDENT,TX,214.0,549.0,763.0,1,21.950000000000003,71.95,TX,Cottle,1505,900.563,1.052,901.615,34.0919,-100.27644
1663,2008,48101,PRESIDENT,TX,187.0,509.0,696.0,1,23.129999999999995,73.13,TX,Cottle,1505,900.563,1.052,901.615,34.0919,-100.27644
1664,2012,48101,PRESIDENT,TX,180.0,555.0,735.0,1,25.510000000000005,75.51,TX,Cottle,1505,900.563,1.052,901.615,34.0919,-100.27644
1665,2016,48101,PRESIDENT,TX,92.0,506.0,598.0,1,34.620000000000005,84.62,TX,Cottle,1505,900.563,1.052,901.615,34.0919,-100.27644
1666,2020,48101,PRESIDENT,TX,113.0,540.0,653.0,1,32.7,82.7,TX,Cottle,1505,900.563,1.052,901.615,34.0919,-100.27644
1667,2000,48103,PRESIDENT,TX,387.0,1246.0,1633.0,1,26.299999999999997,76.3,TX,Crane,4375,785.069,0.655,785.724,31.42279,-102.48777
1668,2004,48103,PRESIDENT,TX,254.0,1314.0,1568.0,1,33.8,83.8,TX,Crane,4375,785.069,0.655,785.724,31.42279,-102.48777
1669,2008,48103,PRESIDENT,TX,319.0,1119.0,1438.0,1,27.819999999999993,77.82,TX,Crane,4375,785.069,0.655,785.724,31.42279,-102.48777
1670,2012,48103,PRESIDENT,TX,275.0,985.0,1260.0,1,28.17,78.17,TX,Crane,4375,785.069,0.655,785.724,31.42279,-102.48777
1671,2016,48103,PRESIDENT,TX,299.0,1049.0,1348.0,1,27.819999999999993,77.82,TX,Crane,4375,785.069,0.655,785.724,31.42279,-102.48777
1672,2020,48103,PRESIDENT,TX,241.0,1247.0,1488.0,1,33.8,83.8,TX,Crane,4375,785.069,0.655,785.724,31.42279,-102.48777
1673,2000,48105,PRESIDENT,TX,467.0,924.0,1391.0,1,16.430000000000007,66.43,TX,Crockett,3719,2807.327,0.021,2807.348,30.71753,-101.40421
1674,2004,48105,PRESIDENT,TX,473.0,1248.0,1721.0,1,22.519999999999996,72.52,TX,Crockett,3719,2807.327,0.021,2807.348,30.71753,-101.40421
1675,2008,48105,PRESIDENT,TX,512.0,1026.0,1538.0,1,16.709999999999994,66.71,TX,Crockett,3719,2807.327,0.021,2807.348,30.71753,-101.40421
1676,2012,48105,PRESIDENT,TX,480.0,957.0,1437.0,1,16.599999999999994,66.6,TX,Crockett,3719,2807.327,0.021,2807.348,30.71753,-101.40421
1677,2016,48105,PRESIDENT,TX,372.0,980.0,1352.0,1,22.489999999999995,72.49,TX,Crockett,3719,2807.327,0.021,2807.348,30.71753,-101.40421
1678,2020,48105,PRESIDENT,TX,344.0,1220.0,1564.0,1,28.010000000000005,78.01,TX,Crockett,3719,2807.327,0.021,2807.348,30.71753,-101.40421
1679,2000,48107,PRESIDENT,TX,705.0,1270.0,1975.0,1,14.299999999999997,64.3,TX,Crosby,6059,900.198,1.496,901.694,33.60914,-101.29871
1680,2004,48107,PRESIDENT,TX,622.0,1647.0,2269.0,1,22.590000000000003,72.59,TX,Crosby,6059,900.198,1.496,901.694,33.60914,-101.29871
1681,2008,48107,PRESIDENT,TX,684.0,1221.0,1905.0,1,14.090000000000003,64.09,TX,Crosby,6059,900.198,1.496,901.694,33.60914,-101.29871
1682,2012,48107,PRESIDENT,TX,639.0,1132.0,1771.0,1,13.920000000000002,63.92,TX,Crosby,6059,900.198,1.496,901.694,33.60914,-101.29871
1683,2016,48107,PRESIDENT,TX,468.0,1181.0,1649.0,1,21.620000000000005,71.62,TX,Crosby,6059,900.198,1.496,901.694,33.60914,-101.29871
1684,2020,48107,PRESIDENT,TX,527.0,1396.0,1923.0,1,22.590000000000003,72.59,TX,Crosby,6059,900.198,1.496,901.694,33.60914,-101.29871
1685,2000,48109,PRESIDENT,TX,577.0,413.0,990.0,0,8.280000000000001,58.28,TX,Culberson,2398,3812.798,0.215,3813.013,31.4459,-104.52694
1686,2004,48109,PRESIDENT,TX,375.0,407.0,782.0,1,2.049999999999997,52.05,TX,Culberson,2398,3812.798,0.215,3813.013,31.4459,-104.52694
1687,2008,48109,PRESIDENT,TX,492.0,257.0,749.0,0,15.689999999999998,65.69,TX,Culberson,2398,3812.798,0.215,3813.013,31.4459,-104.52694
1688,2012,48109,PRESIDENT,TX,568.0,295.0,863.0,0,15.819999999999993,65.82,TX,Culberson,2398,3812.798,0.215,3813.013,31.4459,-104.52694
1689,2016,48109,PRESIDENT,TX,454.0,280.0,734.0,0,11.850000000000001,61.85,TX,Culberson,2398,3812.798,0.215,3813.013,31.4459,-104.52694
1690,2020,48109,PRESIDENT,TX,438.0,415.0,853.0,0,1.3500000000000014,51.35,TX,Culberson,2398,3812.798,0.215,3813.013,31.4459,-104.52694
1691,2000,48111,PRESIDENT,TX,341.0,1385.0,1726.0,1,30.239999999999995,80.24,TX,Dallam,6703,1503.259,2.001,1505.260,36.28637,-102.59402
1692,2004,48111,PRESIDENT,TX,305.0,1473.0,1778.0,1,32.849999999999994,82.85,TX,Dallam,6703,1503.259,2.001,1505.260,36.28637,-102.59402
1693,2008,48111,PRESIDENT,TX,302.0,1269.0,1571.0,1,30.78,80.78,TX,Dallam,6703,1503.259,2.001,1505.260,36.28637,-102.59402
1694,2012,48111,PRESIDENT,TX,253.0,1248.0,1501.0,1,33.14,83.14,TX,Dallam,6703,1503.259,2.001,1505.260,36.28637,-102.59402
1695,2016,48111,PRESIDENT,TX,222.0,1261.0,1483.0,1,35.03,85.03,TX,Dallam,6703,1503.259,2.001,1505.260,36.28637,-102.59402
1696,2020,48111,PRESIDENT,TX,197.0,1389.0,1586.0,1,37.58,87.58,TX,Dallam,6703,1503.259,2.001,1505.260,36.28637,-102.59402
1697,2000,48113,PRESIDENT,TX,275308.0,322345.0,597653.0,1,3.9399999999999977,53.94,TX,Dallas,2368139,871.279,37.335,908.614,32.76698,-96.77842
1698,2004,48113,PRESIDENT,TX,336641.0,346246.0,682887.0,1,0.7000000000000028,50.7,TX,Dallas,2368139,871.279,37.335,908.614,32.76698,-96.77842
1699,2008,48113,PRESIDENT,TX,422989.0,310000.0,732989.0,0,7.710000000000001,57.71,TX,Dallas,2368139,871.279,37.335,908.614,32.76698,-96.77842
1700,2012,48113,PRESIDENT,TX,405571.0,295813.0,701384.0,0,7.82,57.82,TX,Dallas,2368139,871.279,37.335,908.614,32.76698,-96.77842
1701,2016,48113,PRESIDENT,TX,461080.0,262945.0,724025.0,0,13.68,63.68,TX,Dallas,2368139,871.279,37.335,908.614,32.76698,-96.77842
1702,2020,48113,PRESIDENT,TX,598576.0,307076.0,905652.0,0,16.090000000000003,66.09,TX,Dallas,2368139,871.279,37.335,908.614,32.76698,-96.77842
1703,2000,48115,PRESIDENT,TX,1463.0,3337.0,4800.0,1,19.519999999999996,69.52,TX,Dawson,13833,900.306,1.823,902.129,32.74193,-101.94732
1704,2004,48115,PRESIDENT,TX,1114.0,3419.0,4533.0,1,25.42,75.42,TX,Dawson,13833,900.306,1.823,902.129,32.74193,-101.94732
1705,2008,48115,PRESIDENT,TX,1152.0,2906.0,4058.0,1,21.61,71.61,TX,Dawson,13833,900.306,1.823,902.129,32.74193,-101.94732
1706,2012,48115,PRESIDENT,TX,1019.0,2591.0,3610.0,1,21.769999999999996,71.77,TX,Dawson,13833,900.306,1.823,902.129,32.74193,-101.94732
1707,2016,48115,PRESIDENT,TX,835.0,2636.0,3471.0,1,25.939999999999998,75.94,TX,Dawson,13833,900.306,1.823,902.129,32.74193,-101.94732
1708,2020,48115,PRESIDENT,TX,808.0,2951.0,3759.0,1,28.5,78.5,TX,Dawson,13833,900.306,1.823,902.129,32.74193,-101.94732
1709,2000,48117,PRESIDENT,TX,1240.0,3687.0,4927.0,1,24.83,74.83,TX,Deaf Smith,19372,1496.868,1.516,1498.384,34.94076,-102.60756
1710,2004,48117,PRESIDENT,TX,1133.0,4139.0,5272.0,1,28.510000000000005,78.51,TX,Deaf Smith,19372,1496.868,1.516,1498.384,34.94076,-102.60756
1711,2008,48117,PRESIDENT,TX,1247.0,3466.0,4713.0,1,23.540000000000006,73.54,TX,Deaf Smith,19372,1496.868,1.516,1498.384,34.94076,-102.60756
1712,2012,48117,PRESIDENT,TX,1239.0,3042.0,4281.0,1,21.060000000000002,71.06,TX,Deaf Smith,19372,1496.868,1.516,1498.384,34.94076,-102.60756
1713,2016,48117,PRESIDENT,TX,1185.0,2911.0,4096.0,1,21.069999999999993,71.07,TX,Deaf Smith,19372,1496.868,1.516,1498.384,34.94076,-102.60756
1714,2020,48117,PRESIDENT,TX,1264.0,3294.0,4558.0,1,22.269999999999996,72.27,TX,Deaf Smith,19372,1496.868,1.516,1498.384,34.94076,-102.60756
1715,2000,48119,PRESIDENT,TX,726.0,1143.0,1869.0,1,11.159999999999997,61.16,TX,Delta,5231,256.825,21.107,277.932,33.38593,-95.67335
1716,2004,48119,PRESIDENT,TX,627.0,1447.0,2074.0,1,19.769999999999996,69.77,TX,Delta,5231,256.825,21.107,277.932,33.38593,-95.67335
1717,2008,48119,PRESIDENT,TX,589.0,1580.0,2169.0,1,22.840000000000003,72.84,TX,Delta,5231,256.825,21.107,277.932,33.38593,-95.67335
1718,2012,48119,PRESIDENT,TX,454.0,1524.0,1978.0,1,27.049999999999997,77.05,TX,Delta,5231,256.825,21.107,277.932,33.38593,-95.67335
1719,2016,48119,PRESIDENT,TX,400.0,1836.0,2236.0,1,32.11,82.11,TX,Delta,5231,256.825,21.107,277.932,33.38593,-95.67335
1720,2020,48119,PRESIDENT,TX,403.0,2162.0,2565.0,1,34.290000000000006,84.29,TX,Delta,5231,256.825,21.107,277.932,33.38593,-95.67335
1721,2000,48121,PRESIDENT,TX,40144.0,102171.0,142315.0,1,21.790000000000006,71.79,TX,Denton,662614,878.432,74.545,952.977,33.205,-97.11904
1722,2004,48121,PRESIDENT,TX,59346.0,140891.0,200237.0,1,20.36,70.36,TX,Denton,662614,878.432,74.545,952.977,33.205,-97.11904
1723,2008,48121,PRESIDENT,TX,91160.0,149935.0,241095.0,1,12.189999999999998,62.19,TX,Denton,662614,878.432,74.545,952.977,33.205,-97.11904
1724,2012,48121,PRESIDENT,TX,80978.0,157579.0,238557.0,1,16.060000000000002,66.06,TX,Denton,662614,878.432,74.545,952.977,33.205,-97.11904
1725,2016,48121,PRESIDENT,TX,110890.0,170603.0,281493.0,1,10.61,60.61,TX,Denton,662614,878.432,74.545,952.977,33.205,-97.11904
1726,2020,48121,PRESIDENT,TX,188695.0,222480.0,411175.0,1,4.109999999999999,54.11,TX,Denton,662614,878.432,74.545,952.977,33.205,-97.11904
1727,2000,48123,PRESIDENT,TX,1570.0,4541.0,6111.0,1,24.310000000000002,74.31,TX,DeWitt,20097,908.975,1.514,910.489,29.08234,-97.36165
1728,2004,48123,PRESIDENT,TX,1610.0,5100.0,6710.0,1,26.010000000000005,76.01,TX,DeWitt,20097,908.975,1.514,910.489,29.08234,-97.36165
1729,2008,48123,PRESIDENT,TX,1716.0,4888.0,6604.0,1,24.019999999999996,74.02,TX,DeWitt,20097,908.975,1.514,910.489,29.08234,-97.36165
1730,2012,48123,PRESIDENT,TX,1467.0,5122.0,6589.0,1,27.739999999999995,77.74,TX,DeWitt,20097,908.975,1.514,910.489,29.08234,-97.36165
1731,2016,48123,PRESIDENT,TX,1163.0,5519.0,6682.0,1,32.599999999999994,82.6,TX,DeWitt,20097,908.975,1.514,910.489,29.08234,-97.36165
1732,2020,48123,PRESIDENT,TX,1494.0,6567.0,8061.0,1,31.47,81.47,TX,DeWitt,20097,908.975,1.514,910.489,29.08234,-97.36165
1733,2000,48125,PRESIDENT,TX,284.0,589.0,873.0,1,17.47,67.47,TX,Dickens,2444,901.724,3.497,905.221,33.61466,-100.78609
1734,2004,48125,PRESIDENT,TX,245.0,815.0,1060.0,1,26.89,76.89,TX,Dickens,2444,901.724,3.497,905.221,33.61466,-100.78609
1735,2008,48125,PRESIDENT,TX,234.0,730.0,964.0,1,25.730000000000004,75.73,TX,Dickens,2444,901.724,3.497,905.221,33.61466,-100.78609
1736,2012,48125,PRESIDENT,TX,216.0,793.0,1009.0,1,28.590000000000003,78.59,TX,Dickens,2444,901.724,3.497,905.221,33.61466,-100.78609
1737,2016,48125,PRESIDENT,TX,128.0,755.0,883.0,1,35.5,85.5,TX,Dickens,2444,901.724,3.497,905.221,33.61466,-100.78609
1738,2020,48125,PRESIDENT,TX,130.0,853.0,983.0,1,36.78,86.78,TX,Dickens,2444,901.724,3.497,905.221,33.61466,-100.78609
1739,2000,48127,PRESIDENT,TX,2678.0,1032.0,3710.0,0,22.180000000000007,72.18,TX,Dimmit,9996,1328.884,5.628,1334.512,28.42358,-99.76587
1740,2004,48127,PRESIDENT,TX,2365.0,1188.0,3553.0,0,16.560000000000002,66.56,TX,Dimmit,9996,1328.884,5.628,1334.512,28.42358,-99.76587
1741,2008,48127,PRESIDENT,TX,2692.0,874.0,3566.0,0,25.489999999999995,75.49,TX,Dimmit,9996,1328.884,5.628,1334.512,28.42358,-99.76587
1742,2012,48127,PRESIDENT,TX,2141.0,762.0,2903.0,0,23.75,73.75,TX,Dimmit,9996,1328.884,5.628,1334.512,28.42358,-99.76587
1743,2016,48127,PRESIDENT,TX,2173.0,974.0,3147.0,0,19.049999999999997,69.05,TX,Dimmit,9996,1328.884,5.628,1334.512,28.42358,-99.76587
1744,2020,48127,PRESIDENT,TX,2264.0,1384.0,3648.0,0,12.060000000000002,62.06,TX,Dimmit,9996,1328.884,5.628,1334.512,28.42358,-99.76587
1745,2000,48129,PRESIDENT,TX,360.0,1333.0,1693.0,1,28.739999999999995,78.74,TX,Donley,3677,926.886,6.160,933.046,34.95503,-100.81584
1746,2004,48129,PRESIDENT,TX,349.0,1429.0,1778.0,1,30.370000000000005,80.37,TX,Donley,3677,926.886,6.160,933.046,34.95503,-100.81584
1747,2008,48129,PRESIDENT,TX,291.0,1374.0,1665.0,1,32.519999999999996,82.52,TX,Donley,3677,926.886,6.160,933.046,34.95503,-100.81584
1748,2012,48129,PRESIDENT,TX,226.0,1287.0,1513.0,1,35.06,85.06,TX,Donley,3677,926.886,6.160,933.046,34.95503,-100.81584
1749,2016,48129,PRESIDENT,TX,191.0,1225.0,1416.0,1,36.510000000000005,86.51,TX,Donley,3677,926.886,6.160,933.046,34.95503,-100.81584
1750,2020,48129,PRESIDENT,TX,198.0,1438.0,1636.0,1,37.900000000000006,87.9,TX,Donley,3677,926.886,6.160,933.046,34.95503,-100.81584
1751,2000,48131,PRESIDENT,TX,3990.0,1010.0,5000.0,0,29.799999999999997,79.8,TX,Duval,11782,1793.481,2.115,1795.596,27.68112,-98.49739
1752,2004,48131,PRESIDENT,TX,2916.0,1160.0,4076.0,0,21.540000000000006,71.54,TX,Duval,11782,1793.481,2.115,1795.596,27.68112,-98.49739
1753,2008,48131,PRESIDENT,TX,3298.0,1076.0,4374.0,0,25.400000000000006,75.4,TX,Duval,11782,1793.481,2.115,1795.596,27.68112,-98.49739
1754,2012,48131,PRESIDENT,TX,3331.0,980.0,4311.0,0,27.269999999999996,77.27,TX,Duval,11782,1793.481,2.115,1795.596,27.68112,-98.49739
1755,2016,48131,PRESIDENT,TX,2783.0,1316.0,4099.0,0,17.89,67.89,TX,Duval,11782,1793.481,2.115,1795.596,27.68112,-98.49739
1756,2020,48131,PRESIDENT,TX,2575.0,2443.0,5018.0,0,1.3200000000000003,51.32,TX,Duval,11782,1793.481,2.115,1795.596,27.68112,-98.49739
1757,2000,48133,PRESIDENT,TX,1774.0,4531.0,6305.0,1,21.86,71.86,TX,Eastland,18583,926.491,5.424,931.915,32.32464,-98.83656
1758,2004,48133,PRESIDENT,TX,1582.0,5249.0,6831.0,1,26.840000000000003,76.84,TX,Eastland,18583,926.491,5.424,931.915,32.32464,-98.83656
1759,2008,48133,PRESIDENT,TX,1271.0,5165.0,6436.0,1,30.25,80.25,TX,Eastland,18583,926.491,5.424,931.915,32.32464,-98.83656
1760,2012,48133,PRESIDENT,TX,970.0,5444.0,6414.0,1,34.879999999999995,84.88,TX,Eastland,18583,926.491,5.424,931.915,32.32464,-98.83656
1761,2016,48133,PRESIDENT,TX,776.0,6011.0,6787.0,1,38.56999999999999,88.57,TX,Eastland,18583,926.491,5.424,931.915,32.32464,-98.83656
1762,2020,48133,PRESIDENT,TX,983.0,7237.0,8220.0,1,38.040000000000006,88.04,TX,Eastland,18583,926.491,5.424,931.915,32.32464,-98.83656
1763,2000,48135,PRESIDENT,TX,9425.0,22893.0,32318.0,1,20.840000000000003,70.84,TX,Ector,137130,897.687,4.092,901.779,31.8653,-102.5425
1764,2004,48135,PRESIDENT,TX,8579.0,27502.0,36081.0,1,26.22,76.22,TX,Ector,137130,897.687,4.092,901.779,31.8653,-102.5425
1765,2008,48135,PRESIDENT,TX,9123.0,26199.0,35322.0,1,24.17,74.17,TX,Ector,137130,897.687,4.092,901.779,31.8653,-102.5425
1766,2012,48135,PRESIDENT,TX,8118.0,24010.0,32128.0,1,24.730000000000004,74.73,TX,Ector,137130,897.687,4.092,901.779,31.8653,-102.5425
1767,2016,48135,PRESIDENT,TX,10249.0,25020.0,35269.0,1,20.939999999999998,70.94,TX,Ector,137130,897.687,4.092,901.779,31.8653,-102.5425
1768,2020,48135,PRESIDENT,TX,11367.0,32697.0,44064.0,1,24.200000000000003,74.2,TX,Ector,137130,897.687,4.092,901.779,31.8653,-102.5425
1769,2000,48137,PRESIDENT,TX,261.0,663.0,924.0,1,21.75,71.75,TX,Edwards,2002,2117.858,2.008,2119.866,29.98587,-100.30737
1770,2004,48137,PRESIDENT,TX,217.0,745.0,962.0,1,27.439999999999998,77.44,TX,Edwards,2002,2117.858,2.008,2119.866,29.98587,-100.30737
1771,2008,48137,PRESIDENT,TX,346.0,673.0,1019.0,1,16.049999999999997,66.05,TX,Edwards,2002,2117.858,2.008,2119.866,29.98587,-100.30737
1772,2012,48137,PRESIDENT,TX,232.0,642.0,874.0,1,23.459999999999994,73.46,TX,Edwards,2002,2117.858,2.008,2119.866,29.98587,-100.30737
1773,2016,48137,PRESIDENT,TX,303.0,746.0,1049.0,1,21.120000000000005,71.12,TX,Edwards,2002,2117.858,2.008,2119.866,29.98587,-100.30737
1774,2020,48137,PRESIDENT,TX,168.0,893.0,1061.0,1,34.17,84.17,TX,Edwards,2002,2117.858,2.008,2119.866,29.98587,-100.30737
1775,2000,48139,PRESIDENT,TX,10629.0,26091.0,36720.0,1,21.049999999999997,71.05,TX,Ellis,149610,935.487,16.261,951.748,32.34727,-96.79833
1776,2004,48139,PRESIDENT,TX,11640.0,34602.0,46242.0,1,24.83,74.83,TX,Ellis,149610,935.487,16.261,951.748,32.34727,-96.79833
1777,2008,48139,PRESIDENT,TX,15333.0,38078.0,53411.0,1,21.290000000000006,71.29,TX,Ellis,149610,935.487,16.261,951.748,32.34727,-96.79833
1778,2012,48139,PRESIDENT,TX,13881.0,39574.0,53455.0,1,24.03,74.03,TX,Ellis,149610,935.487,16.261,951.748,32.34727,-96.79833
1779,2016,48139,PRESIDENT,TX,16253.0,44941.0,61194.0,1,23.439999999999998,73.44,TX,Ellis,149610,935.487,16.261,951.748,32.34727,-96.79833
1780,2020,48139,PRESIDENT,TX,27565.0,56717.0,84282.0,1,17.290000000000006,67.29,TX,Ellis,149610,935.487,16.261,951.748,32.34727,-96.79833
1781,2000,48141,PRESIDENT,TX,83848.0,57574.0,141422.0,0,9.29,59.29,TX,El Paso,800647,1012.693,2.267,1014.960,31.7664,-106.24139
1782,2004,48141,PRESIDENT,TX,95142.0,73261.0,168403.0,0,6.5,56.5,TX,El Paso,800647,1012.693,2.267,1014.960,31.7664,-106.24139
1783,2008,48141,PRESIDENT,TX,122021.0,61783.0,183804.0,0,16.39,66.39,TX,El Paso,800647,1012.693,2.267,1014.960,31.7664,-106.24139
1784,2012,48141,PRESIDENT,TX,112952.0,57150.0,170102.0,0,16.400000000000006,66.4,TX,El Paso,800647,1012.693,2.267,1014.960,31.7664,-106.24139
1785,2016,48141,PRESIDENT,TX,147843.0,55512.0,203355.0,0,22.700000000000003,72.7,TX,El Paso,800647,1012.693,2.267,1014.960,31.7664,-106.24139
1786,2020,48141,PRESIDENT,TX,178126.0,84331.0,262457.0,0,17.870000000000005,67.87,TX,El Paso,800647,1012.693,2.267,1014.960,31.7664,-106.24139
1787,2000,48143,PRESIDENT,TX,2804.0,8126.0,10930.0,1,24.349999999999994,74.35,TX,Erath,37890,1083.071,6.736,1089.807,32.23813,-98.22237
1788,2004,48143,PRESIDENT,TX,2710.0,9506.0,12216.0,1,27.819999999999993,77.82,TX,Erath,37890,1083.071,6.736,1089.807,32.23813,-98.22237
1789,2008,48143,PRESIDENT,TX,3128.0,10768.0,13896.0,1,27.489999999999995,77.49,TX,Erath,37890,1083.071,6.736,1089.807,32.23813,-98.22237
1790,2012,48143,PRESIDENT,TX,1965.0,10329.0,12294.0,1,34.019999999999996,84.02,TX,Erath,37890,1083.071,6.736,1089.807,32.23813,-98.22237
1791,2016,48143,PRESIDENT,TX,2160.0,11210.0,13370.0,1,33.84,83.84,TX,Erath,37890,1083.071,6.736,1089.807,32.23813,-98.22237
1792,2020,48143,PRESIDENT,TX,2916.0,13684.0,16600.0,1,32.43000000000001,82.43,TX,Erath,37890,1083.071,6.736,1089.807,32.23813,-98.22237
1793,2000,48145,PRESIDENT,TX,2417.0,3239.0,5656.0,1,7.270000000000003,57.27,TX,Falls,17866,765.483,8.358,773.841,31.25193,-96.93412
1794,2004,48145,PRESIDENT,TX,2427.0,3454.0,5881.0,1,8.729999999999997,58.73,TX,Falls,17866,765.483,8.358,773.841,31.25193,-96.93412
1795,2008,48145,PRESIDENT,TX,2225.0,3328.0,5553.0,1,9.93,59.93,TX,Falls,17866,765.483,8.358,773.841,31.25193,-96.93412
1796,2012,48145,PRESIDENT,TX,2033.0,3356.0,5389.0,1,12.280000000000001,62.28,TX,Falls,17866,765.483,8.358,773.841,31.25193,-96.93412
1797,2016,48145,PRESIDENT,TX,1684.0,3441.0,5125.0,1,17.14,67.14,TX,Falls,17866,765.483,8.358,773.841,31.25193,-96.93412
1798,2020,48145,PRESIDENT,TX,1899.0,4177.0,6076.0,1,18.75,68.75,TX,Falls,17866,765.483,8.358,773.841,31.25193,-96.93412
1799,2000,48147,PRESIDENT,TX,4102.0,6074.0,10176.0,1,9.689999999999998,59.69,TX,Fannin,33915,890.837,8.047,898.884,33.59116,-96.10498
1800,2004,48147,PRESIDENT,TX,4001.0,7893.0,11894.0,1,16.36,66.36,TX,Fannin,33915,890.837,8.047,898.884,33.59116,-96.10498
1801,2008,48147,PRESIDENT,TX,3464.0,8092.0,11556.0,1,20.019999999999996,70.02,TX,Fannin,33915,890.837,8.047,898.884,33.59116,-96.10498
1802,2012,48147,PRESIDENT,TX,2486.0,8161.0,10647.0,1,26.650000000000006,76.65,TX,Fannin,33915,890.837,8.047,898.884,33.59116,-96.10498
1803,2016,48147,PRESIDENT,TX,2132.0,9548.0,11680.0,1,31.75,81.75,TX,Fannin,33915,890.837,8.047,898.884,33.59116,-96.10498
1804,2020,48147,PRESIDENT,TX,2655.0,12171.0,14826.0,1,32.09,82.09,TX,Fannin,33915,890.837,8.047,898.884,33.59116,-96.10498
1805,2000,48149,PRESIDENT,TX,2542.0,6658.0,9200.0,1,22.370000000000005,72.37,TX,Fayette,24554,950.008,9.800,959.808,29.87788,-96.92123
