,year,FIPS,office,state,dem_votes,rep_votes,total_votes,target,win_margin,win_percentage,State,County [2],Population(2010),Land Areami²,Water Areami²,Total Areami²,Latitude,Longitude
486,2004,12049,PRESIDENT,FL,2149.0,5049.0,7198.0,1,20.14,70.14,FL,Hardee,27731,637.783,0.556,638.339,27.49284,-81.82158
487,2008,12049,PRESIDENT,FL,2568.0,4763.0,7331.0,1,14.969999999999999,64.97,FL,Hardee,27731,637.783,0.556,638.339,27.49284,-81.82158
488,2012,12049,PRESIDENT,FL,2463.0,4696.0,7159.0,1,15.599999999999994,65.6,FL,Hardee,27731,637.783,0.556,638.339,27.49284,-81.82158
489,2016,12049,PRESIDENT,FL,2149.0,5242.0,7391.0,1,20.92,70.92,FL,Hardee,27731,637.783,0.556,638.339,27.49284,-81.82158
490,2020,12049,PRESIDENT,FL,2298.0,6122.0,8420.0,1,22.709999999999994,72.71,FL,Hardee,27731,637.783,0.556,638.339,27.49284,-81.82158
491,2000,12051,PRESIDENT,FL,3240.0,4747.0,7987.0,1,9.43,59.43,FL,Hendry,39140,1152.750,37.246,1189.996,26.53934,-81.15158
492,2004,12051,PRESIDENT,FL,3960.0,5757.0,9717.0,1,9.25,59.25,FL,Hendry,39140,1152.750,37.246,1189.996,26.53934,-81.15158
493,2008,12051,PRESIDENT,FL,4998.0,5780.0,10778.0,1,3.6300000000000026,53.63,FL,Hendry,39140,1152.750,37.246,1189.996,26.53934,-81.15158
494,2012,12051,PRESIDENT,FL,4751.0,5355.0,10106.0,1,2.990000000000002,52.99,FL,Hendry,39140,1152.750,37.246,1189.996,26.53934,-81.15158
495,2016,12051,PRESIDENT,FL,4615.0,6195.0,10810.0,1,7.310000000000002,57.31,FL,Hendry,39140,1152.750,37.246,1189.996,26.53934,-81.15158
496,2020,12051,PRESIDENT,FL,4929.0,7906.0,12835.0,1,11.600000000000001,61.6,FL,Hendry,39140,1152.750,37.246,1189.996,26.53934,-81.15158
497,2000,12053,PRESIDENT,FL,32644.0,30646.0,63290.0,0,1.5799999999999983,51.58,FL,Hernando,172778,472.539,116.483,589.022,28.56791,-82.46483
498,2004,12053,PRESIDENT,FL,37187.0,42635.0,79822.0,1,3.4099999999999966,53.41,FL,Hernando,172778,472.539,116.483,589.022,28.56791,-82.46483
499,2008,12053,PRESIDENT,FL,41886.0,45021.0,86907.0,1,1.7999999999999972,51.8,FL,Hernando,172778,472.539,116.483,589.022,28.56791,-82.46483
500,2012,12053,PRESIDENT,FL,37830.0,44938.0,82768.0,1,4.289999999999999,54.29,FL,Hernando,172778,472.539,116.483,589.022,28.56791,-82.46483
501,2016,12053,PRESIDENT,FL,31795.0,58970.0,90765.0,1,14.969999999999999,64.97,FL,Hernando,172778,472.539,116.483,589.022,28.56791,-82.46483
502,2020,12053,PRESIDENT,FL,37519.0,70412.0,107931.0,1,15.239999999999995,65.24,FL,Hernando,172778,472.539,116.483,589.022,28.56791,-82.46483
503,2000,12055,PRESIDENT,FL,14167.0,20206.0,34373.0,1,8.780000000000001,58.78,FL,Highlands,98786,1016.615,89.420,1106.035,27.34262,-81.34092
504,2004,12055,PRESIDENT,FL,15347.0,25878.0,41225.0,1,12.770000000000003,62.77,FL,Highlands,98786,1016.615,89.420,1106.035,27.34262,-81.34092
505,2008,12055,PRESIDENT,FL,18135.0,26221.0,44356.0,1,9.11,59.11,FL,Highlands,98786,1016.615,89.420,1106.035,27.34262,-81.34092
506,2012,12055,PRESIDENT,FL,16148.0,25915.0,42063.0,1,11.61,61.61,FL,Highlands,98786,1016.615,89.420,1106.035,27.34262,-81.34092
507,2016,12055,PRESIDENT,FL,14937.0,29565.0,44502.0,1,16.439999999999998,66.44,FL,Highlands,98786,1016.615,89.420,1106.035,27.34262,-81.34092
508,2020,12055,PRESIDENT,FL,16938.0,34873.0,51811.0,1,17.310000000000002,67.31,FL,Highlands,98786,1016.615,89.420,1106.035,27.34262,-81.34092
509,2000,12057,PRESIDENT,FL,169557.0,180760.0,350317.0,1,1.6000000000000014,51.6,FL,Hillsborough,1229226,1020.214,245.551,1265.765,27.90659,-82.34956
510,2004,12057,PRESIDENT,FL,214132.0,245576.0,459708.0,1,3.4200000000000017,53.42,FL,Hillsborough,1229226,1020.214,245.551,1265.765,27.90659,-82.34956
511,2008,12057,PRESIDENT,FL,272963.0,236355.0,509318.0,0,3.5900000000000034,53.59,FL,Hillsborough,1229226,1020.214,245.551,1265.765,27.90659,-82.34956
512,2012,12057,PRESIDENT,FL,286467.0,250186.0,536653.0,0,3.3800000000000026,53.38,FL,Hillsborough,1229226,1020.214,245.551,1265.765,27.90659,-82.34956
513,2016,12057,PRESIDENT,FL,307896.0,266870.0,574766.0,0,3.5700000000000003,53.57,FL,Hillsborough,1229226,1020.214,245.551,1265.765,27.90659,-82.34956
514,2020,12057,PRESIDENT,FL,376367.0,327398.0,703765.0,0,3.479999999999997,53.48,FL,Hillsborough,1229226,1020.214,245.551,1265.765,27.90659,-82.34956
515,2000,12059,PRESIDENT,FL,2177.0,5011.0,7188.0,1,19.709999999999994,69.71,FL,Holmes,19927,478.777,10.270,489.047,30.86622,-85.81295
516,2004,12059,PRESIDENT,FL,1810.0,6412.0,8222.0,1,27.989999999999995,77.99,FL,Holmes,19927,478.777,10.270,489.047,30.86622,-85.81295
517,2008,12059,PRESIDENT,FL,1446.0,7033.0,8479.0,1,32.95,82.95,FL,Holmes,19927,478.777,10.270,489.047,30.86622,-85.81295
518,2012,12059,PRESIDENT,FL,1264.0,6919.0,8183.0,1,34.55,84.55,FL,Holmes,19927,478.777,10.270,489.047,30.86622,-85.81295
519,2016,12059,PRESIDENT,FL,853.0,7483.0,8336.0,1,39.769999999999996,89.77,FL,Holmes,19927,478.777,10.270,489.047,30.86622,-85.81295
520,2020,12059,PRESIDENT,FL,924.0,8080.0,9004.0,1,39.739999999999995,89.74,FL,Holmes,19927,478.777,10.270,489.047,30.86622,-85.81295
521,2000,12061,PRESIDENT,FL,19768.0,28635.0,48403.0,1,9.159999999999997,59.16,FL,Indian River,138028,502.872,114.134,617.006,27.70063,-80.5748
522,2004,12061,PRESIDENT,FL,23956.0,36938.0,60894.0,1,10.659999999999997,60.66,FL,Indian River,138028,502.872,114.134,617.006,27.70063,-80.5748
523,2008,12061,PRESIDENT,FL,29710.0,40176.0,69886.0,1,7.490000000000002,57.49,FL,Indian River,138028,502.872,114.134,617.006,27.70063,-80.5748
524,2012,12061,PRESIDENT,FL,27492.0,43450.0,70942.0,1,11.25,61.25,FL,Indian River,138028,502.872,114.134,617.006,27.70063,-80.5748
525,2016,12061,PRESIDENT,FL,29043.0,48620.0,77663.0,1,12.600000000000001,62.6,FL,Indian River,138028,502.872,114.134,617.006,27.70063,-80.5748
526,2020,12061,PRESIDENT,FL,37844.0,58872.0,96716.0,1,10.869999999999997,60.87,FL,Indian River,138028,502.872,114.134,617.006,27.70063,-80.5748
527,2000,12063,PRESIDENT,FL,6868.0,9138.0,16006.0,1,7.090000000000003,57.09,FL,Jackson,49746,917.760,36.804,954.564,30.78781,-85.21037
528,2004,12063,PRESIDENT,FL,7555.0,12122.0,19677.0,1,11.600000000000001,61.6,FL,Jackson,49746,917.760,36.804,954.564,30.78781,-85.21037
529,2008,12063,PRESIDENT,FL,7671.0,13717.0,21388.0,1,14.129999999999995,64.13,FL,Jackson,49746,917.760,36.804,954.564,30.78781,-85.21037
530,2012,12063,PRESIDENT,FL,7342.0,13418.0,20760.0,1,14.629999999999995,64.63,FL,Jackson,49746,917.760,36.804,954.564,30.78781,-85.21037
531,2016,12063,PRESIDENT,FL,6397.0,14257.0,20654.0,1,19.03,69.03,FL,Jackson,49746,917.760,36.804,954.564,30.78781,-85.21037
532,2020,12063,PRESIDENT,FL,6766.0,15488.0,22254.0,1,19.599999999999994,69.6,FL,Jackson,49746,917.760,36.804,954.564,30.78781,-85.21037
533,2000,12065,PRESIDENT,FL,3041.0,2478.0,5519.0,0,5.100000000000001,55.1,FL,Jefferson,14761,598.095,38.440,636.535,30.42455,-83.89085
534,2004,12065,PRESIDENT,FL,4135.0,3298.0,7433.0,0,5.630000000000003,55.63,FL,Jefferson,14761,598.095,38.440,636.535,30.42455,-83.89085
535,2008,12065,PRESIDENT,FL,4088.0,3797.0,7885.0,0,1.8500000000000014,51.85,FL,Jefferson,14761,598.095,38.440,636.535,30.42455,-83.89085
536,2012,12065,PRESIDENT,FL,3945.0,3808.0,7753.0,0,0.8800000000000026,50.88,FL,Jefferson,14761,598.095,38.440,636.535,30.42455,-83.89085
537,2016,12065,PRESIDENT,FL,3541.0,3930.0,7471.0,1,2.6000000000000014,52.6,FL,Jefferson,14761,598.095,38.440,636.535,30.42455,-83.89085
538,2020,12065,PRESIDENT,FL,3897.0,4479.0,8376.0,1,3.469999999999999,53.47,FL,Jefferson,14761,598.095,38.440,636.535,30.42455,-83.89085
539,2000,12067,PRESIDENT,FL,789.0,1670.0,2459.0,1,17.909999999999997,67.91,FL,Lafayette,8870,543.411,4.497,547.908,29.99006,-83.17851
540,2004,12067,PRESIDENT,FL,845.0,2460.0,3305.0,1,24.430000000000007,74.43,FL,Lafayette,8870,543.411,4.497,547.908,29.99006,-83.17851
541,2008,12067,PRESIDENT,FL,642.0,2679.0,3321.0,1,30.67,80.67,FL,Lafayette,8870,543.411,4.497,547.908,29.99006,-83.17851
542,2012,12067,PRESIDENT,FL,687.0,2668.0,3355.0,1,29.519999999999996,79.52,FL,Lafayette,8870,543.411,4.497,547.908,29.99006,-83.17851
543,2016,12067,PRESIDENT,FL,518.0,2809.0,3327.0,1,34.43000000000001,84.43,FL,Lafayette,8870,543.411,4.497,547.908,29.99006,-83.17851
544,2020,12067,PRESIDENT,FL,510.0,3128.0,3638.0,1,35.980000000000004,85.98,FL,Lafayette,8870,543.411,4.497,547.908,29.99006,-83.17851
545,2000,12069,PRESIDENT,FL,36571.0,50010.0,86581.0,1,7.759999999999998,57.76,FL,Lake,297052,938.381,218.583,1156.964,28.76411,-81.71228
546,2004,12069,PRESIDENT,FL,48221.0,74389.0,122610.0,1,10.670000000000002,60.67,FL,Lake,297052,938.381,218.583,1156.964,28.76411,-81.71228
547,2008,12069,PRESIDENT,FL,62948.0,82802.0,145750.0,1,6.810000000000002,56.81,FL,Lake,297052,938.381,218.583,1156.964,28.76411,-81.71228
548,2012,12069,PRESIDENT,FL,61799.0,87643.0,149442.0,1,8.649999999999999,58.65,FL,Lake,297052,938.381,218.583,1156.964,28.76411,-81.71228
549,2016,12069,PRESIDENT,FL,62838.0,102188.0,165026.0,1,11.920000000000002,61.92,FL,Lake,297052,938.381,218.583,1156.964,28.76411,-81.71228
550,2020,12069,PRESIDENT,FL,83505.0,125859.0,209364.0,1,10.11,60.11,FL,Lake,297052,938.381,218.583,1156.964,28.76411,-81.71228
551,2000,12071,PRESIDENT,FL,73560.0,106141.0,179701.0,1,9.07,59.07,FL,Lee,618754,784.513,427.948,1212.461,26.55213,-81.89225
552,2004,12071,PRESIDENT,FL,93860.0,144176.0,238036.0,1,10.57,60.57,FL,Lee,618754,784.513,427.948,1212.461,26.55213,-81.89225
553,2008,12071,PRESIDENT,FL,119701.0,147608.0,267309.0,1,5.219999999999999,55.22,FL,Lee,618754,784.513,427.948,1212.461,26.55213,-81.89225
554,2012,12071,PRESIDENT,FL,110157.0,154163.0,264320.0,1,8.32,58.32,FL,Lee,618754,784.513,427.948,1212.461,26.55213,-81.89225
555,2016,12071,PRESIDENT,FL,124908.0,191551.0,316459.0,1,10.530000000000001,60.53,FL,Lee,618754,784.513,427.948,1212.461,26.55213,-81.89225
556,2020,12071,PRESIDENT,FL,157695.0,233247.0,390942.0,1,9.659999999999997,59.66,FL,Lee,618754,784.513,427.948,1212.461,26.55213,-81.89225
557,2000,12073,PRESIDENT,FL,61427.0,39062.0,100489.0,0,11.130000000000003,61.13,FL,Leon,275487,666.852,34.937,701.789,30.45931,-84.2778
558,2004,12073,PRESIDENT,FL,83873.0,51615.0,135488.0,0,11.899999999999999,61.9,FL,Leon,275487,666.852,34.937,701.789,30.45931,-84.2778
559,2008,12073,PRESIDENT,FL,91747.0,55705.0,147452.0,0,12.219999999999999,62.22,FL,Leon,275487,666.852,34.937,701.789,30.45931,-84.2778
560,2012,12073,PRESIDENT,FL,90881.0,55805.0,146686.0,0,11.96,61.96,FL,Leon,275487,666.852,34.937,701.789,30.45931,-84.2778
561,2016,12073,PRESIDENT,FL,92068.0,53821.0,145889.0,0,13.11,63.11,FL,Leon,275487,666.852,34.937,701.789,30.45931,-84.2778
562,2020,12073,PRESIDENT,FL,103517.0,57453.0,160970.0,0,14.310000000000002,64.31,FL,Leon,275487,666.852,34.937,701.789,30.45931,-84.2778
563,2000,12075,PRESIDENT,FL,5398.0,6858.0,12256.0,1,5.960000000000001,55.96,FL,Levy,40801,1118.206,294.589,1412.795,29.2844,-82.78348
564,2004,12075,PRESIDENT,FL,6074.0,10410.0,16484.0,1,13.149999999999999,63.15,FL,Levy,40801,1118.206,294.589,1412.795,29.2844,-82.78348
565,2008,12075,PRESIDENT,FL,6711.0,11754.0,18465.0,1,13.659999999999997,63.66,FL,Levy,40801,1118.206,294.589,1412.795,29.2844,-82.78348
566,2012,12075,PRESIDENT,FL,6119.0,12054.0,18173.0,1,16.33,66.33,FL,Levy,40801,1118.206,294.589,1412.795,29.2844,-82.78348
567,2016,12075,PRESIDENT,FL,5101.0,13775.0,18876.0,1,22.980000000000004,72.98,FL,Levy,40801,1118.206,294.589,1412.795,29.2844,-82.78348
568,2020,12075,PRESIDENT,FL,6205.0,16749.0,22954.0,1,22.97,72.97,FL,Levy,40801,1118.206,294.589,1412.795,29.2844,-82.78348
569,2000,12077,PRESIDENT,FL,1017.0,1317.0,2334.0,1,6.43,56.43,FL,Liberty,8365,835.562,7.561,843.123,30.25984,-84.86858
570,2004,12077,PRESIDENT,FL,1070.0,1927.0,2997.0,1,14.299999999999997,64.3,FL,Liberty,8365,835.562,7.561,843.123,30.25984,-84.86858
571,2008,12077,PRESIDENT,FL,895.0,2339.0,3234.0,1,22.33,72.33,FL,Liberty,8365,835.562,7.561,843.123,30.25984,-84.86858
572,2012,12077,PRESIDENT,FL,942.0,2301.0,3243.0,1,20.950000000000003,70.95,FL,Liberty,8365,835.562,7.561,843.123,30.25984,-84.86858
573,2016,12077,PRESIDENT,FL,651.0,2543.0,3194.0,1,29.620000000000005,79.62,FL,Liberty,8365,835.562,7.561,843.123,30.25984,-84.86858
574,2020,12077,PRESIDENT,FL,694.0,2846.0,3540.0,1,30.400000000000006,80.4,FL,Liberty,8365,835.562,7.561,843.123,30.25984,-84.86858
575,2000,12079,PRESIDENT,FL,3014.0,3038.0,6052.0,1,0.20000000000000284,50.2,FL,Madison,19224,695.948,19.735,715.683,30.44722,-83.47043
576,2004,12079,PRESIDENT,FL,4050.0,4191.0,8241.0,1,0.8599999999999994,50.86,FL,Madison,19224,695.948,19.735,715.683,30.44722,-83.47043
577,2008,12079,PRESIDENT,FL,4270.0,4544.0,8814.0,1,1.5499999999999972,51.55,FL,Madison,19224,695.948,19.735,715.683,30.44722,-83.47043
578,2012,12079,PRESIDENT,FL,4176.0,4474.0,8650.0,1,1.7199999999999989,51.72,FL,Madison,19224,695.948,19.735,715.683,30.44722,-83.47043
579,2016,12079,PRESIDENT,FL,3526.0,4851.0,8377.0,1,7.909999999999997,57.91,FL,Madison,19224,695.948,19.735,715.683,30.44722,-83.47043
580,2020,12079,PRESIDENT,FL,3747.0,5576.0,9323.0,1,9.810000000000002,59.81,FL,Madison,19224,695.948,19.735,715.683,30.44722,-83.47043
581,2000,12081,PRESIDENT,FL,49177.0,57952.0,107129.0,1,4.100000000000001,54.1,FL,Manatee,322833,742.931,149.748,892.679,27.48138,-82.36578
582,2004,12081,PRESIDENT,FL,61262.0,81318.0,142580.0,1,7.030000000000001,57.03,FL,Manatee,322833,742.931,149.748,892.679,27.48138,-82.36578
583,2008,12081,PRESIDENT,FL,70034.0,80721.0,150755.0,1,3.539999999999999,53.54,FL,Manatee,322833,742.931,149.748,892.679,27.48138,-82.36578
584,2012,12081,PRESIDENT,FL,66503.0,85627.0,152130.0,1,6.289999999999999,56.29,FL,Manatee,322833,742.931,149.748,892.679,27.48138,-82.36578
585,2016,12081,PRESIDENT,FL,71224.0,101944.0,173168.0,1,8.869999999999997,58.87,FL,Manatee,322833,742.931,149.748,892.679,27.48138,-82.36578
586,2020,12081,PRESIDENT,FL,90166.0,124987.0,215153.0,1,8.090000000000003,58.09,FL,Manatee,322833,742.931,149.748,892.679,27.48138,-82.36578
587,2000,12083,PRESIDENT,FL,44665.0,55141.0,99806.0,1,5.25,55.25,FL,Marion,331298,1584.546,78.064,1662.610,29.2028,-82.0431
588,2004,12083,PRESIDENT,FL,57271.0,81283.0,138554.0,1,8.670000000000002,58.67,FL,Marion,331298,1584.546,78.064,1662.610,29.2028,-82.0431
589,2008,12083,PRESIDENT,FL,70839.0,89628.0,160467.0,1,5.850000000000001,55.85,FL,Marion,331298,1584.546,78.064,1662.610,29.2028,-82.0431
590,2012,12083,PRESIDENT,FL,66831.0,93043.0,159874.0,1,8.200000000000003,58.2,FL,Marion,331298,1584.546,78.064,1662.610,29.2028,-82.0431
591,2016,12083,PRESIDENT,FL,62041.0,107833.0,169874.0,1,13.479999999999997,63.48,FL,Marion,331298,1584.546,78.064,1662.610,29.2028,-82.0431
592,2020,12083,PRESIDENT,FL,74858.0,127826.0,202684.0,1,13.07,63.07,FL,Marion,331298,1584.546,78.064,1662.610,29.2028,-82.0431
593,2000,12085,PRESIDENT,FL,26620.0,33970.0,60590.0,1,6.07,56.07,FL,Martin,146318,543.464,209.365,752.829,27.07995,-80.39821
594,2004,12085,PRESIDENT,FL,30208.0,41362.0,71570.0,1,7.789999999999999,57.79,FL,Martin,146318,543.464,209.365,752.829,27.07995,-80.39821
595,2008,12085,PRESIDENT,FL,33508.0,44143.0,77651.0,1,6.850000000000001,56.85,FL,Martin,146318,543.464,209.365,752.829,27.07995,-80.39821
596,2012,12085,PRESIDENT,FL,30107.0,48183.0,78290.0,1,11.54,61.54,FL,Martin,146318,543.464,209.365,752.829,27.07995,-80.39821
597,2016,12085,PRESIDENT,FL,30185.0,53204.0,83389.0,1,13.799999999999997,63.8,FL,Martin,146318,543.464,209.365,752.829,27.07995,-80.39821
598,2020,12085,PRESIDENT,FL,36893.0,61168.0,98061.0,1,12.380000000000003,62.38,FL,Martin,146318,543.464,209.365,752.829,27.07995,-80.39821
599,2000,12086,PRESIDENT,FL,328808.0,289533.0,618341.0,0,3.1799999999999997,53.18,FL,Miami-Dade,2496435,1897.716,533.467,2431.183,25.61049,-80.49904
600,2004,12086,PRESIDENT,FL,409732.0,361095.0,770827.0,0,3.1499999999999986,53.15,FL,Miami-Dade,2496435,1897.716,533.467,2431.183,25.61049,-80.49904
601,2008,12086,PRESIDENT,FL,499831.0,360551.0,860382.0,0,8.090000000000003,58.09,FL,Miami-Dade,2496435,1897.716,533.467,2431.183,25.61049,-80.49904
602,2012,12086,PRESIDENT,FL,541440.0,332981.0,874421.0,0,11.920000000000002,61.92,FL,Miami-Dade,2496435,1897.716,533.467,2431.183,25.61049,-80.49904
603,2016,12086,PRESIDENT,FL,624146.0,333999.0,958145.0,0,15.14,65.14,FL,Miami-Dade,2496435,1897.716,533.467,2431.183,25.61049,-80.49904
604,2020,12086,PRESIDENT,FL,617864.0,532833.0,1150697.0,0,3.6899999999999977,53.69,FL,Miami-Dade,2496435,1897.716,533.467,2431.183,25.61049,-80.49904
605,2000,12087,PRESIDENT,FL,16483.0,16059.0,32542.0,0,0.6499999999999986,50.65,FL,Monroe,73090,983.282,2754.242,3737.524,25.60104,-81.20677
606,2004,12087,PRESIDENT,FL,19654.0,19467.0,39121.0,0,0.240000000000002,50.24,FL,Monroe,73090,983.282,2754.242,3737.524,25.60104,-81.20677
607,2008,12087,PRESIDENT,FL,20907.0,18933.0,39840.0,0,2.479999999999997,52.48,FL,Monroe,73090,983.282,2754.242,3737.524,25.60104,-81.20677
608,2012,12087,PRESIDENT,FL,19404.0,19234.0,38638.0,0,0.21999999999999886,50.22,FL,Monroe,73090,983.282,2754.242,3737.524,25.60104,-81.20677
609,2016,12087,PRESIDENT,FL,18971.0,21904.0,40875.0,1,3.5900000000000034,53.59,FL,Monroe,73090,983.282,2754.242,3737.524,25.60104,-81.20677
610,2020,12087,PRESIDENT,FL,21881.0,25693.0,47574.0,1,4.009999999999998,54.01,FL,Monroe,73090,983.282,2754.242,3737.524,25.60104,-81.20677
611,2000,12089,PRESIDENT,FL,6952.0,16404.0,23356.0,1,20.230000000000004,70.23,FL,Nassau,73314,648.639,77.282,725.921,30.60592,-81.76492
612,2004,12089,PRESIDENT,FL,8573.0,23783.0,32356.0,1,23.5,73.5,FL,Nassau,73314,648.639,77.282,725.921,30.60592,-81.76492
613,2008,12089,PRESIDENT,FL,10618.0,27403.0,38021.0,1,22.069999999999993,72.07,FL,Nassau,73314,648.639,77.282,725.921,30.60592,-81.76492
614,2012,12089,PRESIDENT,FL,10251.0,29929.0,40180.0,1,24.489999999999995,74.49,FL,Nassau,73314,648.639,77.282,725.921,30.60592,-81.76492
615,2016,12089,PRESIDENT,FL,10869.0,34266.0,45135.0,1,25.92,75.92,FL,Nassau,73314,648.639,77.282,725.921,30.60592,-81.76492
616,2020,12089,PRESIDENT,FL,15564.0,42566.0,58130.0,1,23.230000000000004,73.23,FL,Nassau,73314,648.639,77.282,725.921,30.60592,-81.76492
617,2000,12091,PRESIDENT,FL,16948.0,52093.0,69041.0,1,25.450000000000003,75.45,FL,Okaloosa,180822,930.247,151.831,1082.078,30.66585,-86.59419
618,2004,12091,PRESIDENT,FL,19368.0,69693.0,89061.0,1,28.25,78.25,FL,Okaloosa,180822,930.247,151.831,1082.078,30.66585,-86.59419
619,2008,12091,PRESIDENT,FL,25872.0,68789.0,94661.0,1,22.67,72.67,FL,Okaloosa,180822,930.247,151.831,1082.078,30.66585,-86.59419
620,2012,12091,PRESIDENT,FL,23421.0,70168.0,93589.0,1,24.97,74.97,FL,Okaloosa,180822,930.247,151.831,1082.078,30.66585,-86.59419
621,2016,12091,PRESIDENT,FL,23780.0,71893.0,95673.0,1,25.14,75.14,FL,Okaloosa,180822,930.247,151.831,1082.078,30.66585,-86.59419
622,2020,12091,PRESIDENT,FL,34248.0,79798.0,114046.0,1,19.97,69.97,FL,Okaloosa,180822,930.247,151.831,1082.078,30.66585,-86.59419
623,2000,12093,PRESIDENT,FL,4588.0,5057.0,9645.0,1,2.4299999999999997,52.43,FL,Okeechobee,39996,768.908,122.999,891.907,27.38559,-80.88738
624,2004,12093,PRESIDENT,FL,5153.0,6978.0,12131.0,1,7.520000000000003,57.52,FL,Okeechobee,39996,768.908,122.999,891.907,27.38559,-80.88738
625,2008,12093,PRESIDENT,FL,5108.0,7561.0,12669.0,1,9.68,59.68,FL,Okeechobee,39996,768.908,122.999,891.907,27.38559,-80.88738
626,2012,12093,PRESIDENT,FL,4856.0,7328.0,12184.0,1,10.14,60.14,FL,Okeechobee,39996,768.908,122.999,891.907,27.38559,-80.88738
627,2016,12093,PRESIDENT,FL,3959.0,9356.0,13315.0,1,20.269999999999996,70.27,FL,Okeechobee,39996,768.908,122.999,891.907,27.38559,-80.88738
628,2020,12093,PRESIDENT,FL,4390.0,11470.0,15860.0,1,22.319999999999993,72.32,FL,Okeechobee,39996,768.908,122.999,891.907,27.38559,-80.88738
629,2000,12095,PRESIDENT,FL,140220.0,134517.0,274737.0,0,1.0399999999999991,51.04,FL,Orange,1145956,903.429,99.831,1003.260,28.51443,-81.32329
630,2004,12095,PRESIDENT,FL,193354.0,192539.0,385893.0,0,0.10999999999999943,50.11,FL,Orange,1145956,903.429,99.831,1003.260,28.51443,-81.32329
631,2008,12095,PRESIDENT,FL,273009.0,186832.0,459841.0,0,9.369999999999997,59.37,FL,Orange,1145956,903.429,99.831,1003.260,28.51443,-81.32329
632,2012,12095,PRESIDENT,FL,273665.0,188589.0,462254.0,0,9.200000000000003,59.2,FL,Orange,1145956,903.429,99.831,1003.260,28.51443,-81.32329
633,2016,12095,PRESIDENT,FL,329894.0,195216.0,525110.0,0,12.82,62.82,FL,Orange,1145956,903.429,99.831,1003.260,28.51443,-81.32329
634,2020,12095,PRESIDENT,FL,395014.0,245398.0,640412.0,0,11.68,61.68,FL,Orange,1145956,903.429,99.831,1003.260,28.51443,-81.32329
635,2000,12097,PRESIDENT,FL,28181.0,26212.0,54393.0,0,1.8100000000000023,51.81,FL,Osceola,268685,1327.453,178.453,1505.906,28.05902,-81.13931
636,2004,12097,PRESIDENT,FL,38633.0,43117.0,81750.0,1,2.740000000000002,52.74,FL,Osceola,268685,1327.453,178.453,1505.906,28.05902,-81.13931
637,2008,12097,PRESIDENT,FL,59962.0,40086.0,100048.0,0,9.93,59.93,FL,Osceola,268685,1327.453,178.453,1505.906,28.05902,-81.13931
638,2012,12097,PRESIDENT,FL,67239.0,40592.0,107831.0,0,12.36,62.36,FL,Osceola,268685,1327.453,178.453,1505.906,28.05902,-81.13931
639,2016,12097,PRESIDENT,FL,85458.0,50301.0,135759.0,0,12.950000000000003,62.95,FL,Osceola,268685,1327.453,178.453,1505.906,28.05902,-81.13931
640,2020,12097,PRESIDENT,FL,97297.0,73480.0,170777.0,0,6.969999999999999,56.97,FL,Osceola,268685,1327.453,178.453,1505.906,28.05902,-81.13931
641,2000,12099,PRESIDENT,FL,269732.0,152951.0,422683.0,0,13.810000000000002,63.81,FL,Palm Beach,1320134,1969.763,413.246,2383.009,26.64576,-80.44867
642,2004,12099,PRESIDENT,FL,328687.0,212688.0,541375.0,0,10.71,60.71,FL,Palm Beach,1320134,1969.763,413.246,2383.009,26.64576,-80.44867
643,2008,12099,PRESIDENT,FL,361271.0,226037.0,587308.0,0,11.509999999999998,61.51,FL,Palm Beach,1320134,1969.763,413.246,2383.009,26.64576,-80.44867
644,2012,12099,PRESIDENT,FL,349651.0,247398.0,597049.0,0,8.560000000000002,58.56,FL,Palm Beach,1320134,1969.763,413.246,2383.009,26.64576,-80.44867
645,2016,12099,PRESIDENT,FL,374673.0,272402.0,647075.0,0,7.899999999999999,57.9,FL,Palm Beach,1320134,1969.763,413.246,2383.009,26.64576,-80.44867
646,2020,12099,PRESIDENT,FL,433572.0,334711.0,768283.0,0,6.43,56.43,FL,Palm Beach,1320134,1969.763,413.246,2383.009,26.64576,-80.44867
647,2000,12101,PRESIDENT,FL,69564.0,68582.0,138146.0,0,0.35999999999999943,50.36,FL,Pasco,464697,746.886,121.568,868.454,28.30202,-82.4557
648,2004,12101,PRESIDENT,FL,84749.0,103230.0,187979.0,1,4.920000000000002,54.92,FL,Pasco,464697,746.886,121.568,868.454,28.30202,-82.4557
649,2008,12101,PRESIDENT,FL,102417.0,110104.0,212521.0,1,1.8100000000000023,51.81,FL,Pasco,464697,746.886,121.568,868.454,28.30202,-82.4557
650,2012,12101,PRESIDENT,FL,98263.0,112427.0,210690.0,1,3.3599999999999994,53.36,FL,Pasco,464697,746.886,121.568,868.454,28.30202,-82.4557
651,2016,12101,PRESIDENT,FL,90142.0,142101.0,232243.0,1,11.189999999999998,61.19,FL,Pasco,464697,746.886,121.568,868.454,28.30202,-82.4557
652,2020,12101,PRESIDENT,FL,119073.0,179621.0,298694.0,1,10.14,60.14,FL,Pasco,464697,746.886,121.568,868.454,28.30202,-82.4557
653,2000,12103,PRESIDENT,FL,200630.0,184825.0,385455.0,0,2.049999999999997,52.05,FL,Pinellas,916542,273.799,334.328,608.127,27.90312,-82.73951
654,2004,12103,PRESIDENT,FL,225460.0,225686.0,451146.0,1,0.030000000000001137,50.03,FL,Pinellas,916542,273.799,334.328,608.127,27.90312,-82.73951
