fips,vax_percentage
26001.0,97.9
26003.0,92.7695652173913
26005.0,95.14687697160882
26007.0,92.24080459770116
26009.0,93.9384030418251
26011.0,93.99397590361446
26013.0,89.74999999999999
26015.0,96.25125391849531
26017.0,94.61545623836125
26019.0,88.90714285714286
26021.0,94.71647168928403
26023.0,92.4812382739212
26025.0,94.58406976744186
26027.0,95.52215447154471
26029.0,89.2858536585366
26031.0,90.27806122448979
26033.0,94.33682795698925
26035.0,94.77592592592592
26037.0,92.39107373868048
26039.0,90.1
26041.0,90.63786191536747
26163.0,92.6021208373414
26043.0,91.77179487179487
26045.0,92.53618644067797
26047.0,94.85016077170418
26055.0,91.68471986417657
26049.0,92.89032941629743
26051.0,95.34092827004221
26053.0,92.44339622641509
26057.0,93.44771241830065
26059.0,92.75733333333334
26061.0,85.46262975778546
26063.0,91.55451807228917
26065.0,92.9914309031556
26067.0,93.62131661442007
26069.0,93.2004
26071.0,89.0873949579832
26073.0,92.52409381663114
26075.0,94.35515361744302
26077.0,94.44540229885058
26079.0,83.47103448275861
26081.0,95.550118838483
26085.0,87.20000000000002
26087.0,82.64931506849315
26089.0,90.34482758620689
26091.0,92.91233616037009
26093.0,89.87730530339226
26095.0,100.0
26097.0,94.55217391304348
26099.0,92.01590700520036
26101.0,86.48362989323844
26103.0,92.86666666666667
26105.0,95.50416666666666
26107.0,94.86520618556702
26109.0,94.40600858369098
26111.0,92.79822309970386
26113.0,92.49195979899498
26115.0,92.8914022517912
26117.0,96.71215189873419
26119.0,88.46538461538461
26121.0,95.48841240875913
26123.0,92.45653775322282
26125.0,91.91880069324091
26127.0,94.78652173913042
26129.0,92.89010989010988
26131.0,90.63749999999999
26133.0,92.45821917808217
26135.0,83.3030303030303
26137.0,93.05583596214511
26139.0,94.63124481327803
26141.0,91.75154639175257
26143.0,88.01483253588516
26145.0,95.29702602230482
26151.0,91.41918735891647
26153.0,97.5
26155.0,94.24051407588739
26147.0,90.81827242524916
26149.0,91.07964285714287
26157.0,92.91051851851851
26159.0,94.87624084621643
26161.0,94.32279580884233
26165.0,89.1247524752475
