fips,vax_percentage
6001,0.9621547064881565
6005,0.8708784768211921
6007,0.9027014003590664
6009,0.884900479616307
6011,0.9974564885496183
6013,0.955932276265981
6015,0.8867996855345912
6017,0.9116138692994827
6019,0.9635671699764758
6021,0.9497882845188285
6023,0.8269737447065941
6025,0.9559787596401028
6027,0.9902205882352941
6029,0.95438436015996
6031,0.969515764139591
6033,0.9314329883570505
6035,0.867219512195122
6037,0.9044638410781282
6039,0.9618572057205721
6041,0.9069216226005071
6043,0.8095095238095238
6045,0.8995258767772513
6047,0.9653186206896552
6049,0.8730507936507936
6051,0.8968095238095238
6053,0.9474332985852569
6055,0.9413139030612244
6057,0.7755574618096358
6059,0.9328998454614468
6061,0.8923088010204082
6063,0.868157142857143
6065,0.9551784294022716
6067,0.8870405692283677
6069,0.9663931633835458
6071,0.950016369001875
6073,0.9389591194383746
6075,0.9321747873500547
6077,0.9600624046619247
6079,0.9041085273972603
6081,0.9519727637479348
6083,0.9541472834771492
6085,0.9527791278807048
6087,0.8841744502942088
6089,0.8454531492248061
6091,1.0
6093,0.8524822014051523
6095,0.9482210546427206
6097,0.9267495598868281
6099,0.950958716401536
6101,0.9015621957815034
6103,0.9398576962283384
6105,0.7520144
6107,0.9711143663530716
6109,0.8183600798403192
6111,0.9473089169241332
6113,0.9221084787018257
6115,0.9472481318681318
